file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251204.xlsx,7203,90,2600.0,30,300,20
ticks_20251204.xlsx,7203,50,2000.0,40,300,20
ticks_20251204.xlsx,7203,40,-1800.0,50,300,20
ticks_20251204.xlsx,7203,30,-2700.0,60,300,20
ticks_20251204.xlsx,7203,18,-800.0,70,300,20
ticks_20251204.xlsx,7203,12,-600.0,80,300,20
ticks_20251204.xlsx,7203,8,-300.0,90,300,20
ticks_20251204.xlsx,7203,4,700.0,100,300,20
ticks_20251204.xlsx,7203,6,-100.0,110,300,20
ticks_20251204.xlsx,7203,4,300.0,120,300,20
ticks_20251204.xlsx,7203,2,300.0,130,300,20
ticks_20251204.xlsx,7203,2,300.0,140,300,20
ticks_20251204.xlsx,7203,2,400.0,150,300,20
ticks_20251204.xlsx,7203,0,0.0,160,300,20
ticks_20251204.xlsx,7203,0,0.0,170,300,20
ticks_20251204.xlsx,7203,0,0.0,180,300,20
ticks_20251204.xlsx,7203,0,0.0,190,300,20
ticks_20251204.xlsx,7203,96,-4400.0,30,350,20
ticks_20251204.xlsx,7203,56,-1600.0,40,350,20
ticks_20251204.xlsx,7203,54,-100.0,50,350,20
ticks_20251204.xlsx,7203,44,-700.0,60,350,20
ticks_20251204.xlsx,7203,20,-500.0,70,350,20
ticks_20251204.xlsx,7203,12,-100.0,80,350,20
ticks_20251204.xlsx,7203,8,300.0,90,350,20
ticks_20251204.xlsx,7203,4,200.0,100,350,20
ticks_20251204.xlsx,7203,6,200.0,110,350,20
ticks_20251204.xlsx,7203,4,200.0,120,350,20
ticks_20251204.xlsx,7203,2,400.0,130,350,20
ticks_20251204.xlsx,7203,2,300.0,140,350,20
ticks_20251204.xlsx,7203,2,400.0,150,350,20
ticks_20251204.xlsx,7203,2,300.0,160,350,20
ticks_20251204.xlsx,7203,0,0.0,170,350,20
ticks_20251204.xlsx,7203,0,0.0,180,350,20
ticks_20251204.xlsx,7203,0,0.0,190,350,20
ticks_20251204.xlsx,7203,90,-4600.0,30,400,20
ticks_20251204.xlsx,7203,70,-3000.0,40,400,20
ticks_20251204.xlsx,7203,56,-300.0,50,400,20
ticks_20251204.xlsx,7203,36,700.0,60,400,20
ticks_20251204.xlsx,7203,22,-1000.0,70,400,20
ticks_20251204.xlsx,7203,12,400.0,80,400,20
ticks_20251204.xlsx,7203,6,400.0,90,400,20
ticks_20251204.xlsx,7203,8,700.0,100,400,20
ticks_20251204.xlsx,7203,2,300.0,110,400,20
ticks_20251204.xlsx,7203,2,400.0,120,400,20
ticks_20251204.xlsx,7203,2,200.0,130,400,20
ticks_20251204.xlsx,7203,4,0.0,140,400,20
ticks_20251204.xlsx,7203,2,300.0,150,400,20
ticks_20251204.xlsx,7203,2,400.0,160,400,20
ticks_20251204.xlsx,7203,2,600.0,170,400,20
ticks_20251204.xlsx,7203,0,0.0,180,400,20
ticks_20251204.xlsx,7203,0,0.0,190,400,20
ticks_20251204.xlsx,7203,100,-600.0,30,450,20
ticks_20251204.xlsx,7203,60,1300.0,40,450,20
ticks_20251204.xlsx,7203,40,-1500.0,50,450,20
ticks_20251204.xlsx,7203,40,-2900.0,60,450,20
ticks_20251204.xlsx,7203,24,-1100.0,70,450,20
ticks_20251204.xlsx,7203,12,-600.0,80,450,20
ticks_20251204.xlsx,7203,12,-900.0,90,450,20
ticks_20251204.xlsx,7203,6,200.0,100,450,20
ticks_20251204.xlsx,7203,2,400.0,110,450,20
ticks_20251204.xlsx,7203,2,400.0,120,450,20
ticks_20251204.xlsx,7203,4,100.0,130,450,20
ticks_20251204.xlsx,7203,2,700.0,140,450,20
ticks_20251204.xlsx,7203,2,700.0,150,450,20
ticks_20251204.xlsx,7203,0,0.0,160,450,20
ticks_20251204.xlsx,7203,0,0.0,170,450,20
ticks_20251204.xlsx,7203,0,0.0,180,450,20
ticks_20251204.xlsx,7203,0,0.0,190,450,20
ticks_20251204.xlsx,7203,96,-800.0,30,500,20
ticks_20251204.xlsx,7203,48,-1400.0,40,500,20
ticks_20251204.xlsx,7203,40,-3200.0,50,500,20
ticks_20251204.xlsx,7203,38,-2000.0,60,500,20
ticks_20251204.xlsx,7203,24,-1800.0,70,500,20
ticks_20251204.xlsx,7203,12,-1300.0,80,500,20
ticks_20251204.xlsx,7203,12,-200.0,90,500,20
ticks_20251204.xlsx,7203,10,-100.0,100,500,20
ticks_20251204.xlsx,7203,4,400.0,110,500,20
ticks_20251204.xlsx,7203,2,600.0,120,500,20
ticks_20251204.xlsx,7203,4,600.0,130,500,20
ticks_20251204.xlsx,7203,2,900.0,140,500,20
ticks_20251204.xlsx,7203,0,0.0,150,500,20
ticks_20251204.xlsx,7203,0,0.0,160,500,20
ticks_20251204.xlsx,7203,0,0.0,170,500,20
ticks_20251204.xlsx,7203,0,0.0,180,500,20
ticks_20251204.xlsx,7203,0,0.0,190,500,20
ticks_20251204.xlsx,7203,92,-1100.0,30,550,20
ticks_20251204.xlsx,7203,54,-3100.0,40,550,20
ticks_20251204.xlsx,7203,38,-100.0,50,550,20
ticks_20251204.xlsx,7203,36,-1100.0,60,550,20
ticks_20251204.xlsx,7203,28,-3000.0,70,550,20
ticks_20251204.xlsx,7203,16,-1800.0,80,550,20
ticks_20251204.xlsx,7203,10,-100.0,90,550,20
ticks_20251204.xlsx,7203,10,0.0,100,550,20
ticks_20251204.xlsx,7203,4,800.0,110,550,20
ticks_20251204.xlsx,7203,6,400.0,120,550,20
ticks_20251204.xlsx,7203,2,700.0,130,550,20
ticks_20251204.xlsx,7203,2,700.0,140,550,20
ticks_20251204.xlsx,7203,0,0.0,150,550,20
ticks_20251204.xlsx,7203,0,0.0,160,550,20
ticks_20251204.xlsx,7203,0,0.0,170,550,20
ticks_20251204.xlsx,7203,0,0.0,180,550,20
ticks_20251204.xlsx,7203,0,0.0,190,550,20
ticks_20251204.xlsx,7203,80,-600.0,30,600,20
ticks_20251204.xlsx,7203,44,1200.0,40,600,20
ticks_20251204.xlsx,7203,28,-100.0,50,600,20
ticks_20251204.xlsx,7203,28,900.0,60,600,20
ticks_20251204.xlsx,7203,20,-1200.0,70,600,20
ticks_20251204.xlsx,7203,16,-1100.0,80,600,20
ticks_20251204.xlsx,7203,8,-200.0,90,600,20
ticks_20251204.xlsx,7203,12,400.0,100,600,20
ticks_20251204.xlsx,7203,4,0.0,110,600,20
ticks_20251204.xlsx,7203,2,400.0,120,600,20
ticks_20251204.xlsx,7203,4,100.0,130,600,20
ticks_20251204.xlsx,7203,2,400.0,140,600,20
ticks_20251204.xlsx,7203,0,0.0,150,600,20
ticks_20251204.xlsx,7203,0,0.0,160,600,20
ticks_20251204.xlsx,7203,0,0.0,170,600,20
ticks_20251204.xlsx,7203,0,0.0,180,600,20
ticks_20251204.xlsx,7203,0,0.0,190,600,20
ticks_20251204.xlsx,7203,66,-1100.0,30,650,20
ticks_20251204.xlsx,7203,36,1900.0,40,650,20
ticks_20251204.xlsx,7203,24,2300.0,50,650,20
ticks_20251204.xlsx,7203,20,1100.0,60,650,20
ticks_20251204.xlsx,7203,18,700.0,70,650,20
ticks_20251204.xlsx,7203,12,-1000.0,80,650,20
ticks_20251204.xlsx,7203,10,-400.0,90,650,20
ticks_20251204.xlsx,7203,10,-100.0,100,650,20
ticks_20251204.xlsx,7203,4,0.0,110,650,20
ticks_20251204.xlsx,7203,2,400.0,120,650,20
ticks_20251204.xlsx,7203,2,400.0,130,650,20
ticks_20251204.xlsx,7203,2,500.0,140,650,20
ticks_20251204.xlsx,7203,0,0.0,150,650,20
ticks_20251204.xlsx,7203,0,0.0,160,650,20
ticks_20251204.xlsx,7203,0,0.0,170,650,20
ticks_20251204.xlsx,7203,0,0.0,180,650,20
ticks_20251204.xlsx,7203,0,0.0,190,650,20
ticks_20251204.xlsx,7203,60,900.0,30,700,20
ticks_20251204.xlsx,7203,32,600.0,40,700,20
ticks_20251204.xlsx,7203,24,1500.0,50,700,20
ticks_20251204.xlsx,7203,24,2100.0,60,700,20
ticks_20251204.xlsx,7203,14,1100.0,70,700,20
ticks_20251204.xlsx,7203,12,-700.0,80,700,20
ticks_20251204.xlsx,7203,10,-600.0,90,700,20
ticks_20251204.xlsx,7203,10,-1400.0,100,700,20
ticks_20251204.xlsx,7203,8,-300.0,110,700,20
ticks_20251204.xlsx,7203,2,400.0,120,700,20
ticks_20251204.xlsx,7203,2,400.0,130,700,20
ticks_20251204.xlsx,7203,2,500.0,140,700,20
ticks_20251204.xlsx,7203,0,0.0,150,700,20
ticks_20251204.xlsx,7203,0,0.0,160,700,20
ticks_20251204.xlsx,7203,0,0.0,170,700,20
ticks_20251204.xlsx,7203,0,0.0,180,700,20
ticks_20251204.xlsx,7203,0,0.0,190,700,20
ticks_20251204.xlsx,7203,60,500.0,30,750,20
ticks_20251204.xlsx,7203,36,1400.0,40,750,20
ticks_20251204.xlsx,7203,18,1400.0,50,750,20
ticks_20251204.xlsx,7203,24,1100.0,60,750,20
ticks_20251204.xlsx,7203,12,1600.0,70,750,20
ticks_20251204.xlsx,7203,8,-600.0,80,750,20
ticks_20251204.xlsx,7203,4,300.0,90,750,20
ticks_20251204.xlsx,7203,10,-300.0,100,750,20
ticks_20251204.xlsx,7203,8,-200.0,110,750,20
ticks_20251204.xlsx,7203,2,400.0,120,750,20
ticks_20251204.xlsx,7203,2,400.0,130,750,20
ticks_20251204.xlsx,7203,2,400.0,140,750,20
ticks_20251204.xlsx,7203,0,0.0,150,750,20
ticks_20251204.xlsx,7203,0,0.0,160,750,20
ticks_20251204.xlsx,7203,0,0.0,170,750,20
ticks_20251204.xlsx,7203,0,0.0,180,750,20
ticks_20251204.xlsx,7203,0,0.0,190,750,20
ticks_20251204.xlsx,7203,62,-900.0,30,800,20
ticks_20251204.xlsx,7203,34,400.0,40,800,20
ticks_20251204.xlsx,7203,22,1000.0,50,800,20
ticks_20251204.xlsx,7203,20,800.0,60,800,20
ticks_20251204.xlsx,7203,14,1100.0,70,800,20
ticks_20251204.xlsx,7203,6,200.0,80,800,20
ticks_20251204.xlsx,7203,4,-300.0,90,800,20
ticks_20251204.xlsx,7203,8,-400.0,100,800,20
ticks_20251204.xlsx,7203,8,1300.0,110,800,20
ticks_20251204.xlsx,7203,2,400.0,120,800,20
ticks_20251204.xlsx,7203,2,400.0,130,800,20
ticks_20251204.xlsx,7203,2,500.0,140,800,20
ticks_20251204.xlsx,7203,0,0.0,150,800,20
ticks_20251204.xlsx,7203,0,0.0,160,800,20
ticks_20251204.xlsx,7203,0,0.0,170,800,20
ticks_20251204.xlsx,7203,0,0.0,180,800,20
ticks_20251204.xlsx,7203,0,0.0,190,800,20
ticks_20251204.xlsx,7203,66,-1000.0,30,850,20
ticks_20251204.xlsx,7203,38,1300.0,40,850,20
ticks_20251204.xlsx,7203,22,800.0,50,850,20
ticks_20251204.xlsx,7203,22,1100.0,60,850,20
ticks_20251204.xlsx,7203,12,100.0,70,850,20
ticks_20251204.xlsx,7203,12,-900.0,80,850,20
ticks_20251204.xlsx,7203,8,-300.0,90,850,20
ticks_20251204.xlsx,7203,8,-300.0,100,850,20
ticks_20251204.xlsx,7203,6,1600.0,110,850,20
ticks_20251204.xlsx,7203,4,1900.0,120,850,20
ticks_20251204.xlsx,7203,2,400.0,130,850,20
ticks_20251204.xlsx,7203,2,500.0,140,850,20
ticks_20251204.xlsx,7203,0,0.0,150,850,20
ticks_20251204.xlsx,7203,0,0.0,160,850,20
