file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251002.xlsx,7203,78,1000.0,30,300,20
ticks_20251002.xlsx,7203,44,550.0,40,300,20
ticks_20251002.xlsx,7203,24,2000.0,50,300,20
ticks_20251002.xlsx,7203,20,1000.0,60,300,20
ticks_20251002.xlsx,7203,12,1800.0,70,300,20
ticks_20251002.xlsx,7203,10,1400.0,80,300,20
ticks_20251002.xlsx,7203,8,-50.0,90,300,20
ticks_20251002.xlsx,7203,8,50.0,100,300,20
ticks_20251002.xlsx,7203,6,450.0,110,300,20
ticks_20251002.xlsx,7203,6,350.0,120,300,20
ticks_20251002.xlsx,7203,4,1050.0,130,300,20
ticks_20251002.xlsx,7203,4,800.0,140,300,20
ticks_20251002.xlsx,7203,4,850.0,150,300,20
ticks_20251002.xlsx,7203,4,850.0,160,300,20
ticks_20251002.xlsx,7203,2,-200.0,170,300,20
ticks_20251002.xlsx,7203,0,0.0,180,300,20
ticks_20251002.xlsx,7203,0,0.0,190,300,20
ticks_20251002.xlsx,7203,86,-650.0,30,350,20
ticks_20251002.xlsx,7203,42,200.0,40,350,20
ticks_20251002.xlsx,7203,28,1900.0,50,350,20
ticks_20251002.xlsx,7203,18,1900.0,60,350,20
ticks_20251002.xlsx,7203,16,1450.0,70,350,20
ticks_20251002.xlsx,7203,6,550.0,80,350,20
ticks_20251002.xlsx,7203,8,1000.0,90,350,20
ticks_20251002.xlsx,7203,10,-50.0,100,350,20
ticks_20251002.xlsx,7203,8,400.0,110,350,20
ticks_20251002.xlsx,7203,6,850.0,120,350,20
ticks_20251002.xlsx,7203,6,1050.0,130,350,20
ticks_20251002.xlsx,7203,4,950.0,140,350,20
ticks_20251002.xlsx,7203,4,900.0,150,350,20
ticks_20251002.xlsx,7203,2,-300.0,160,350,20
ticks_20251002.xlsx,7203,2,-600.0,170,350,20
ticks_20251002.xlsx,7203,2,-600.0,180,350,20
ticks_20251002.xlsx,7203,0,0.0,190,350,20
ticks_20251002.xlsx,7203,80,-100.0,30,400,20
ticks_20251002.xlsx,7203,40,1200.0,40,400,20
ticks_20251002.xlsx,7203,24,2450.0,50,400,20
ticks_20251002.xlsx,7203,16,1700.0,60,400,20
ticks_20251002.xlsx,7203,14,1300.0,70,400,20
ticks_20251002.xlsx,7203,10,1250.0,80,400,20
ticks_20251002.xlsx,7203,6,2450.0,90,400,20
ticks_20251002.xlsx,7203,8,1850.0,100,400,20
ticks_20251002.xlsx,7203,4,2600.0,110,400,20
ticks_20251002.xlsx,7203,4,2850.0,120,400,20
ticks_20251002.xlsx,7203,4,1700.0,130,400,20
ticks_20251002.xlsx,7203,4,1950.0,140,400,20
ticks_20251002.xlsx,7203,2,450.0,150,400,20
ticks_20251002.xlsx,7203,2,-850.0,160,400,20
ticks_20251002.xlsx,7203,2,-900.0,170,400,20
ticks_20251002.xlsx,7203,0,0.0,180,400,20
ticks_20251002.xlsx,7203,0,0.0,190,400,20
ticks_20251002.xlsx,7203,82,650.0,30,450,20
