,ts,price,ma1,ma2,vwap,momentum,profit,profit_max,dd_ratio,diff_ma,diff_vwap,n_trade,count_negative,ma_gc,ma_dc,vwap_gc,vwap_dc,warmup
2026-09-18 09:03:02,1789689782.4746718,6392.0,6392.0,6392.0,6392.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False,False,False,1.0
2026-09-18 09:03:04,1789689784.4938893,6378.0,6389.9,6385.0,6378.0,0.0,0.0,0.0,0.0,4.899999999999636,11.899999999999636,0,0,False,False,False,False,1.0
2026-09-18 09:03:06,1789689786.4999802,6378.0,6388.115,6382.666666666667,6378.0,0.0,0.0,0.0,0.0,5.448333333332812,10.114999999999782,0,0,False,False,False,False,1.0
2026-09-18 09:03:08,1789689788.5011587,6366.0,6384.79775,6378.5,6374.054489164087,0.0,0.0,0.0,0.0,6.2977499999997235,10.743260835913134,0,0,False,False,False,False,1.0
2026-09-18 09:03:10,1789689790.501928,6378.0,6383.7780875,6378.4,6374.626786659608,0.0,0.0,0.0,0.0,5.37808750000022,9.151300840391741,0,0,False,False,False,False,1.0
2026-09-18 09:03:12,1789689792.5039396,6387.0,6383.886374375,6379.833333333333,6375.880589914367,0.5,0.0,0.0,0.0,4.053041041666802,8.00578446063264,0,0,False,False,False,False,1.0
2026-09-18 09:03:14,1789689794.5188668,6391.0,6385.92841821875,6381.428571428572,6377.88902640264,1.3,0.0,0.0,0.0,4.499846790178708,8.039391816109855,0,0,False,False,False,False,1.0
2026-09-18 09:03:16,1789689796.5199745,6394.0,6388.339155485938,6383.0,6378.996926623127,1.6,0.0,0.0,0.0,5.339155485938136,9.34222886281077,0,0,False,False,False,False,1.0
2026-09-18 09:03:18,1789689798.5229542,6397.0,6391.963282163048,6384.555555555556,6380.734120097189,3.1,0.0,0.0,0.0,7.407726607491895,11.229162065858873,0,0,False,False,False,False,1.0
2026-09-18 09:03:20,1789689800.5370648,6410.0,6397.06878983859,6387.1,6386.540066777963,3.2,0.0,0.0,0.0,9.968789838590055,10.528723060627271,0,0,False,False,False,False,1.0
2026-09-18 09:03:22,1789689802.549333,6412.0,6401.183471362802,6389.363636363636,6389.561794997548,2.5,0.0,0.0,0.0,11.819834999166233,11.621676365254643,0,0,False,False,False,False,1.0
2026-09-18 09:03:24,1789689804.552198,6411.0,6404.155950658382,6391.166666666667,6391.309684684685,2.0,0.0,0.0,0.0,12.989283991714728,12.846265973696973,0,0,False,False,False,False,1.0
2026-09-18 09:03:26,1789689806.5678697,6408.0,6405.7825580596245,6392.461538461538,6393.759992313605,1.4,0.0,0.0,0.0,13.321019598086423,12.022565746019609,0,0,False,False,False,False,1.0
2026-09-18 09:03:28,1789689808.5789375,6405.0,6406.265174350681,6393.357142857143,6394.736269520969,0.8,0.0,0.0,0.0,12.908031493538147,11.528904829712701,0,0,False,False,False,False,1.0
2026-09-18 09:03:30,1789689810.593589,6399.0,6404.350398198079,6393.733333333334,6394.942050768203,1.1,0.0,0.0,0.0,10.617064864745771,9.408347429875903,0,0,False,False,False,False,1.0
2026-09-18 09:03:32,1789689812.606379,6410.0,6405.047838468367,6394.75,6395.69004919854,0.2,0.0,0.0,0.0,10.297838468367445,9.357789269827663,0,0,False,False,False,False,1.0
2026-09-18 09:03:34,1789689814.606226,6401.0,6403.690662698113,6395.117647058823,6395.970234515935,1.0,0.0,0.0,0.0,8.573015639289224,7.720428182177784,0,0,False,False,False,False,1.0
2026-09-18 09:03:36,1789689816.5943444,6402.0,6402.987063293396,6395.5,6396.174291938998,0.6,0.0,0.0,0.0,7.487063293396204,6.812771354398137,0,0,False,False,False,False,1.0
2026-09-18 09:03:38,1789689818.5954788,6386.0,6399.014003799387,6395.0,6395.668737060041,1.9,0.0,0.0,0.0,4.0140037993869555,3.3452667393457887,0,0,False,False,False,False,1.0
2026-09-18 09:03:40,1789689820.597887,6373.0,6393.161903229479,6393.9,6394.232708468003,2.6,0.0,0.0,0.0,-0.7380967705203147,-1.0708052385234623,0,0,False,False,False,False,1.0
2026-09-18 09:03:42,1789689822.6027956,6352.0,6382.6376177450575,6391.9047619047615,6390.400141060303,5.8,0.0,0.0,0.0,-9.267144159704003,-7.762523315245744,0,0,False,False,False,False,1.0
2026-09-18 09:03:44,1789689824.6102886,6362.0,6376.616975083299,6390.545454545455,6388.329555361814,3.9,0.0,0.0,0.0,-13.928479462156247,-11.712580278514906,0,0,False,False,False,False,1.0
2026-09-18 09:03:46,1789689826.6236508,6367.0,6372.549428820804,6389.521739130435,6387.9887399463805,3.5,0.0,0.0,0.0,-16.97231030963121,-15.43931112557675,0,0,False,False,False,False,1.0
2026-09-18 09:03:48,1789689828.6366596,6367.0,6370.292014497683,6388.583333333333,6387.615125342321,1.9,0.0,0.0,0.0,-18.29131883564969,-17.323110844637995,0,0,False,False,False,False,1.0
2026-09-18 09:03:50,1789689830.6532571,6368.0,6369.573212323031,6387.76,6387.390462307372,0.5,0.0,0.0,0.0,-18.18678767696929,-17.817249984341288,0,0,False,False,False,False,1.0
2026-09-18 09:03:52,1789689832.6657243,6366.0,6370.087230474576,6386.923076923077,6386.841432484529,1.4,0.0,0.0,0.0,-16.835846448500888,-16.754202009952678,0,0,False,False,False,False,1.0
2026-09-18 09:03:54,1789689834.6749778,6372.0,6371.12414590339,6386.37037037037,6386.616045558997,1.0,0.0,0.0,0.0,-15.246224466980493,-15.491899655607085,0,0,False,False,False,False,1.0
2026-09-18 09:03:56,1789689836.6731162,6390.0,6375.680524017882,6386.5,6386.742642815926,2.3,0.0,0.0,0.0,-10.819475982118092,-11.06211879804414,0,0,False,False,False,False,1.0
2026-09-18 09:03:58,1789689838.701767,6392.0,6380.003445415199,6386.689655172414,6386.910529745834,2.5,0.0,0.0,0.0,-6.686209757214783,-6.907084330634461,0,0,False,False,False,False,1.0
2026-09-18 09:04:00,1789689840.7039657,6388.0,6382.702928602919,6386.733333333334,6386.925140075319,2.0,0.0,0.0,0.0,-4.030404730414375,-4.222211472399977,0,0,False,False,False,False,1.0
2026-09-18 09:04:02,1789689842.7182586,6386.0,6384.697489312482,6386.709677419355,6386.905511103119,2.0,0.0,0.0,0.0,-2.0121881068735092,-2.2080217906377584,0,0,False,False,False,False,1.0
2026-09-18 09:04:04,1789689844.705428,6383.0,6385.267865915609,6386.59375,6386.824705053707,1.1,0.0,0.0,0.0,-1.3258840843909638,-1.55683913809753,0,0,False,False,False,False,1.0
2026-09-18 09:04:06,1789689846.7050304,6379.0,6383.502686028268,6386.363636363636,6386.658164584231,1.1,0.0,0.0,0.0,-2.8609503353682157,-3.1554785559628726,0,0,False,False,False,False,1.0
2026-09-18 09:04:08,1789689848.7053683,6383.0,6382.752283124028,6386.264705882353,6386.613021276596,0.9,0.0,0.0,0.0,-3.512422758325556,-3.8607381525680466,0,0,False,False,False,False,1.0
2026-09-18 09:04:10,1789689850.7188165,6375.0,6380.614440655423,6385.942857142857,6386.110903020926,1.3,0.0,0.0,0.0,-5.3284164874339695,-5.496462365503248,0,0,False,False,False,False,1.0
2026-09-18 09:04:12,1789689852.7186017,6379.0,6379.84727455711,6385.75,6386.0205804325105,0.7,0.0,0.0,0.0,-5.902725442890187,-6.173305875400729,0,0,False,False,False,False,1.0
