file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251022.xlsx,7011,100,-5100.0,30,300,45
ticks_20251022.xlsx,7011,100,-6200.0,40,300,45
ticks_20251022.xlsx,7011,100,-2900.0,50,300,45
ticks_20251022.xlsx,7011,100,-4600.0,60,300,45
ticks_20251022.xlsx,7011,100,1100.0,70,300,45
ticks_20251022.xlsx,7011,72,5900.0,80,300,45
ticks_20251022.xlsx,7011,64,7200.0,90,300,45
ticks_20251022.xlsx,7011,58,8300.0,100,300,45
ticks_20251022.xlsx,7011,52,8300.0,110,300,45
ticks_20251022.xlsx,7011,54,1400.0,120,300,45
ticks_20251022.xlsx,7011,56,900.0,130,300,45
ticks_20251022.xlsx,7011,42,7300.0,140,300,45
ticks_20251022.xlsx,7011,40,6700.0,150,300,45
ticks_20251022.xlsx,7011,32,11900.0,160,300,45
ticks_20251022.xlsx,7011,30,5500.0,170,300,45
ticks_20251022.xlsx,7011,36,1200.0,180,300,45
ticks_20251022.xlsx,7011,32,5200.0,190,300,45
ticks_20251022.xlsx,7011,100,-1200.0,30,350,45
ticks_20251022.xlsx,7011,100,2700.0,40,350,45
ticks_20251022.xlsx,7011,100,5300.0,50,350,45
ticks_20251022.xlsx,7011,100,4400.0,60,350,45
ticks_20251022.xlsx,7011,88,1100.0,70,350,45
ticks_20251022.xlsx,7011,74,7800.0,80,350,45
ticks_20251022.xlsx,7011,66,10000.0,90,350,45
ticks_20251022.xlsx,7011,64,0.0,100,350,45
ticks_20251022.xlsx,7011,60,5700.0,110,350,45
ticks_20251022.xlsx,7011,60,8100.0,120,350,45
ticks_20251022.xlsx,7011,52,1500.0,130,350,45
ticks_20251022.xlsx,7011,38,1000.0,140,350,45
ticks_20251022.xlsx,7011,34,1800.0,150,350,45
ticks_20251022.xlsx,7011,32,-400.0,160,350,45
ticks_20251022.xlsx,7011,30,4500.0,170,350,45
ticks_20251022.xlsx,7011,24,4800.0,180,350,45
ticks_20251022.xlsx,7011,26,5100.0,190,350,45
ticks_20251022.xlsx,7011,100,4900.0,30,400,45
ticks_20251022.xlsx,7011,100,2000.0,40,400,45
ticks_20251022.xlsx,7011,100,1200.0,50,400,45
ticks_20251022.xlsx,7011,92,3800.0,60,400,45
ticks_20251022.xlsx,7011,86,6200.0,70,400,45
ticks_20251022.xlsx,7011,74,5500.0,80,400,45
ticks_20251022.xlsx,7011,68,3700.0,90,400,45
ticks_20251022.xlsx,7011,64,-1500.0,100,400,45
ticks_20251022.xlsx,7011,60,4400.0,110,400,45
ticks_20251022.xlsx,7011,56,-1400.0,120,400,45
ticks_20251022.xlsx,7011,52,9300.0,130,400,45
ticks_20251022.xlsx,7011,38,13200.0,140,400,45
ticks_20251022.xlsx,7011,34,12300.0,150,400,45
ticks_20251022.xlsx,7011,26,8800.0,160,400,45
ticks_20251022.xlsx,7011,24,10500.0,170,400,45
ticks_20251022.xlsx,7011,24,8000.0,180,400,45
ticks_20251022.xlsx,7011,20,7000.0,190,400,45
ticks_20251022.xlsx,7011,100,3100.0,30,450,45
ticks_20251022.xlsx,7011,100,2500.0,40,450,45
ticks_20251022.xlsx,7011,100,-1000.0,50,450,45
ticks_20251022.xlsx,7011,84,3800.0,60,450,45
ticks_20251022.xlsx,7011,80,8600.0,70,450,45
ticks_20251022.xlsx,7011,78,1900.0,80,450,45
ticks_20251022.xlsx,7011,62,4700.0,90,450,45
ticks_20251022.xlsx,7011,72,5600.0,100,450,45
ticks_20251022.xlsx,7011,62,6900.0,110,450,45
ticks_20251022.xlsx,7011,62,9600.0,120,450,45
ticks_20251022.xlsx,7011,52,7800.0,130,450,45
ticks_20251022.xlsx,7011,42,13500.0,140,450,45
ticks_20251022.xlsx,7011,36,10700.0,150,450,45
ticks_20251022.xlsx,7011,34,14900.0,160,450,45
ticks_20251022.xlsx,7011,28,5000.0,170,450,45
ticks_20251022.xlsx,7011,26,12500.0,180,450,45
ticks_20251022.xlsx,7011,22,7100.0,190,450,45
ticks_20251022.xlsx,7011,100,3400.0,30,500,45
ticks_20251022.xlsx,7011,100,-1100.0,40,500,45
ticks_20251022.xlsx,7011,100,-400.0,50,500,45
ticks_20251022.xlsx,7011,84,800.0,60,500,45
ticks_20251022.xlsx,7011,74,1900.0,70,500,45
ticks_20251022.xlsx,7011,74,-300.0,80,500,45
ticks_20251022.xlsx,7011,64,6200.0,90,500,45
ticks_20251022.xlsx,7011,50,2900.0,100,500,45
ticks_20251022.xlsx,7011,60,3000.0,110,500,45
ticks_20251022.xlsx,7011,56,9100.0,120,500,45
ticks_20251022.xlsx,7011,46,3200.0,130,500,45
ticks_20251022.xlsx,7011,36,6700.0,140,500,45
ticks_20251022.xlsx,7011,32,14700.0,150,500,45
ticks_20251022.xlsx,7011,28,7400.0,160,500,45
ticks_20251022.xlsx,7011,26,10400.0,170,500,45
ticks_20251022.xlsx,7011,24,10500.0,180,500,45
ticks_20251022.xlsx,7011,24,9300.0,190,500,45
ticks_20251022.xlsx,7011,100,3700.0,30,550,45
ticks_20251022.xlsx,7011,100,-1500.0,40,550,45
ticks_20251022.xlsx,7011,100,-200.0,50,550,45
ticks_20251022.xlsx,7011,84,-2800.0,60,550,45
ticks_20251022.xlsx,7011,74,-1100.0,70,550,45
ticks_20251022.xlsx,7011,68,3700.0,80,550,45
ticks_20251022.xlsx,7011,58,4200.0,90,550,45
ticks_20251022.xlsx,7011,58,1800.0,100,550,45
ticks_20251022.xlsx,7011,46,-2100.0,110,550,45
ticks_20251022.xlsx,7011,48,3800.0,120,550,45
ticks_20251022.xlsx,7011,46,3000.0,130,550,45
ticks_20251022.xlsx,7011,44,6200.0,140,550,45
ticks_20251022.xlsx,7011,30,5200.0,150,550,45
ticks_20251022.xlsx,7011,30,10700.0,160,550,45
ticks_20251022.xlsx,7011,30,10800.0,170,550,45
ticks_20251022.xlsx,7011,28,10500.0,180,550,45
ticks_20251022.xlsx,7011,18,4000.0,190,550,45
ticks_20251022.xlsx,7011,100,1200.0,30,600,45
ticks_20251022.xlsx,7011,100,0.0,40,600,45
ticks_20251022.xlsx,7011,96,800.0,50,600,45
ticks_20251022.xlsx,7011,88,-2800.0,60,600,45
ticks_20251022.xlsx,7011,76,1200.0,70,600,45
ticks_20251022.xlsx,7011,66,-5400.0,80,600,45
ticks_20251022.xlsx,7011,58,7800.0,90,600,45
ticks_20251022.xlsx,7011,50,4100.0,100,600,45
ticks_20251022.xlsx,7011,50,7100.0,110,600,45
ticks_20251022.xlsx,7011,44,900.0,120,600,45
ticks_20251022.xlsx,7011,38,8600.0,130,600,45
ticks_20251022.xlsx,7011,36,9500.0,140,600,45
ticks_20251022.xlsx,7011,26,10200.0,150,600,45
ticks_20251022.xlsx,7011,26,9800.0,160,600,45
ticks_20251022.xlsx,7011,26,10900.0,170,600,45
ticks_20251022.xlsx,7011,20,11100.0,180,600,45
ticks_20251022.xlsx,7011,18,5400.0,190,600,45
ticks_20251022.xlsx,7011,100,900.0,30,650,45
ticks_20251022.xlsx,7011,100,1100.0,40,650,45
ticks_20251022.xlsx,7011,100,-300.0,50,650,45
ticks_20251022.xlsx,7011,84,-100.0,60,650,45
ticks_20251022.xlsx,7011,74,3900.0,70,650,45
ticks_20251022.xlsx,7011,62,2000.0,80,650,45
ticks_20251022.xlsx,7011,62,900.0,90,650,45
ticks_20251022.xlsx,7011,54,1500.0,100,650,45
ticks_20251022.xlsx,7011,50,4000.0,110,650,45
ticks_20251022.xlsx,7011,48,600.0,120,650,45
ticks_20251022.xlsx,7011,38,5800.0,130,650,45
ticks_20251022.xlsx,7011,32,6900.0,140,650,45
ticks_20251022.xlsx,7011,28,10700.0,150,650,45
ticks_20251022.xlsx,7011,20,4000.0,160,650,45
ticks_20251022.xlsx,7011,22,9700.0,170,650,45
ticks_20251022.xlsx,7011,20,11600.0,180,650,45
ticks_20251022.xlsx,7011,18,8600.0,190,650,45
ticks_20251022.xlsx,7011,100,900.0,30,700,45
ticks_20251022.xlsx,7011,100,-2300.0,40,700,45
ticks_20251022.xlsx,7011,100,-5100.0,50,700,45
ticks_20251022.xlsx,7011,90,-1800.0,60,700,45
ticks_20251022.xlsx,7011,74,900.0,70,700,45
ticks_20251022.xlsx,7011,70,2100.0,80,700,45
ticks_20251022.xlsx,7011,56,4900.0,90,700,45
ticks_20251022.xlsx,7011,48,-1400.0,100,700,45
ticks_20251022.xlsx,7011,48,-1600.0,110,700,45
ticks_20251022.xlsx,7011,44,-3100.0,120,700,45
ticks_20251022.xlsx,7011,36,4900.0,130,700,45
ticks_20251022.xlsx,7011,28,5600.0,140,700,45
