,ts,price,volume,vwap,ma1,cross1,cross2,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-03-03 09:00:04,1772496004.3418963,2809.5,2675500.0,2809.5,2809.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:06,1772496006.3356216,2807.0,2702900.0,2807.0,2808.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:08,1772496008.3308322,2801.5,2993600.0,2801.973750392958,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:10,1772496010.3324177,2803.0,3055800.0,2802.1415987378386,2805.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:12,1772496012.3291974,2804.0,3090300.0,2802.2961668273865,2805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:14,1772496014.3380628,2803.5,3105600.0,2802.3389909323414,2804.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:16,1772496016.3367355,2796.5,3866000.0,2798.609491810164,2803.5714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:18,1772496018.3300676,2797.0,3918900.0,2798.541016567476,2802.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:20,1772496020.354602,2798.5,3937600.0,2798.5404088424057,2802.277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:22,1772496022.3629491,2802.5,3994000.0,2798.7097838452787,2802.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:24,1772496024.385361,2801.5,4006500.0,2798.7359879789633,2802.2272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:26,1772496026.3787003,2802.5,4014000.0,2798.757078819574,2802.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:28,1772496028.390517,2802.5,4022200.0,2798.7798693101654,2802.269230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:30,1772496030.3835664,2803.5,4034800.0,2798.823622452733,2802.3571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:32,1772496032.3825183,2803.0,4040200.0,2798.8401480178795,2802.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:34,1772496034.380631,2800.0,4059900.0,2798.8566527015314,2802.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:36,1772496036.378817,2803.0,4065700.0,2798.8739390015826,2802.294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:38,1772496038.3903267,2805.0,4081100.0,2798.9410571997723,2802.4444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:40,1772496040.3833337,2804.5,4087100.0,2798.9646854633042,2802.5526315789475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:42,1772496042.3909717,2804.0,4098500.0,2799.005024595924,2802.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
