,ts,price,volume,vwap,ma1,cross1,cross2,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-03-03 09:00:04,1772496004.3418963,2199.0,1694200.0,2199.0,2199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:06,1772496006.3356216,2194.5,1731700.0,2194.5,2196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:08,1772496008.3308322,2190.0,1850700.0,2191.0782747603835,2194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:10,1772496010.3324177,2187.5,2013400.0,2189.254385964912,2192.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:12,1772496012.3291974,2188.5,2049900.0,2189.176974978915,2191.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:14,1772496014.3380628,2186.0,2077400.0,2188.9489822546975,2190.9166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:16,1772496016.3367355,2186.0,2094000.0,2188.8265382691347,2190.214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:18,1772496018.3300676,2184.5,2142300.0,2188.360187458157,2189.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:20,1772496020.354602,2183.0,2144900.0,2188.329265586865,2188.777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:22,1772496022.3629491,2183.0,2144900.0,2188.329265586865,2188.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:24,1772496024.385361,2182.0,2155200.0,2188.187852494577,2187.6363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-03 09:00:26,1772496026.3787003,2186.0,2156100.0,2188.1835895215413,2187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
