file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251121.xlsx,7011,100,2200,30,300,30
ticks_20251121.xlsx,7011,100,9400,40,300,30
ticks_20251121.xlsx,7011,94,3400,50,300,30
ticks_20251121.xlsx,7011,80,12300,60,300,30
ticks_20251121.xlsx,7011,76,7600,70,300,30
ticks_20251121.xlsx,7011,62,5500,80,300,30
ticks_20251121.xlsx,7011,70,100,90,300,30
ticks_20251121.xlsx,7011,60,-2600,100,300,30
ticks_20251121.xlsx,7011,56,3000,110,300,30
ticks_20251121.xlsx,7011,44,3800,120,300,30
ticks_20251121.xlsx,7011,46,3100,130,300,30
ticks_20251121.xlsx,7011,36,3700,140,300,30
ticks_20251121.xlsx,7011,36,1700,150,300,30
ticks_20251121.xlsx,7011,34,2300,160,300,30
ticks_20251121.xlsx,7011,32,6100,170,300,30
ticks_20251121.xlsx,7011,24,6300,180,300,30
ticks_20251121.xlsx,7011,28,600,190,300,30
ticks_20251121.xlsx,7011,100,8500,30,350,30
ticks_20251121.xlsx,7011,100,8800,40,350,30
ticks_20251121.xlsx,7011,84,3400,50,350,30
ticks_20251121.xlsx,7011,78,9200,60,350,30
ticks_20251121.xlsx,7011,60,7300,70,350,30
ticks_20251121.xlsx,7011,60,500,80,350,30
ticks_20251121.xlsx,7011,52,4800,90,350,30
ticks_20251121.xlsx,7011,52,1800,100,350,30
ticks_20251121.xlsx,7011,48,-700,110,350,30
ticks_20251121.xlsx,7011,42,2000,120,350,30
ticks_20251121.xlsx,7011,44,5300,130,350,30
ticks_20251121.xlsx,7011,30,5700,140,350,30
ticks_20251121.xlsx,7011,34,3000,150,350,30
ticks_20251121.xlsx,7011,28,3200,160,350,30
ticks_20251121.xlsx,7011,26,3100,170,350,30
ticks_20251121.xlsx,7011,32,2600,180,350,30
ticks_20251121.xlsx,7011,26,5500,190,350,30
ticks_20251121.xlsx,7011,100,7000,30,400,30
ticks_20251121.xlsx,7011,88,4000,40,400,30
ticks_20251121.xlsx,7011,84,4900,50,400,30
ticks_20251121.xlsx,7011,76,5600,60,400,30
ticks_20251121.xlsx,7011,62,4400,70,400,30
ticks_20251121.xlsx,7011,54,4100,80,400,30
ticks_20251121.xlsx,7011,50,4300,90,400,30
ticks_20251121.xlsx,7011,44,5000,100,400,30
ticks_20251121.xlsx,7011,42,3600,110,400,30
ticks_20251121.xlsx,7011,42,4900,120,400,30
ticks_20251121.xlsx,7011,38,4500,130,400,30
ticks_20251121.xlsx,7011,32,3900,140,400,30
ticks_20251121.xlsx,7011,32,4700,150,400,30
ticks_20251121.xlsx,7011,34,4800,160,400,30
ticks_20251121.xlsx,7011,38,2300,170,400,30
ticks_20251121.xlsx,7011,28,6100,180,400,30
ticks_20251121.xlsx,7011,30,5600,190,400,30
ticks_20251121.xlsx,7011,100,4500,30,450,30
ticks_20251121.xlsx,7011,84,6400,40,450,30
ticks_20251121.xlsx,7011,84,2800,50,450,30
ticks_20251121.xlsx,7011,72,1900,60,450,30
ticks_20251121.xlsx,7011,52,2800,70,450,30
ticks_20251121.xlsx,7011,50,3100,80,450,30
ticks_20251121.xlsx,7011,46,5000,90,450,30
ticks_20251121.xlsx,7011,44,3900,100,450,30
ticks_20251121.xlsx,7011,40,10300,110,450,30
ticks_20251121.xlsx,7011,36,2900,120,450,30
ticks_20251121.xlsx,7011,38,5000,130,450,30
ticks_20251121.xlsx,7011,32,9500,140,450,30
ticks_20251121.xlsx,7011,34,8300,150,450,30
ticks_20251121.xlsx,7011,32,7100,160,450,30
ticks_20251121.xlsx,7011,30,4200,170,450,30
ticks_20251121.xlsx,7011,22,4100,180,450,30
ticks_20251121.xlsx,7011,22,6300,190,450,30
ticks_20251121.xlsx,7011,100,6900,30,500,30
ticks_20251121.xlsx,7011,84,12500,40,500,30
ticks_20251121.xlsx,7011,74,11000,50,500,30
ticks_20251121.xlsx,7011,58,10800,60,500,30
ticks_20251121.xlsx,7011,50,11500,70,500,30
ticks_20251121.xlsx,7011,44,9400,80,500,30
ticks_20251121.xlsx,7011,42,6900,90,500,30
ticks_20251121.xlsx,7011,34,5400,100,500,30
ticks_20251121.xlsx,7011,34,5500,110,500,30
ticks_20251121.xlsx,7011,38,4600,120,500,30
ticks_20251121.xlsx,7011,32,3800,130,500,30
ticks_20251121.xlsx,7011,30,7300,140,500,30
ticks_20251121.xlsx,7011,24,8000,150,500,30
ticks_20251121.xlsx,7011,28,8200,160,500,30
ticks_20251121.xlsx,7011,22,7000,170,500,30
ticks_20251121.xlsx,7011,20,4800,180,500,30
ticks_20251121.xlsx,7011,18,8200,190,500,30
ticks_20251121.xlsx,7011,84,10000,30,550,30
ticks_20251121.xlsx,7011,70,14100,40,550,30
ticks_20251121.xlsx,7011,68,14900,50,550,30
ticks_20251121.xlsx,7011,54,8600,60,550,30
ticks_20251121.xlsx,7011,50,6300,70,550,30
ticks_20251121.xlsx,7011,46,8100,80,550,30
ticks_20251121.xlsx,7011,44,8000,90,550,30
ticks_20251121.xlsx,7011,34,8000,100,550,30
ticks_20251121.xlsx,7011,36,7300,110,550,30
ticks_20251121.xlsx,7011,28,7100,120,550,30
ticks_20251121.xlsx,7011,24,5700,130,550,30
ticks_20251121.xlsx,7011,24,6800,140,550,30
ticks_20251121.xlsx,7011,22,6200,150,550,30
ticks_20251121.xlsx,7011,24,8500,160,550,30
ticks_20251121.xlsx,7011,24,8000,170,550,30
ticks_20251121.xlsx,7011,26,5200,180,550,30
ticks_20251121.xlsx,7011,26,5100,190,550,30
ticks_20251121.xlsx,7011,98,7100,30,600,30
ticks_20251121.xlsx,7011,78,12000,40,600,30
ticks_20251121.xlsx,7011,68,13100,50,600,30
ticks_20251121.xlsx,7011,48,11300,60,600,30
ticks_20251121.xlsx,7011,46,11200,70,600,30
ticks_20251121.xlsx,7011,44,5900,80,600,30
ticks_20251121.xlsx,7011,44,4000,90,600,30
ticks_20251121.xlsx,7011,32,4700,100,600,30
ticks_20251121.xlsx,7011,36,10100,110,600,30
ticks_20251121.xlsx,7011,34,9900,120,600,30
ticks_20251121.xlsx,7011,28,5200,130,600,30
ticks_20251121.xlsx,7011,26,1600,140,600,30
ticks_20251121.xlsx,7011,18,4100,150,600,30
ticks_20251121.xlsx,7011,22,5800,160,600,30
ticks_20251121.xlsx,7011,22,4200,170,600,30
ticks_20251121.xlsx,7011,28,-800,180,600,30
ticks_20251121.xlsx,7011,22,8500,190,600,30
ticks_20251121.xlsx,7011,100,8300,30,650,30
ticks_20251121.xlsx,7011,78,8100,40,650,30
ticks_20251121.xlsx,7011,64,10000,50,650,30
ticks_20251121.xlsx,7011,52,4400,60,650,30
ticks_20251121.xlsx,7011,44,10800,70,650,30
ticks_20251121.xlsx,7011,42,8100,80,650,30
ticks_20251121.xlsx,7011,34,5500,90,650,30
ticks_20251121.xlsx,7011,34,5400,100,650,30
ticks_20251121.xlsx,7011,30,5000,110,650,30
ticks_20251121.xlsx,7011,32,4700,120,650,30
ticks_20251121.xlsx,7011,36,4500,130,650,30
ticks_20251121.xlsx,7011,22,1600,140,650,30
ticks_20251121.xlsx,7011,26,3200,150,650,30
ticks_20251121.xlsx,7011,26,1300,160,650,30
ticks_20251121.xlsx,7011,24,-100,170,650,30
ticks_20251121.xlsx,7011,24,-200,180,650,30
ticks_20251121.xlsx,7011,24,5100,190,650,30
ticks_20251121.xlsx,7011,100,3600,30,700,30
ticks_20251121.xlsx,7011,76,10100,40,700,30
ticks_20251121.xlsx,7011,68,11000,50,700,30
ticks_20251121.xlsx,7011,58,7800,60,700,30
ticks_20251121.xlsx,7011,46,4200,70,700,30
ticks_20251121.xlsx,7011,40,4100,80,700,30
ticks_20251121.xlsx,7011,44,6900,90,700,30
ticks_20251121.xlsx,7011,34,4500,100,700,30
ticks_20251121.xlsx,7011,34,3500,110,700,30
ticks_20251121.xlsx,7011,30,6200,120,700,30
ticks_20251121.xlsx,7011,30,4200,130,700,30
ticks_20251121.xlsx,7011,26,3900,140,700,30
ticks_20251121.xlsx,7011,28,5300,150,700,30
ticks_20251121.xlsx,7011,26,5200,160,700,30
ticks_20251121.xlsx,7011,22,2200,170,700,30
ticks_20251121.xlsx,7011,22,1200,180,700,30
ticks_20251121.xlsx,7011,22,2400,190,700,30
ticks_20251121.xlsx,7011,98,4900,30,750,30
ticks_20251121.xlsx,7011,94,4300,40,750,30
ticks_20251121.xlsx,7011,70,6200,50,750,30
ticks_20251121.xlsx,7011,50,7300,60,750,30
ticks_20251121.xlsx,7011,48,1400,70,750,30
ticks_20251121.xlsx,7011,46,4100,80,750,30
ticks_20251121.xlsx,7011,38,2200,90,750,30
ticks_20251121.xlsx,7011,34,6400,100,750,30
ticks_20251121.xlsx,7011,28,6800,110,750,30
ticks_20251121.xlsx,7011,26,6700,120,750,30
ticks_20251121.xlsx,7011,26,8200,130,750,30
ticks_20251121.xlsx,7011,26,6200,140,750,30
ticks_20251121.xlsx,7011,18,5300,150,750,30
ticks_20251121.xlsx,7011,14,2000,160,750,30
ticks_20251121.xlsx,7011,16,3600,170,750,30
ticks_20251121.xlsx,7011,18,2300,180,750,30
ticks_20251121.xlsx,7011,18,2900,190,750,30
ticks_20251121.xlsx,7011,98,5100,30,800,30
ticks_20251121.xlsx,7011,90,5900,40,800,30
ticks_20251121.xlsx,7011,68,2900,50,800,30
ticks_20251121.xlsx,7011,60,-2700,60,800,30
ticks_20251121.xlsx,7011,56,-200,70,800,30
ticks_20251121.xlsx,7011,44,1600,80,800,30
ticks_20251121.xlsx,7011,40,7200,90,800,30
ticks_20251121.xlsx,7011,28,5300,100,800,30
ticks_20251121.xlsx,7011,28,4400,110,800,30
ticks_20251121.xlsx,7011,22,5200,120,800,30
ticks_20251121.xlsx,7011,16,5700,130,800,30
ticks_20251121.xlsx,7011,18,8400,140,800,30
ticks_20251121.xlsx,7011,16,4900,150,800,30
ticks_20251121.xlsx,7011,12,400,160,800,30
ticks_20251121.xlsx,7011,14,1300,170,800,30
ticks_20251121.xlsx,7011,8,-200,180,800,30
ticks_20251121.xlsx,7011,14,700,190,800,30
ticks_20251121.xlsx,7011,84,8500,30,850,30
ticks_20251121.xlsx,7011,68,5600,40,850,30
ticks_20251121.xlsx,7011,60,1400,50,850,30
ticks_20251121.xlsx,7011,56,-1100,60,850,30
ticks_20251121.xlsx,7011,48,0,70,850,30
ticks_20251121.xlsx,7011,40,-100,80,850,30
ticks_20251121.xlsx,7011,30,5400,90,850,30
ticks_20251121.xlsx,7011,24,4000,100,850,30
