file,code,trade,total,THRESHOLD_PM_MIN,THRESHOLD_DDR_MIN
ticks_20260122.xlsx,285A,62,-26000.0,5.0,0.1
ticks_20260122.xlsx,285A,62,-22000.0,10.0,0.1
ticks_20260122.xlsx,285A,62,-30000.0,15.0,0.1
ticks_20260122.xlsx,285A,62,-36500.0,20.0,0.1
ticks_20260122.xlsx,285A,62,-41500.0,25.0,0.1
ticks_20260122.xlsx,285A,62,-48500.0,30.0,0.1
ticks_20260122.xlsx,285A,62,-59500.0,35.0,0.1
ticks_20260122.xlsx,285A,62,-59000.0,40.0,0.1
ticks_20260122.xlsx,285A,62,-20000.0,5.0,0.2
ticks_20260122.xlsx,285A,62,-17000.0,10.0,0.2
ticks_20260122.xlsx,285A,62,-30500.0,15.0,0.2
ticks_20260122.xlsx,285A,62,-37000.0,20.0,0.2
ticks_20260122.xlsx,285A,62,-45000.0,25.0,0.2
ticks_20260122.xlsx,285A,62,-47500.0,30.0,0.2
ticks_20260122.xlsx,285A,62,-61000.0,35.0,0.2
ticks_20260122.xlsx,285A,62,-71000.0,40.0,0.2
ticks_20260122.xlsx,285A,62,-23000.0,5.0,0.3
ticks_20260122.xlsx,285A,62,-20500.0,10.0,0.3
ticks_20260122.xlsx,285A,62,-34500.0,15.0,0.3
ticks_20260122.xlsx,285A,62,-41000.0,20.0,0.3
ticks_20260122.xlsx,285A,62,-49000.0,25.0,0.3
ticks_20260122.xlsx,285A,62,-51500.0,30.0,0.3
ticks_20260122.xlsx,285A,62,-65000.0,35.0,0.3
ticks_20260122.xlsx,285A,62,-74500.0,40.0,0.3
ticks_20260122.xlsx,285A,62,-34000.0,5.0,0.4
ticks_20260122.xlsx,285A,62,-31500.0,10.0,0.4
ticks_20260122.xlsx,285A,62,-39000.0,15.0,0.4
ticks_20260122.xlsx,285A,62,-46500.0,20.0,0.4
ticks_20260122.xlsx,285A,62,-56000.0,25.0,0.4
ticks_20260122.xlsx,285A,62,-55500.0,30.0,0.4
ticks_20260122.xlsx,285A,62,-69000.0,35.0,0.4
ticks_20260122.xlsx,285A,62,-81000.0,40.0,0.4
ticks_20260122.xlsx,285A,62,-39000.0,5.0,0.5
ticks_20260122.xlsx,285A,62,-37500.0,10.0,0.5
ticks_20260122.xlsx,285A,62,-44500.0,15.0,0.5
ticks_20260122.xlsx,285A,62,-37500.0,20.0,0.5
ticks_20260122.xlsx,285A,62,-47500.0,25.0,0.5
ticks_20260122.xlsx,285A,62,-63000.0,30.0,0.5
ticks_20260122.xlsx,285A,62,-75500.0,35.0,0.5
ticks_20260122.xlsx,285A,62,-87000.0,40.0,0.5
ticks_20260122.xlsx,285A,62,-39500.0,5.0,0.6
ticks_20260122.xlsx,285A,62,-38000.0,10.0,0.6
ticks_20260122.xlsx,285A,62,-46500.0,15.0,0.6
ticks_20260122.xlsx,285A,62,-39500.0,20.0,0.6
ticks_20260122.xlsx,285A,62,-50000.0,25.0,0.6
ticks_20260122.xlsx,285A,62,-52500.0,30.0,0.6
ticks_20260122.xlsx,285A,62,-65000.0,35.0,0.6
ticks_20260122.xlsx,285A,62,-77500.0,40.0,0.6
ticks_20260122.xlsx,285A,62,-46500.0,5.0,0.7
ticks_20260122.xlsx,285A,62,-56000.0,10.0,0.7
ticks_20260122.xlsx,285A,62,-64500.0,15.0,0.7
ticks_20260122.xlsx,285A,62,-57500.0,20.0,0.7
ticks_20260122.xlsx,285A,62,-29000.0,25.0,0.7
ticks_20260122.xlsx,285A,62,-32500.0,30.0,0.7
ticks_20260122.xlsx,285A,62,-45000.0,35.0,0.7
ticks_20260122.xlsx,285A,62,-51000.0,40.0,0.7
ticks_20260122.xlsx,285A,62,-14500.0,5.0,0.8
ticks_20260122.xlsx,285A,62,-24000.0,10.0,0.8
ticks_20260122.xlsx,285A,62,-32500.0,15.0,0.8
ticks_20260122.xlsx,285A,62,-25000.0,20.0,0.8
ticks_20260122.xlsx,285A,62,-35000.0,25.0,0.8
ticks_20260122.xlsx,285A,62,-39500.0,30.0,0.8
ticks_20260122.xlsx,285A,62,-51500.0,35.0,0.8
ticks_20260122.xlsx,285A,62,-59000.0,40.0,0.8
