file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251121.xlsx,7203,100,-4400,30,300,25
ticks_20251121.xlsx,7203,78,-3100,40,300,25
ticks_20251121.xlsx,7203,44,-1800,50,300,25
ticks_20251121.xlsx,7203,28,-1100,60,300,25
ticks_20251121.xlsx,7203,18,-500,70,300,25
ticks_20251121.xlsx,7203,16,1100,80,300,25
ticks_20251121.xlsx,7203,8,400,90,300,25
ticks_20251121.xlsx,7203,8,300,100,300,25
ticks_20251121.xlsx,7203,8,300,110,300,25
ticks_20251121.xlsx,7203,6,-100,120,300,25
ticks_20251121.xlsx,7203,2,-400,130,300,25
ticks_20251121.xlsx,7203,2,-300,140,300,25
ticks_20251121.xlsx,7203,2,-600,150,300,25
ticks_20251121.xlsx,7203,2,400,160,300,25
ticks_20251121.xlsx,7203,2,300,170,300,25
ticks_20251121.xlsx,7203,0,0,180,300,25
ticks_20251121.xlsx,7203,0,0,190,300,25
ticks_20251121.xlsx,7203,100,-5200,30,350,25
ticks_20251121.xlsx,7203,68,-3300,40,350,25
ticks_20251121.xlsx,7203,36,-1600,50,350,25
ticks_20251121.xlsx,7203,34,0,60,350,25
ticks_20251121.xlsx,7203,22,0,70,350,25
ticks_20251121.xlsx,7203,16,-1400,80,350,25
ticks_20251121.xlsx,7203,8,-300,90,350,25
ticks_20251121.xlsx,7203,10,0,100,350,25
ticks_20251121.xlsx,7203,4,-100,110,350,25
ticks_20251121.xlsx,7203,4,-1100,120,350,25
ticks_20251121.xlsx,7203,2,-400,130,350,25
ticks_20251121.xlsx,7203,2,-400,140,350,25
ticks_20251121.xlsx,7203,2,-600,150,350,25
ticks_20251121.xlsx,7203,2,300,160,350,25
ticks_20251121.xlsx,7203,2,-400,170,350,25
ticks_20251121.xlsx,7203,0,0,180,350,25
ticks_20251121.xlsx,7203,0,0,190,350,25
ticks_20251121.xlsx,7203,100,-7100,30,400,25
ticks_20251121.xlsx,7203,70,-3500,40,400,25
ticks_20251121.xlsx,7203,44,-1500,50,400,25
ticks_20251121.xlsx,7203,28,-300,60,400,25
ticks_20251121.xlsx,7203,22,-500,70,400,25
ticks_20251121.xlsx,7203,14,-1400,80,400,25
ticks_20251121.xlsx,7203,12,0,90,400,25
ticks_20251121.xlsx,7203,8,0,100,400,25
ticks_20251121.xlsx,7203,2,500,110,400,25
ticks_20251121.xlsx,7203,4,0,120,400,25
ticks_20251121.xlsx,7203,6,-1600,130,400,25
ticks_20251121.xlsx,7203,4,-1100,140,400,25
ticks_20251121.xlsx,7203,2,-400,150,400,25
ticks_20251121.xlsx,7203,4,-100,160,400,25
ticks_20251121.xlsx,7203,2,-600,170,400,25
ticks_20251121.xlsx,7203,2,-500,180,400,25
ticks_20251121.xlsx,7203,2,-600,190,400,25
ticks_20251121.xlsx,7203,100,-5500,30,450,25
ticks_20251121.xlsx,7203,60,-3500,40,450,25
ticks_20251121.xlsx,7203,36,-1300,50,450,25
ticks_20251121.xlsx,7203,28,-500,60,450,25
ticks_20251121.xlsx,7203,18,-100,70,450,25
ticks_20251121.xlsx,7203,18,-900,80,450,25
ticks_20251121.xlsx,7203,8,100,90,450,25
ticks_20251121.xlsx,7203,6,-900,100,450,25
ticks_20251121.xlsx,7203,4,-100,110,450,25
ticks_20251121.xlsx,7203,4,-200,120,450,25
ticks_20251121.xlsx,7203,4,100,130,450,25
ticks_20251121.xlsx,7203,4,100,140,450,25
ticks_20251121.xlsx,7203,2,-700,150,450,25
ticks_20251121.xlsx,7203,2,-700,160,450,25
ticks_20251121.xlsx,7203,2,-800,170,450,25
ticks_20251121.xlsx,7203,2,-800,180,450,25
ticks_20251121.xlsx,7203,2,-800,190,450,25
ticks_20251121.xlsx,7203,100,-6700,30,500,25
ticks_20251121.xlsx,7203,60,-4400,40,500,25
ticks_20251121.xlsx,7203,36,-1600,50,500,25
ticks_20251121.xlsx,7203,20,-1200,60,500,25
ticks_20251121.xlsx,7203,20,-200,70,500,25
ticks_20251121.xlsx,7203,12,-300,80,500,25
ticks_20251121.xlsx,7203,10,-600,90,500,25
ticks_20251121.xlsx,7203,6,-300,100,500,25
ticks_20251121.xlsx,7203,4,200,110,500,25
