,ts,price,ma1,ma2,vwap,momentum,profit,profit_max,dd_ratio,diff_ma,diff_vwap,n_trade,count_negative,ma_gc,ma_dc,vwap_gc,vwap_dc,warmup
2026-06-26 09:18:04,1782433084.428872,6449.0,6449.0,6449.0,6449.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False,False,False,1.0
2026-06-26 09:18:06,1782433086.4433548,6430.0,6446.15,6439.5,6430.0,-2.850000000000364,0.0,0.0,0.0,0.0010326888733596764,0.0025116640746500212,0,0,True,False,True,False,1.0
2026-06-26 09:18:08,1782433088.4568205,6408.0,6440.4275,6429.0,6416.241422333125,-8.572500000000218,0.0,0.0,0.0,0.001777492611603637,0.0037695086694664644,0,0,False,False,False,False,1.0
2026-06-26 09:18:10,1782433090.4659703,6387.0,6432.413375,6418.5,6396.963651822723,-16.586624999999913,0.0,0.0,0.0,0.002167698839292683,0.005541648367374517,0,0,False,False,False,False,1.0
2026-06-26 09:18:12,1782433092.475767,6371.0,6423.20136875,6409.0,6393.619629629629,-25.798631249999744,0.0,0.0,0.0,0.0022158478311749504,0.004626759305993392,0,0,False,False,False,False,1.0
2026-06-26 09:18:14,1782433094.4717422,6362.0,6407.4961634375,6401.166666666667,6390.793591905565,-41.5038365624996,0.0,0.0,0.0,0.000988803619782867,0.0026135363772490107,0,0,False,False,False,False,1.0
2026-06-26 09:18:16,1782433096.4909248,6351.0,6393.096738921875,6394.0,6387.228755661319,-55.90326107812507,0.0,0.0,0.0,-0.00014126698125196586,0.0009187056679870263,0,0,False,True,False,False,1.0
2026-06-26 09:18:18,1782433098.5033052,6334.0,6378.682228083594,6386.5,6380.662920592194,-70.31777191640595,0.0,0.0,0.0,-0.0012241089667902522,-0.00031042111662211145,0,0,False,False,False,True,1.0
2026-06-26 09:18:20,1782433100.5149853,6381.0,6378.579893871055,6385.888888888889,6380.684193934809,-70.42010612894501,0.0,0.0,0.0,-0.001144554054260318,-0.0003297922291396241,0,0,False,False,False,False,1.0
2026-06-26 09:18:22,1782433102.5114703,6366.0,6376.317909790397,6383.9,6380.280826537494,-72.6820902096033,0.0,0.0,0.0,-0.001187689376337809,-0.0006211194859346311,0,0,False,False,False,False,1.0
2026-06-26 09:18:24,1782433104.5085855,6367.0,6375.2952233218375,6382.363636363636,6380.006485317961,-73.70477667816249,0.0,0.0,0.0,-0.0011074914317833766,-0.0007384415685102151,0,0,False,False,False,False,1.0
2026-06-26 09:18:26,1782433106.5074224,6386.0,6379.525939823562,6382.666666666667,6380.193379486881,-69.47406017643789,0.0,0.0,0.0,-0.000492071262237026,-0.00010461119649833426,0,0,False,False,False,False,1.0
2026-06-26 09:18:28,1782433108.5142379,6375.0,6381.922048850028,6382.076923076923,6380.051723162243,-67.07795114997225,0.0,0.0,0.0,-2.4267057379880256e-05,0.00029315211991060437,0,0,False,False,True,False,1.0
2026-06-26 09:18:30,1782433110.5167239,6366.0,6378.408741522524,6380.928571428572,6379.600701100948,-70.591258477476,0.0,0.0,0.0,-0.00039490019012756615,-0.00018683921365457055,0,0,False,False,False,True,1.0
2026-06-26 09:18:32,1782433112.5312552,6377.0,6379.022430294145,6380.666666666667,6379.513286047004,-69.97756970585488,0.0,0.0,0.0,-0.00025769037287459706,-7.694250812713013e-05,0,0,False,False,False,False,1.0
2026-06-26 09:18:34,1782433114.5375378,6407.0,6386.219065750023,6382.3125,6380.5533995416345,-62.78093424997678,0.0,0.0,0.0,0.0006120925213272179,0.0008879584345765002,0,0,True,False,True,False,1.0
2026-06-26 09:18:36,1782433116.534689,6397.0,6388.66120588752,6383.176470588235,6380.959417842241,-60.33879411248017,0.0,0.0,0.0,0.0008592485770300588,0.0012069953028917702,0,0,False,False,False,False,1.0
2026-06-26 09:18:38,1782433118.5479116,6388.0,6389.537025004392,6383.444444444444,6381.109333981526,-59.46297499560842,0.0,0.0,0.0,0.0009544346493450963,0.0013207250623312817,0,0,False,False,False,False,1.0
2026-06-26 09:18:40,1782433120.5643775,6387.0,6390.731471253733,6383.631578947368,6381.17110833173,-58.26852874626729,0.0,0.0,0.0,0.0011122027044573148,0.0014982144750076414,0,0,False,False,False,False,1.0
2026-06-26 09:18:42,1782433122.5748742,6378.0,6388.896750565673,6383.35,6381.112858289654,-60.103249434327154,0.0,0.0,0.0,0.0008689403785900009,0.0012198330367887624,0,0,False,False,False,False,1.0
2026-06-26 09:18:44,1782433124.5732265,6383.0,6386.212237980822,6383.333333333333,6381.124196198076,-62.787762019178444,0.0,0.0,0.0,0.000451003339032145,0.0007973582124881964,0,0,False,False,False,False,1.0
2026-06-26 09:18:46,1782433126.5665722,6374.0,6382.655402283698,6382.909090909091,6381.007109551729,-66.3445977163019,0.0,0.0,0.0,-3.974498489320724e-05,0.00025831231711089116,0,0,False,True,False,False,1.0
2026-06-26 09:18:48,1782433128.5760012,6375.0,6380.532091941143,6382.565217391304,6380.899528472978,-68.46790805885666,0.0,0.0,0.0,-0.0003185436232787418,-5.7583814036747136e-05,0,0,False,False,False,True,1.0
2026-06-26 09:18:50,1782433130.5858073,6396.0,6383.527278149972,6383.125,6381.202114897587,-65.47272185002839,0.0,0.0,0.0,6.302213257168041e-05,0.00036437699519906473,0,0,True,False,True,False,1.0
