,ts,price,volume,vwap,ma1,cross1,cross2,lower,upper,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-02-24 09:00:12,1771891212.8244095,369.1,1840600.0,369.1,369.1,0.0,0.0,369.1,369.1,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:14,1771891214.8329825,370.7,1978800.0,370.7,369.9,0.0,0.0,366.70000000000005,373.0999999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:16,1771891216.835851,370.8,1986200.0,370.70508241758245,370.2,0.0,0.0,366.55000000000007,373.35,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:18,1771891218.84164,370.8,1986600.0,370.7053424657534,370.34999999999997,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:20,1771891220.831643,370.7,1988900.0,370.70525960890086,370.41999999999996,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:22,1771891222.845083,371.0,1991500.0,370.710337972167,370.51666666666665,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:24,1771891224.8498082,370.6,1994700.0,370.7080467229072,370.5285714285714,0.0,0.0,370.30000000000007,371.1,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:26,1771891226.8605092,370.7,2000700.0,370.7077451592755,370.54999999999995,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:28,1771891228.8680143,370.7,2001500.0,370.7077066500932,370.5666666666666,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:30,1771891230.8768535,370.7,2001700.0,370.70769708255744,370.5799999999999,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:32,1771891232.8838005,371.3,2010600.0,370.7387058823529,370.64545454545447,0.0,0.0,370.54999999999995,370.95000000000005,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:34,1771891234.8797412,370.9,2011300.0,370.73936731107204,370.6666666666666,0.0,0.0,370.4,371.19999999999993,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:36,1771891236.8860934,370.9,2013000.0,370.74095127610207,370.6846153846153,0.0,0.0,370.4,371.19999999999993,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:38,1771891238.8930547,370.4,2027000.0,370.7153433476395,370.6642857142856,0.0,0.0,370.4,371.19999999999993,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:40,1771891240.9157562,370.4,2029600.0,370.7110052910053,370.64666666666653,0.0,0.0,370.1500000000001,371.3499999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:42,1771891242.9083812,370.0,2045200.0,370.65679374389055,370.6062499999999,0.0,0.0,370.1500000000001,371.3499999999999,0.0,0.0,0.0,0.0,0.0,1.0
