,ts,price,volume,vwap,ma1,cross1,cross2,lower,upper,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-02-24 09:00:12,1771891212.8244095,1380.0,1028800.0,1380.0,1380.0,0.0,0.0,1380.0,1380.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:14,1771891214.8329825,1376.0,1091500.0,1376.0,1378.0,0.0,0.0,1370.0,1386.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:16,1771891216.835851,1378.0,1114200.0,1376.5316159250585,1378.0,0.0,0.0,1370.0,1386.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:18,1771891218.84164,1376.5,1135200.0,1376.5253759398497,1377.625,0.0,0.0,1371.25,1385.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:20,1771891220.831643,1377.0,1139300.0,1376.5429864253394,1377.5,0.0,0.0,1374.25,1380.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:22,1771891222.845083,1378.5,1146000.0,1376.6548634812286,1377.6666666666667,0.0,0.0,1373.5,1381.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:24,1771891224.8498082,1378.5,1146000.0,1376.6548634812286,1377.7857142857142,0.0,0.0,1373.5,1381.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:26,1771891226.8605092,1381.0,1149400.0,1376.7773631840796,1378.1875,0.0,0.0,1372.5,1384.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:28,1771891228.8680143,1382.0,1153800.0,1376.9612,1378.611111111111,0.0,0.0,1372.5,1384.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:30,1771891230.8768535,1382.5,1154900.0,1377.009516256939,1379.0,0.0,0.0,1371.0,1387.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:32,1771891232.8838005,1382.0,1155900.0,1377.0487804878048,1379.2727272727273,0.0,0.0,1369.5,1389.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:34,1771891234.8797412,1383.5,1165100.0,1377.4842259721204,1379.625,0.0,0.0,1372.0,1388.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:36,1771891236.8860934,1384.5,1167100.0,1377.5856832971801,1380.0,0.0,0.0,1372.0,1388.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:38,1771891238.8930547,1384.5,1167700.0,1377.6155507559395,1380.3214285714287,0.0,0.0,1371.25,1389.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:40,1771891240.9157562,1383.0,1168900.0,1377.6616702355461,1380.5,0.0,0.0,1370.5,1390.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:42,1771891242.9083812,1382.5,1171500.0,1377.749824807288,1380.625,0.0,0.0,1371.75,1389.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:44,1771891244.9312284,1383.5,1177400.0,1377.978129205922,1380.7941176470588,0.0,0.0,1371.75,1389.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:46,1771891246.9231405,1381.0,1195700.0,1378.3094667465548,1380.8055555555557,0.0,0.0,1371.75,1389.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:48,1771891248.93166,1382.5,1198200.0,1378.3713105076743,1380.8947368421052,0.0,0.0,1371.75,1389.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:50,1771891250.941358,1383.5,1200300.0,1378.434110787172,1381.025,0.0,0.0,1371.0,1391.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:52,1771891252.9630234,1386.5,1202900.0,1378.5545663411833,1381.2857142857142,0.0,0.0,1371.0,1391.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:54,1771891254.9635162,1387.0,1207900.0,1378.7903405918482,1381.5454545454545,0.0,0.0,1371.0,1391.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:56,1771891256.9553618,1387.5,1208200.0,1378.8049052396877,1381.804347826087,0.0,0.0,1371.0,1391.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:00:58,1771891258.9579701,1388.0,1209300.0,1378.860941828255,1382.0625,0.0,0.0,1373.25,1391.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:00,1771891260.954689,1388.0,1211500.0,1378.9709906951286,1382.3,0.0,0.0,1373.25,1391.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:02,1771891262.9653933,1389.0,1213100.0,1379.0580575149213,1382.5576923076924,0.0,0.0,1373.25,1391.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:04,1771891264.9617407,1389.0,1213500.0,1379.0795885219275,1382.7962962962963,0.0,0.0,1370.25,1396.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:06,1771891266.968715,1389.0,1214500.0,1379.1330102315562,1383.017857142857,0.0,0.0,1372.0,1396.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:08,1771891268.9634433,1389.0,1214700.0,1379.143625605164,1383.2241379310344,0.0,0.0,1372.0,1396.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:10,1771891270.9559784,1388.0,1215400.0,1379.1768488745981,1383.3833333333334,0.0,0.0,1371.25,1397.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:12,1771891272.9571962,1388.5,1215800.0,1379.1967914438503,1383.6666666666667,0.0,0.0,1370.5,1398.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:14,1771891274.9623463,1387.5,1216800.0,1379.2409574468086,1384.05,0.0,0.0,1373.0,1397.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:16,1771891276.9600804,1386.5,1221900.0,1379.4326773692387,1384.3333333333333,0.0,0.0,1373.0,1397.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:18,1771891278.955551,1385.0,1223200.0,1379.4699074074074,1384.6166666666666,0.0,0.0,1374.25,1396.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:20,1771891280.9606373,1386.0,1223300.0,1379.473264781491,1384.9166666666667,0.0,0.0,1374.25,1396.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:22,1771891282.967997,1385.5,1227500.0,1379.6006542526422,1385.15,0.0,0.0,1374.25,1396.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:24,1771891284.9604237,1385.5,1227700.0,1379.6065862242333,1385.3833333333334,0.0,0.0,1375.5,1395.5,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:26,1771891286.9645264,1387.0,1229400.0,1379.6692422731805,1385.5833333333333,0.0,0.0,1376.75,1394.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:28,1771891288.9697516,1387.5,1229700.0,1379.6809357889497,1385.7666666666667,0.0,0.0,1376.75,1394.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:30,1771891290.976337,1387.5,1229700.0,1379.6809357889497,1385.9333333333334,0.0,0.0,1376.75,1394.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:32,1771891292.9706264,1388.5,1230900.0,1379.7333003463632,1386.15,0.0,0.0,1379.25,1393.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:34,1771891294.9959662,1388.5,1230900.0,1379.7333003463632,1386.3166666666666,0.0,0.0,1379.25,1393.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-24 09:01:37,1771891297.0043542,1387.5,1236600.0,1379.946342637151,1386.4166666666667,0.0,0.0,1380.5,1392.5,0.0,0.0,0.0,0.0,0.0,1.0
