file,code,trade,total,THRESHOLD_PM_MIN,THRESHOLD_DDR_MIN
ticks_20250819.xlsx,7011,12,900.0,5.0,0.1
ticks_20250819.xlsx,7011,12,2000.0,10.0,0.1
ticks_20250819.xlsx,7011,12,2400.0,15.0,0.1
ticks_20250819.xlsx,7011,12,3700.0,20.0,0.1
ticks_20250819.xlsx,7011,12,4300.0,25.0,0.1
ticks_20250819.xlsx,7011,12,4600.0,30.0,0.1
ticks_20250819.xlsx,7011,12,7200.0,35.0,0.1
ticks_20250819.xlsx,7011,12,7000.0,40.0,0.1
ticks_20250819.xlsx,7011,12,1500.0,5.0,0.2
ticks_20250819.xlsx,7011,12,1700.0,10.0,0.2
ticks_20250819.xlsx,7011,12,2200.0,15.0,0.2
ticks_20250819.xlsx,7011,12,3500.0,20.0,0.2
ticks_20250819.xlsx,7011,12,3900.0,25.0,0.2
ticks_20250819.xlsx,7011,12,4500.0,30.0,0.2
ticks_20250819.xlsx,7011,12,6500.0,35.0,0.2
ticks_20250819.xlsx,7011,12,6500.0,40.0,0.2
ticks_20250819.xlsx,7011,12,1100.0,5.0,0.3
ticks_20250819.xlsx,7011,12,1300.0,10.0,0.3
ticks_20250819.xlsx,7011,12,1800.0,15.0,0.3
ticks_20250819.xlsx,7011,12,4600.0,20.0,0.3
ticks_20250819.xlsx,7011,12,5600.0,25.0,0.3
ticks_20250819.xlsx,7011,12,5600.0,30.0,0.3
ticks_20250819.xlsx,7011,12,5600.0,35.0,0.3
ticks_20250819.xlsx,7011,12,6000.0,40.0,0.3
ticks_20250819.xlsx,7011,12,1100.0,5.0,0.4
ticks_20250819.xlsx,7011,12,1000.0,10.0,0.4
ticks_20250819.xlsx,7011,12,3200.0,15.0,0.4
ticks_20250819.xlsx,7011,12,7000.0,20.0,0.4
ticks_20250819.xlsx,7011,12,7000.0,25.0,0.4
ticks_20250819.xlsx,7011,12,7000.0,30.0,0.4
ticks_20250819.xlsx,7011,12,7000.0,35.0,0.4
ticks_20250819.xlsx,7011,12,7000.0,40.0,0.4
ticks_20250819.xlsx,7011,12,500.0,5.0,0.5
ticks_20250819.xlsx,7011,12,500.0,10.0,0.5
ticks_20250819.xlsx,7011,12,2900.0,15.0,0.5
ticks_20250819.xlsx,7011,12,7000.0,20.0,0.5
ticks_20250819.xlsx,7011,12,7000.0,25.0,0.5
ticks_20250819.xlsx,7011,12,7000.0,30.0,0.5
ticks_20250819.xlsx,7011,12,7000.0,35.0,0.5
ticks_20250819.xlsx,7011,12,7000.0,40.0,0.5
ticks_20250819.xlsx,7011,12,4400.0,5.0,0.6
ticks_20250819.xlsx,7011,12,6900.0,10.0,0.6
ticks_20250819.xlsx,7011,12,7000.0,15.0,0.6
ticks_20250819.xlsx,7011,12,7000.0,20.0,0.6
ticks_20250819.xlsx,7011,12,7000.0,25.0,0.6
ticks_20250819.xlsx,7011,12,7000.0,30.0,0.6
ticks_20250819.xlsx,7011,12,7000.0,35.0,0.6
ticks_20250819.xlsx,7011,12,7000.0,40.0,0.6
ticks_20250819.xlsx,7011,12,4300.0,5.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,10.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,15.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,20.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,25.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,30.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,35.0,0.7
ticks_20250819.xlsx,7011,12,7000.0,40.0,0.7
ticks_20250819.xlsx,7011,12,4100.0,5.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,10.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,15.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,20.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,25.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,30.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,35.0,0.8
ticks_20250819.xlsx,7011,12,7000.0,40.0,0.8
