file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251027.xlsx,7011,52,30,300,-15.0
ticks_20251027.xlsx,7011,44,45,300,-1.0
ticks_20251027.xlsx,7011,30,60,300,33.0
ticks_20251027.xlsx,7011,28,75,300,94.0
ticks_20251027.xlsx,7011,20,90,300,93.0
ticks_20251027.xlsx,7011,16,105,300,87.0
ticks_20251027.xlsx,7011,16,120,300,101.0
ticks_20251027.xlsx,7011,14,135,300,81.0
ticks_20251027.xlsx,7011,22,150,300,88.0
ticks_20251027.xlsx,7011,14,165,300,45.0
ticks_20251027.xlsx,7011,20,180,300,-4.0
ticks_20251027.xlsx,7011,32,30,360,8.0
ticks_20251027.xlsx,7011,32,45,360,34.0
ticks_20251027.xlsx,7011,24,60,360,71.0
ticks_20251027.xlsx,7011,26,75,360,107.0
ticks_20251027.xlsx,7011,22,90,360,106.0
ticks_20251027.xlsx,7011,16,105,360,101.0
ticks_20251027.xlsx,7011,18,120,360,109.0
ticks_20251027.xlsx,7011,16,135,360,92.0
ticks_20251027.xlsx,7011,12,150,360,48.0
ticks_20251027.xlsx,7011,12,165,360,44.0
ticks_20251027.xlsx,7011,12,180,360,46.0
ticks_20251027.xlsx,7011,26,30,420,23.0
ticks_20251027.xlsx,7011,28,45,420,47.0
ticks_20251027.xlsx,7011,24,60,420,111.0
ticks_20251027.xlsx,7011,22,75,420,107.0
ticks_20251027.xlsx,7011,18,90,420,106.0
ticks_20251027.xlsx,7011,16,105,420,108.0
ticks_20251027.xlsx,7011,14,120,420,112.0
ticks_20251027.xlsx,7011,20,135,420,55.0
ticks_20251027.xlsx,7011,16,150,420,77.0
ticks_20251027.xlsx,7011,10,165,420,83.0
ticks_20251027.xlsx,7011,14,180,420,62.0
ticks_20251027.xlsx,7011,22,30,480,35.0
ticks_20251027.xlsx,7011,28,45,480,49.0
ticks_20251027.xlsx,7011,24,60,480,110.0
ticks_20251027.xlsx,7011,22,75,480,99.0
ticks_20251027.xlsx,7011,20,90,480,73.0
ticks_20251027.xlsx,7011,20,105,480,71.0
ticks_20251027.xlsx,7011,12,120,480,99.0
ticks_20251027.xlsx,7011,16,135,480,58.0
ticks_20251027.xlsx,7011,16,150,480,41.0
ticks_20251027.xlsx,7011,12,165,480,53.0
ticks_20251027.xlsx,7011,12,180,480,39.0
ticks_20251027.xlsx,7011,22,30,540,32.0
ticks_20251027.xlsx,7011,30,45,540,31.0
ticks_20251027.xlsx,7011,22,60,540,73.0
ticks_20251027.xlsx,7011,24,75,540,78.0
ticks_20251027.xlsx,7011,24,90,540,54.0
ticks_20251027.xlsx,7011,22,105,540,55.0
ticks_20251027.xlsx,7011,14,120,540,87.0
ticks_20251027.xlsx,7011,12,135,540,46.0
ticks_20251027.xlsx,7011,12,150,540,40.0
ticks_20251027.xlsx,7011,10,165,540,34.0
ticks_20251027.xlsx,7011,8,180,540,-5.0
ticks_20251027.xlsx,7011,28,30,600,52.0
ticks_20251027.xlsx,7011,22,45,600,30.0
ticks_20251027.xlsx,7011,22,60,600,21.0
ticks_20251027.xlsx,7011,18,75,600,27.0
ticks_20251027.xlsx,7011,22,90,600,56.0
ticks_20251027.xlsx,7011,16,105,600,55.0
ticks_20251027.xlsx,7011,10,120,600,77.0
ticks_20251027.xlsx,7011,8,135,600,8.0
ticks_20251027.xlsx,7011,8,150,600,-1.0
ticks_20251027.xlsx,7011,10,165,600,3.0
ticks_20251027.xlsx,7011,12,180,600,-14.0
ticks_20251027.xlsx,7011,24,30,660,45.0
ticks_20251027.xlsx,7011,22,45,660,51.0
ticks_20251027.xlsx,7011,22,60,660,21.0
ticks_20251027.xlsx,7011,20,75,660,69.0
ticks_20251027.xlsx,7011,16,90,660,0.0
ticks_20251027.xlsx,7011,14,105,660,43.0
ticks_20251027.xlsx,7011,18,120,660,13.0
ticks_20251027.xlsx,7011,10,135,660,18.0
ticks_20251027.xlsx,7011,10,150,660,2.0
ticks_20251027.xlsx,7011,12,165,660,14.0
ticks_20251027.xlsx,7011,12,180,660,13.0
ticks_20251027.xlsx,7011,32,30,720,23.0
ticks_20251027.xlsx,7011,20,45,720,53.0
ticks_20251027.xlsx,7011,20,60,720,70.0
ticks_20251027.xlsx,7011,18,75,720,61.0
ticks_20251027.xlsx,7011,16,90,720,50.0
ticks_20251027.xlsx,7011,16,105,720,30.0
ticks_20251027.xlsx,7011,12,120,720,39.0
ticks_20251027.xlsx,7011,16,135,720,-43.0
ticks_20251027.xlsx,7011,14,150,720,-22.0
ticks_20251027.xlsx,7011,12,165,720,-1.0
ticks_20251027.xlsx,7011,14,180,720,-13.0
ticks_20251027.xlsx,7011,36,30,780,12.0
ticks_20251027.xlsx,7011,30,45,780,27.0
ticks_20251027.xlsx,7011,24,60,780,39.0
ticks_20251027.xlsx,7011,18,75,780,46.0
ticks_20251027.xlsx,7011,14,90,780,6.0
ticks_20251027.xlsx,7011,14,105,780,42.0
ticks_20251027.xlsx,7011,20,120,780,41.0
ticks_20251027.xlsx,7011,14,135,780,-21.0
ticks_20251027.xlsx,7011,10,150,780,-3.0
ticks_20251027.xlsx,7011,10,165,780,-4.0
ticks_20251027.xlsx,7011,12,180,780,-19.0
ticks_20251027.xlsx,7011,30,30,840,24.0
ticks_20251027.xlsx,7011,26,45,840,39.0
ticks_20251027.xlsx,7011,20,60,840,58.0
ticks_20251027.xlsx,7011,16,75,840,67.0
ticks_20251027.xlsx,7011,12,90,840,60.0
ticks_20251027.xlsx,7011,14,105,840,55.0
ticks_20251027.xlsx,7011,14,120,840,68.0
ticks_20251027.xlsx,7011,16,135,840,29.0
