file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20250910.xlsx,7011,18,30,300,-13.0
ticks_20250910.xlsx,7011,10,45,300,-9.0
ticks_20250910.xlsx,7011,10,60,300,-11.0
ticks_20250910.xlsx,7011,8,75,300,-29.0
ticks_20250910.xlsx,7011,8,90,300,-35.0
ticks_20250910.xlsx,7011,6,105,300,-16.0
ticks_20250910.xlsx,7011,10,120,300,-35.0
ticks_20250910.xlsx,7011,10,135,300,-3.0
ticks_20250910.xlsx,7011,10,150,300,-8.0
ticks_20250910.xlsx,7011,6,165,300,13.0
ticks_20250910.xlsx,7011,4,180,300,0.0
ticks_20250910.xlsx,7011,16,30,360,-13.0
ticks_20250910.xlsx,7011,8,45,360,-13.0
ticks_20250910.xlsx,7011,14,60,360,-3.0
ticks_20250910.xlsx,7011,10,75,360,-22.0
ticks_20250910.xlsx,7011,12,90,360,-26.0
ticks_20250910.xlsx,7011,6,105,360,0.0
ticks_20250910.xlsx,7011,8,120,360,-12.0
ticks_20250910.xlsx,7011,8,135,360,-12.0
ticks_20250910.xlsx,7011,12,150,360,-10.0
ticks_20250910.xlsx,7011,2,165,360,2.0
ticks_20250910.xlsx,7011,2,180,360,-2.0
ticks_20250910.xlsx,7011,14,30,420,4.0
ticks_20250910.xlsx,7011,10,45,420,-5.0
ticks_20250910.xlsx,7011,14,60,420,-6.0
ticks_20250910.xlsx,7011,8,75,420,-34.0
ticks_20250910.xlsx,7011,10,90,420,-34.0
ticks_20250910.xlsx,7011,8,105,420,-17.0
ticks_20250910.xlsx,7011,6,120,420,-25.0
ticks_20250910.xlsx,7011,6,135,420,-26.0
ticks_20250910.xlsx,7011,6,150,420,-24.0
ticks_20250910.xlsx,7011,4,165,420,-4.0
ticks_20250910.xlsx,7011,4,180,420,-11.0
ticks_20250910.xlsx,7011,14,30,480,6.0
ticks_20250910.xlsx,7011,8,45,480,-17.0
ticks_20250910.xlsx,7011,10,60,480,-18.0
ticks_20250910.xlsx,7011,8,75,480,-36.0
ticks_20250910.xlsx,7011,6,90,480,-31.0
ticks_20250910.xlsx,7011,6,105,480,-14.0
ticks_20250910.xlsx,7011,8,120,480,-29.0
ticks_20250910.xlsx,7011,6,135,480,-30.0
ticks_20250910.xlsx,7011,10,150,480,-34.0
ticks_20250910.xlsx,7011,10,165,480,-15.0
ticks_20250910.xlsx,7011,6,180,480,-24.0
ticks_20250910.xlsx,7011,14,30,540,-12.0
ticks_20250910.xlsx,7011,8,45,540,-21.0
ticks_20250910.xlsx,7011,10,60,540,-16.0
ticks_20250910.xlsx,7011,8,75,540,-31.0
ticks_20250910.xlsx,7011,8,90,540,-35.0
ticks_20250910.xlsx,7011,6,105,540,-22.0
ticks_20250910.xlsx,7011,6,120,540,-22.0
ticks_20250910.xlsx,7011,10,135,540,-36.0
ticks_20250910.xlsx,7011,8,150,540,-27.0
ticks_20250910.xlsx,7011,8,165,540,-11.0
ticks_20250910.xlsx,7011,2,180,540,-4.0
ticks_20250910.xlsx,7011,8,30,600,-17.0
ticks_20250910.xlsx,7011,6,45,600,-16.0
