file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251112.xlsx,7011,44,30,300,24.0
ticks_20251112.xlsx,7011,36,45,300,-12.0
ticks_20251112.xlsx,7011,28,60,300,78.0
ticks_20251112.xlsx,7011,22,75,300,53.0
ticks_20251112.xlsx,7011,24,90,300,46.0
ticks_20251112.xlsx,7011,22,105,300,36.0
ticks_20251112.xlsx,7011,16,120,300,55.0
ticks_20251112.xlsx,7011,14,135,300,38.0
ticks_20251112.xlsx,7011,20,150,300,43.0
ticks_20251112.xlsx,7011,16,165,300,39.0
ticks_20251112.xlsx,7011,16,180,300,17.0
ticks_20251112.xlsx,7011,44,30,360,23.0
ticks_20251112.xlsx,7011,28,45,360,22.0
ticks_20251112.xlsx,7011,26,60,360,69.0
ticks_20251112.xlsx,7011,22,75,360,55.0
ticks_20251112.xlsx,7011,22,90,360,47.0
ticks_20251112.xlsx,7011,18,105,360,28.0
ticks_20251112.xlsx,7011,12,120,360,-4.0
ticks_20251112.xlsx,7011,20,135,360,6.0
ticks_20251112.xlsx,7011,22,150,360,-5.0
ticks_20251112.xlsx,7011,20,165,360,-24.0
ticks_20251112.xlsx,7011,22,180,360,-21.0
ticks_20251112.xlsx,7011,34,30,420,23.0
ticks_20251112.xlsx,7011,26,45,420,45.0
ticks_20251112.xlsx,7011,24,60,420,64.0
ticks_20251112.xlsx,7011,18,75,420,45.0
ticks_20251112.xlsx,7011,14,90,420,62.0
ticks_20251112.xlsx,7011,18,105,420,22.0
ticks_20251112.xlsx,7011,18,120,420,-14.0
ticks_20251112.xlsx,7011,20,135,420,-19.0
ticks_20251112.xlsx,7011,10,150,420,20.0
ticks_20251112.xlsx,7011,12,165,420,6.0
ticks_20251112.xlsx,7011,12,180,420,9.0
ticks_20251112.xlsx,7011,36,30,480,32.0
ticks_20251112.xlsx,7011,20,45,480,-5.0
ticks_20251112.xlsx,7011,20,60,480,67.0
ticks_20251112.xlsx,7011,16,75,480,57.0
ticks_20251112.xlsx,7011,20,90,480,26.0
ticks_20251112.xlsx,7011,22,105,480,14.0
ticks_20251112.xlsx,7011,18,120,480,-8.0
ticks_20251112.xlsx,7011,16,135,480,9.0
ticks_20251112.xlsx,7011,14,150,480,22.0
ticks_20251112.xlsx,7011,12,165,480,-4.0
ticks_20251112.xlsx,7011,12,180,480,-8.0
ticks_20251112.xlsx,7011,24,30,540,48.0
ticks_20251112.xlsx,7011,20,45,540,57.0
ticks_20251112.xlsx,7011,18,60,540,21.0
ticks_20251112.xlsx,7011,16,75,540,-5.0
ticks_20251112.xlsx,7011,16,90,540,39.0
ticks_20251112.xlsx,7011,12,105,540,52.0
ticks_20251112.xlsx,7011,18,120,540,40.0
ticks_20251112.xlsx,7011,10,135,540,5.0
ticks_20251112.xlsx,7011,8,150,540,26.0
ticks_20251112.xlsx,7011,10,165,540,6.0
ticks_20251112.xlsx,7011,10,180,540,-8.0
ticks_20251112.xlsx,7011,22,30,600,39.0
ticks_20251112.xlsx,7011,20,45,600,41.0
ticks_20251112.xlsx,7011,18,60,600,92.0
ticks_20251112.xlsx,7011,14,75,600,21.0
ticks_20251112.xlsx,7011,14,90,600,51.0
ticks_20251112.xlsx,7011,10,105,600,71.0
ticks_20251112.xlsx,7011,14,120,600,54.0
ticks_20251112.xlsx,7011,10,135,600,54.0
ticks_20251112.xlsx,7011,8,150,600,21.0
ticks_20251112.xlsx,7011,10,165,600,-8.0
ticks_20251112.xlsx,7011,8,180,600,16.0
ticks_20251112.xlsx,7011,18,30,660,63.0
ticks_20251112.xlsx,7011,16,45,660,43.0
ticks_20251112.xlsx,7011,16,60,660,94.0
ticks_20251112.xlsx,7011,10,75,660,18.0
ticks_20251112.xlsx,7011,14,90,660,52.0
ticks_20251112.xlsx,7011,14,105,660,38.0
ticks_20251112.xlsx,7011,14,120,660,38.0
ticks_20251112.xlsx,7011,14,135,660,28.0
ticks_20251112.xlsx,7011,14,150,660,-17.0
ticks_20251112.xlsx,7011,6,165,660,18.0
ticks_20251112.xlsx,7011,4,180,660,24.0
ticks_20251112.xlsx,7011,18,30,720,71.0
ticks_20251112.xlsx,7011,16,45,720,64.0
ticks_20251112.xlsx,7011,14,60,720,116.0
ticks_20251112.xlsx,7011,14,75,720,69.0
ticks_20251112.xlsx,7011,10,90,720,20.0
