file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251125.xlsx,7011,60,30,300,-111.0
ticks_20251125.xlsx,7011,46,45,300,-60.0
ticks_20251125.xlsx,7011,38,60,300,-18.0
ticks_20251125.xlsx,7011,34,75,300,-33.0
ticks_20251125.xlsx,7011,34,90,300,-20.0
ticks_20251125.xlsx,7011,38,105,300,-34.0
ticks_20251125.xlsx,7011,32,120,300,-32.0
ticks_20251125.xlsx,7011,38,135,300,-94.0
ticks_20251125.xlsx,7011,32,150,300,-123.0
ticks_20251125.xlsx,7011,30,165,300,-72.0
ticks_20251125.xlsx,7011,26,180,300,-42.0
ticks_20251125.xlsx,7011,58,30,360,-74.0
ticks_20251125.xlsx,7011,38,45,360,-30.0
ticks_20251125.xlsx,7011,24,60,360,-7.0
ticks_20251125.xlsx,7011,22,75,360,10.0
ticks_20251125.xlsx,7011,18,90,360,0.0
ticks_20251125.xlsx,7011,26,105,360,-52.0
ticks_20251125.xlsx,7011,22,120,360,-39.0
ticks_20251125.xlsx,7011,20,135,360,-64.0
ticks_20251125.xlsx,7011,20,150,360,-89.0
ticks_20251125.xlsx,7011,16,165,360,-60.0
ticks_20251125.xlsx,7011,14,180,360,-22.0
ticks_20251125.xlsx,7011,42,30,420,-42.0
ticks_20251125.xlsx,7011,32,45,420,-10.0
ticks_20251125.xlsx,7011,22,60,420,-7.0
ticks_20251125.xlsx,7011,26,75,420,-37.0
ticks_20251125.xlsx,7011,16,90,420,-47.0
ticks_20251125.xlsx,7011,16,105,420,-42.0
ticks_20251125.xlsx,7011,20,120,420,-27.0
ticks_20251125.xlsx,7011,16,135,420,-45.0
ticks_20251125.xlsx,7011,14,150,420,-68.0
ticks_20251125.xlsx,7011,18,165,420,-42.0
ticks_20251125.xlsx,7011,20,180,420,-73.0
ticks_20251125.xlsx,7011,48,30,480,-70.0
ticks_20251125.xlsx,7011,26,45,480,-15.0
ticks_20251125.xlsx,7011,32,60,480,-34.0
ticks_20251125.xlsx,7011,24,75,480,-61.0
ticks_20251125.xlsx,7011,24,90,480,-42.0
ticks_20251125.xlsx,7011,20,105,480,-37.0
ticks_20251125.xlsx,7011,18,120,480,-35.0
ticks_20251125.xlsx,7011,16,135,480,-54.0
ticks_20251125.xlsx,7011,16,150,480,-60.0
ticks_20251125.xlsx,7011,12,165,480,-35.0
ticks_20251125.xlsx,7011,18,180,480,-75.0
ticks_20251125.xlsx,7011,54,30,540,-91.0
ticks_20251125.xlsx,7011,28,45,540,-27.0
ticks_20251125.xlsx,7011,32,60,540,-47.0
ticks_20251125.xlsx,7011,22,75,540,-16.0
ticks_20251125.xlsx,7011,20,90,540,-32.0
ticks_20251125.xlsx,7011,18,105,540,-38.0
ticks_20251125.xlsx,7011,18,120,540,-21.0
ticks_20251125.xlsx,7011,16,135,540,-18.0
ticks_20251125.xlsx,7011,16,150,540,-72.0
ticks_20251125.xlsx,7011,14,165,540,-60.0
ticks_20251125.xlsx,7011,16,180,540,-45.0
ticks_20251125.xlsx,7011,48,30,600,-72.0
ticks_20251125.xlsx,7011,28,45,600,-26.0
ticks_20251125.xlsx,7011,28,60,600,-43.0
ticks_20251125.xlsx,7011,20,75,600,-52.0
ticks_20251125.xlsx,7011,20,90,600,-28.0
ticks_20251125.xlsx,7011,20,105,600,-35.0
ticks_20251125.xlsx,7011,18,120,600,11.0
ticks_20251125.xlsx,7011,14,135,600,-49.0
ticks_20251125.xlsx,7011,18,150,600,-48.0
ticks_20251125.xlsx,7011,16,165,600,-55.0
ticks_20251125.xlsx,7011,18,180,600,-65.0
ticks_20251125.xlsx,7011,42,30,660,-69.0
ticks_20251125.xlsx,7011,26,45,660,-26.0
ticks_20251125.xlsx,7011,28,60,660,-59.0
ticks_20251125.xlsx,7011,22,75,660,-90.0
ticks_20251125.xlsx,7011,18,90,660,-30.0
ticks_20251125.xlsx,7011,18,105,660,-35.0
ticks_20251125.xlsx,7011,20,120,660,-28.0
ticks_20251125.xlsx,7011,16,135,660,-55.0
ticks_20251125.xlsx,7011,18,150,660,-75.0
ticks_20251125.xlsx,7011,18,165,660,-68.0
ticks_20251125.xlsx,7011,12,180,660,-49.0
ticks_20251125.xlsx,7011,40,30,720,-85.0
ticks_20251125.xlsx,7011,26,45,720,-47.0
ticks_20251125.xlsx,7011,20,60,720,-34.0
ticks_20251125.xlsx,7011,26,75,720,-64.0
ticks_20251125.xlsx,7011,20,90,720,-40.0
ticks_20251125.xlsx,7011,14,105,720,-15.0
ticks_20251125.xlsx,7011,18,120,720,-13.0
ticks_20251125.xlsx,7011,16,135,720,-29.0
ticks_20251125.xlsx,7011,16,150,720,-41.0
ticks_20251125.xlsx,7011,14,165,720,-31.0
ticks_20251125.xlsx,7011,10,180,720,-48.0
ticks_20251125.xlsx,7011,44,30,780,-93.0
ticks_20251125.xlsx,7011,22,45,780,-54.0
ticks_20251125.xlsx,7011,22,60,780,-52.0
ticks_20251125.xlsx,7011,26,75,780,-71.0
ticks_20251125.xlsx,7011,24,90,780,-66.0
ticks_20251125.xlsx,7011,20,105,780,-46.0
ticks_20251125.xlsx,7011,24,120,780,-31.0
ticks_20251125.xlsx,7011,14,135,780,-30.0
ticks_20251125.xlsx,7011,18,150,780,-44.0
ticks_20251125.xlsx,7011,14,165,780,-34.0
ticks_20251125.xlsx,7011,18,180,780,-61.0
ticks_20251125.xlsx,7011,44,30,840,-74.0
ticks_20251125.xlsx,7011,22,45,840,-55.0
ticks_20251125.xlsx,7011,22,60,840,-39.0
ticks_20251125.xlsx,7011,24,75,840,-70.0
ticks_20251125.xlsx,7011,16,90,840,-39.0
ticks_20251125.xlsx,7011,18,105,840,-26.0
ticks_20251125.xlsx,7011,18,120,840,-24.0
ticks_20251125.xlsx,7011,16,135,840,-7.0
ticks_20251125.xlsx,7011,16,150,840,-25.0
ticks_20251125.xlsx,7011,12,165,840,-29.0
ticks_20251125.xlsx,7011,10,180,840,-49.0
ticks_20251125.xlsx,7011,38,30,900,-90.0
ticks_20251125.xlsx,7011,22,45,900,-44.0
ticks_20251125.xlsx,7011,22,60,900,-43.0
ticks_20251125.xlsx,7011,20,75,900,-50.0
ticks_20251125.xlsx,7011,20,90,900,-48.0
ticks_20251125.xlsx,7011,18,105,900,-20.0
ticks_20251125.xlsx,7011,14,120,900,-32.0
ticks_20251125.xlsx,7011,20,135,900,-38.0
ticks_20251125.xlsx,7011,16,150,900,-43.0
ticks_20251125.xlsx,7011,14,165,900,-30.0
ticks_20251125.xlsx,7011,14,180,900,-66.0
