file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251010.xlsx,7011,46,30,300,-57.0
ticks_20251010.xlsx,7011,30,45,300,-27.0
ticks_20251010.xlsx,7011,36,60,300,3.0
ticks_20251010.xlsx,7011,34,75,300,-8.0
ticks_20251010.xlsx,7011,24,90,300,-15.0
ticks_20251010.xlsx,7011,24,105,300,-32.0
ticks_20251010.xlsx,7011,22,120,300,-46.0
ticks_20251010.xlsx,7011,30,135,300,-74.0
ticks_20251010.xlsx,7011,30,150,300,-68.0
ticks_20251010.xlsx,7011,20,165,300,-51.0
ticks_20251010.xlsx,7011,22,180,300,-62.0
ticks_20251010.xlsx,7011,32,30,360,-37.0
ticks_20251010.xlsx,7011,32,45,360,-21.0
ticks_20251010.xlsx,7011,30,60,360,37.0
ticks_20251010.xlsx,7011,30,75,360,13.0
ticks_20251010.xlsx,7011,24,90,360,4.0
ticks_20251010.xlsx,7011,20,105,360,-7.0
ticks_20251010.xlsx,7011,20,120,360,7.0
ticks_20251010.xlsx,7011,18,135,360,-18.0
ticks_20251010.xlsx,7011,20,150,360,-19.0
ticks_20251010.xlsx,7011,24,165,360,-12.0
ticks_20251010.xlsx,7011,18,180,360,8.0
ticks_20251010.xlsx,7011,30,30,420,-28.0
ticks_20251010.xlsx,7011,26,45,420,-37.0
ticks_20251010.xlsx,7011,24,60,420,36.0
ticks_20251010.xlsx,7011,24,75,420,38.0
ticks_20251010.xlsx,7011,24,90,420,18.0
ticks_20251010.xlsx,7011,20,105,420,-1.0
ticks_20251010.xlsx,7011,10,120,420,-5.0
ticks_20251010.xlsx,7011,10,135,420,-21.0
ticks_20251010.xlsx,7011,8,150,420,9.0
ticks_20251010.xlsx,7011,10,165,420,4.0
ticks_20251010.xlsx,7011,8,180,420,-1.0
ticks_20251010.xlsx,7011,32,30,480,-23.0
ticks_20251010.xlsx,7011,24,45,480,-28.0
ticks_20251010.xlsx,7011,28,60,480,-3.0
ticks_20251010.xlsx,7011,30,75,480,-12.0
ticks_20251010.xlsx,7011,22,90,480,5.0
ticks_20251010.xlsx,7011,16,105,480,-10.0
ticks_20251010.xlsx,7011,12,120,480,-22.0
ticks_20251010.xlsx,7011,20,135,480,-26.0
ticks_20251010.xlsx,7011,20,150,480,-33.0
ticks_20251010.xlsx,7011,20,165,480,-5.0
ticks_20251010.xlsx,7011,16,180,480,-8.0
ticks_20251010.xlsx,7011,32,30,540,-34.0
ticks_20251010.xlsx,7011,30,45,540,-32.0
ticks_20251010.xlsx,7011,28,60,540,-21.0
ticks_20251010.xlsx,7011,22,75,540,-10.0
ticks_20251010.xlsx,7011,18,90,540,0.0
ticks_20251010.xlsx,7011,18,105,540,3.0
ticks_20251010.xlsx,7011,14,120,540,18.0
ticks_20251010.xlsx,7011,14,135,540,14.0
ticks_20251010.xlsx,7011,12,150,540,0.0
ticks_20251010.xlsx,7011,12,165,540,22.0
ticks_20251010.xlsx,7011,18,180,540,-8.0
ticks_20251010.xlsx,7011,26,30,600,6.0
ticks_20251010.xlsx,7011,26,45,600,3.0
ticks_20251010.xlsx,7011,32,60,600,7.0
ticks_20251010.xlsx,7011,22,75,600,6.0
ticks_20251010.xlsx,7011,18,90,600,14.0
ticks_20251010.xlsx,7011,16,105,600,-1.0
ticks_20251010.xlsx,7011,16,120,600,11.0
ticks_20251010.xlsx,7011,12,135,600,14.0
