file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251003.xlsx,7011,26,30,300,18.0
ticks_20251003.xlsx,7011,18,45,300,33.0
ticks_20251003.xlsx,7011,22,60,300,6.0
ticks_20251003.xlsx,7011,18,75,300,71.0
ticks_20251003.xlsx,7011,14,90,300,20.0
ticks_20251003.xlsx,7011,16,105,300,13.0
ticks_20251003.xlsx,7011,12,120,300,30.0
ticks_20251003.xlsx,7011,12,135,300,24.0
ticks_20251003.xlsx,7011,18,150,300,49.0
ticks_20251003.xlsx,7011,16,165,300,8.0
ticks_20251003.xlsx,7011,20,180,300,-29.0
ticks_20251003.xlsx,7011,28,30,360,28.0
ticks_20251003.xlsx,7011,20,45,360,41.0
ticks_20251003.xlsx,7011,24,60,360,43.0
ticks_20251003.xlsx,7011,24,75,360,61.0
ticks_20251003.xlsx,7011,16,90,360,52.0
ticks_20251003.xlsx,7011,22,105,360,45.0
ticks_20251003.xlsx,7011,10,120,360,16.0
ticks_20251003.xlsx,7011,12,135,360,-7.0
ticks_20251003.xlsx,7011,14,150,360,-50.0
ticks_20251003.xlsx,7011,14,165,360,-51.0
ticks_20251003.xlsx,7011,12,180,360,-34.0
ticks_20251003.xlsx,7011,30,30,420,33.0
ticks_20251003.xlsx,7011,20,45,420,40.0
ticks_20251003.xlsx,7011,20,60,420,43.0
ticks_20251003.xlsx,7011,22,75,420,56.0
ticks_20251003.xlsx,7011,10,90,420,2.0
ticks_20251003.xlsx,7011,10,105,420,-2.0
ticks_20251003.xlsx,7011,10,120,420,13.0
ticks_20251003.xlsx,7011,12,135,420,34.0
ticks_20251003.xlsx,7011,12,150,420,13.0
ticks_20251003.xlsx,7011,12,165,420,17.0
ticks_20251003.xlsx,7011,8,180,420,-59.0
ticks_20251003.xlsx,7011,28,30,480,29.0
ticks_20251003.xlsx,7011,18,45,480,53.0
ticks_20251003.xlsx,7011,18,60,480,40.0
ticks_20251003.xlsx,7011,14,75,480,49.0
ticks_20251003.xlsx,7011,10,90,480,38.0
ticks_20251003.xlsx,7011,12,105,480,26.0
ticks_20251003.xlsx,7011,6,120,480,46.0
ticks_20251003.xlsx,7011,16,135,480,39.0
ticks_20251003.xlsx,7011,20,150,480,6.0
ticks_20251003.xlsx,7011,14,165,480,-5.0
ticks_20251003.xlsx,7011,12,180,480,-20.0
ticks_20251003.xlsx,7011,28,30,540,25.0
ticks_20251003.xlsx,7011,18,45,540,40.0
ticks_20251003.xlsx,7011,18,60,540,11.0
ticks_20251003.xlsx,7011,14,75,540,46.0
ticks_20251003.xlsx,7011,14,90,540,19.0
ticks_20251003.xlsx,7011,18,105,540,21.0
ticks_20251003.xlsx,7011,10,120,540,36.0
ticks_20251003.xlsx,7011,10,135,540,-1.0
ticks_20251003.xlsx,7011,12,150,540,-57.0
ticks_20251003.xlsx,7011,16,165,540,-25.0
ticks_20251003.xlsx,7011,12,180,540,-35.0
ticks_20251003.xlsx,7011,32,30,600,7.0
ticks_20251003.xlsx,7011,20,45,600,25.0
ticks_20251003.xlsx,7011,16,60,600,14.0
ticks_20251003.xlsx,7011,14,75,600,37.0
ticks_20251003.xlsx,7011,12,90,600,-7.0
ticks_20251003.xlsx,7011,12,105,600,-15.0
ticks_20251003.xlsx,7011,8,120,600,1.0
ticks_20251003.xlsx,7011,12,135,600,0.0
ticks_20251003.xlsx,7011,14,150,600,-28.0
ticks_20251003.xlsx,7011,14,165,600,-28.0
ticks_20251003.xlsx,7011,12,180,600,-48.0
ticks_20251003.xlsx,7011,32,30,660,1.0
ticks_20251003.xlsx,7011,22,45,660,20.0
ticks_20251003.xlsx,7011,20,60,660,3.0
ticks_20251003.xlsx,7011,16,75,660,30.0
ticks_20251003.xlsx,7011,12,90,660,-13.0
ticks_20251003.xlsx,7011,14,105,660,-14.0
ticks_20251003.xlsx,7011,10,120,660,6.0
ticks_20251003.xlsx,7011,12,135,660,-5.0
ticks_20251003.xlsx,7011,12,150,660,-26.0
ticks_20251003.xlsx,7011,12,165,660,-56.0
ticks_20251003.xlsx,7011,12,180,660,-62.0
ticks_20251003.xlsx,7011,28,30,720,6.0
ticks_20251003.xlsx,7011,22,45,720,20.0
ticks_20251003.xlsx,7011,20,60,720,-2.0
ticks_20251003.xlsx,7011,10,75,720,-15.0
ticks_20251003.xlsx,7011,12,90,720,-4.0
ticks_20251003.xlsx,7011,14,105,720,-23.0
