file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251114.xlsx,7011,12,60,500,-53.0
ticks_20251114.xlsx,7011,10,90,500,-9.0
ticks_20251114.xlsx,7011,6,120,500,16.0
ticks_20251114.xlsx,7011,6,150,500,-9.0
ticks_20251114.xlsx,7011,4,180,500,-4.0
ticks_20251114.xlsx,7011,8,60,600,-77.0
ticks_20251114.xlsx,7011,12,90,600,-12.0
ticks_20251114.xlsx,7011,6,120,600,24.0
ticks_20251114.xlsx,7011,2,150,600,-7.0
ticks_20251114.xlsx,7011,2,180,600,-13.0
ticks_20251114.xlsx,7011,8,60,700,-77.0
ticks_20251114.xlsx,7011,8,90,700,-12.0
ticks_20251114.xlsx,7011,2,120,700,24.0
ticks_20251114.xlsx,7011,10,150,700,-24.0
ticks_20251114.xlsx,7011,6,180,700,-24.0
ticks_20251114.xlsx,7011,8,60,800,-77.0
ticks_20251114.xlsx,7011,8,90,800,-12.0
ticks_20251114.xlsx,7011,4,120,800,16.0
ticks_20251114.xlsx,7011,6,150,800,-27.0
ticks_20251114.xlsx,7011,6,180,800,-22.0
ticks_20251114.xlsx,7011,10,60,900,-85.0
ticks_20251114.xlsx,7011,10,90,900,-19.0
ticks_20251114.xlsx,7011,4,120,900,17.0
ticks_20251114.xlsx,7011,6,150,900,-26.0
ticks_20251114.xlsx,7011,6,180,900,-19.0
