file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250929.xlsx,7011,100,30,300,15,1,28.0
ticks_20250929.xlsx,7011,100,60,300,15,1,-75.0
ticks_20250929.xlsx,7011,100,90,300,15,1,-70.0
ticks_20250929.xlsx,7011,100,30,600,15,1,-26.0
ticks_20250929.xlsx,7011,100,60,600,15,1,-96.0
ticks_20250929.xlsx,7011,100,90,600,15,1,-78.0
ticks_20250929.xlsx,7011,94,30,900,15,1,-17.0
ticks_20250929.xlsx,7011,84,60,900,15,1,-81.0
ticks_20250929.xlsx,7011,64,90,900,15,1,-106.0
ticks_20250929.xlsx,7011,100,30,300,30,1,41.0
ticks_20250929.xlsx,7011,100,60,300,30,1,-61.0
ticks_20250929.xlsx,7011,100,90,300,30,1,-71.0
ticks_20250929.xlsx,7011,100,30,600,30,1,-17.0
ticks_20250929.xlsx,7011,100,60,600,30,1,-113.0
ticks_20250929.xlsx,7011,100,90,600,30,1,-80.0
ticks_20250929.xlsx,7011,98,30,900,30,1,-20.0
ticks_20250929.xlsx,7011,88,60,900,30,1,-87.0
ticks_20250929.xlsx,7011,70,90,900,30,1,-102.0
ticks_20250929.xlsx,7011,100,30,300,45,1,53.0
ticks_20250929.xlsx,7011,100,60,300,45,1,-61.0
ticks_20250929.xlsx,7011,100,90,300,45,1,-71.0
ticks_20250929.xlsx,7011,100,30,600,45,1,-17.0
ticks_20250929.xlsx,7011,100,60,600,45,1,-113.0
ticks_20250929.xlsx,7011,100,90,600,45,1,-79.0
ticks_20250929.xlsx,7011,98,30,900,45,1,-20.0
ticks_20250929.xlsx,7011,90,60,900,45,1,-90.0
ticks_20250929.xlsx,7011,70,90,900,45,1,-102.0
ticks_20250929.xlsx,7011,40,30,300,15,4,14.0
ticks_20250929.xlsx,7011,38,60,300,15,4,-66.0
ticks_20250929.xlsx,7011,30,90,300,15,4,-20.0
ticks_20250929.xlsx,7011,28,30,600,15,4,-2.0
ticks_20250929.xlsx,7011,24,60,600,15,4,-50.0
ticks_20250929.xlsx,7011,24,90,600,15,4,-25.0
ticks_20250929.xlsx,7011,20,30,900,15,4,0.0
ticks_20250929.xlsx,7011,22,60,900,15,4,-85.0
ticks_20250929.xlsx,7011,20,90,900,15,4,-38.0
ticks_20250929.xlsx,7011,100,30,300,30,4,-5.0
ticks_20250929.xlsx,7011,64,60,300,30,4,-75.0
ticks_20250929.xlsx,7011,64,90,300,30,4,-71.0
ticks_20250929.xlsx,7011,66,30,600,30,4,2.0
ticks_20250929.xlsx,7011,44,60,600,30,4,-87.0
ticks_20250929.xlsx,7011,42,90,600,30,4,-52.0
ticks_20250929.xlsx,7011,54,30,900,30,4,-24.0
ticks_20250929.xlsx,7011,42,60,900,30,4,-82.0
ticks_20250929.xlsx,7011,30,90,900,30,4,-64.0
ticks_20250929.xlsx,7011,100,30,300,45,4,10.0
ticks_20250929.xlsx,7011,88,60,300,45,4,-68.0
ticks_20250929.xlsx,7011,80,90,300,45,4,-69.0
ticks_20250929.xlsx,7011,80,30,600,45,4,-12.0
ticks_20250929.xlsx,7011,66,60,600,45,4,-96.0
ticks_20250929.xlsx,7011,60,90,600,45,4,-83.0
ticks_20250929.xlsx,7011,66,30,900,45,4,-36.0
ticks_20250929.xlsx,7011,62,60,900,45,4,-110.0
ticks_20250929.xlsx,7011,46,90,900,45,4,-94.0
ticks_20250929.xlsx,7011,14,30,300,15,7,20.0
ticks_20250929.xlsx,7011,16,60,300,15,7,-47.0
ticks_20250929.xlsx,7011,12,90,300,15,7,10.0
ticks_20250929.xlsx,7011,14,30,600,15,7,17.0
ticks_20250929.xlsx,7011,12,60,600,15,7,-63.0
ticks_20250929.xlsx,7011,10,90,600,15,7,-30.0
ticks_20250929.xlsx,7011,8,30,900,15,7,8.0
ticks_20250929.xlsx,7011,10,60,900,15,7,-80.0
ticks_20250929.xlsx,7011,6,90,900,15,7,-22.0
ticks_20250929.xlsx,7011,28,30,300,30,7,21.0
ticks_20250929.xlsx,7011,26,60,300,30,7,-39.0
ticks_20250929.xlsx,7011,24,90,300,30,7,-22.0
ticks_20250929.xlsx,7011,28,30,600,30,7,-1.0
ticks_20250929.xlsx,7011,26,60,600,30,7,-72.0
ticks_20250929.xlsx,7011,22,90,600,30,7,-15.0
ticks_20250929.xlsx,7011,22,30,900,30,7,2.0
ticks_20250929.xlsx,7011,20,60,900,30,7,-86.0
ticks_20250929.xlsx,7011,16,90,900,30,7,-67.0
ticks_20250929.xlsx,7011,44,30,300,45,7,1.0
ticks_20250929.xlsx,7011,38,60,300,45,7,-62.0
ticks_20250929.xlsx,7011,38,90,300,45,7,-52.0
ticks_20250929.xlsx,7011,36,30,600,45,7,-17.0
ticks_20250929.xlsx,7011,30,60,600,45,7,-82.0
ticks_20250929.xlsx,7011,32,90,600,45,7,-40.0
ticks_20250929.xlsx,7011,34,30,900,45,7,-8.0
ticks_20250929.xlsx,7011,30,60,900,45,7,-79.0
ticks_20250929.xlsx,7011,26,90,900,45,7,-77.0
