file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20251111.xlsx,7011,100,30,300,15,1,-57.0
ticks_20251111.xlsx,7011,100,60,300,15,1,-87.0
ticks_20251111.xlsx,7011,100,90,300,15,1,-65.0
ticks_20251111.xlsx,7011,100,30,600,15,1,-118.0
ticks_20251111.xlsx,7011,100,60,600,15,1,-39.0
ticks_20251111.xlsx,7011,94,90,600,15,1,-80.0
ticks_20251111.xlsx,7011,100,30,900,15,1,-160.0
ticks_20251111.xlsx,7011,100,60,900,15,1,-116.0
ticks_20251111.xlsx,7011,76,90,900,15,1,-35.0
ticks_20251111.xlsx,7011,100,30,300,30,1,-39.0
ticks_20251111.xlsx,7011,100,60,300,30,1,-91.0
ticks_20251111.xlsx,7011,100,90,300,30,1,-65.0
ticks_20251111.xlsx,7011,100,30,600,30,1,-119.0
ticks_20251111.xlsx,7011,100,60,600,30,1,-55.0
ticks_20251111.xlsx,7011,96,90,600,30,1,-64.0
ticks_20251111.xlsx,7011,100,30,900,30,1,-159.0
ticks_20251111.xlsx,7011,100,60,900,30,1,-123.0
ticks_20251111.xlsx,7011,82,90,900,30,1,-47.0
ticks_20251111.xlsx,7011,100,30,300,45,1,-39.0
ticks_20251111.xlsx,7011,100,60,300,45,1,-91.0
ticks_20251111.xlsx,7011,100,90,300,45,1,-65.0
ticks_20251111.xlsx,7011,100,30,600,45,1,-119.0
ticks_20251111.xlsx,7011,100,60,600,45,1,-55.0
ticks_20251111.xlsx,7011,96,90,600,45,1,-64.0
ticks_20251111.xlsx,7011,100,30,900,45,1,-159.0
ticks_20251111.xlsx,7011,100,60,900,45,1,-123.0
ticks_20251111.xlsx,7011,84,90,900,45,1,-31.0
ticks_20251111.xlsx,7011,50,30,300,15,4,-37.0
ticks_20251111.xlsx,7011,52,60,300,15,4,-40.0
ticks_20251111.xlsx,7011,24,90,300,15,4,-35.0
ticks_20251111.xlsx,7011,34,30,600,15,4,-34.0
ticks_20251111.xlsx,7011,26,60,600,15,4,-49.0
ticks_20251111.xlsx,7011,22,90,600,15,4,-44.0
ticks_20251111.xlsx,7011,48,30,900,15,4,-86.0
ticks_20251111.xlsx,7011,20,60,900,15,4,-32.0
ticks_20251111.xlsx,7011,16,90,900,15,4,-17.0
ticks_20251111.xlsx,7011,100,30,300,30,4,-83.0
ticks_20251111.xlsx,7011,88,60,300,30,4,-40.0
ticks_20251111.xlsx,7011,74,90,300,30,4,-12.0
ticks_20251111.xlsx,7011,96,30,600,30,4,-101.0
ticks_20251111.xlsx,7011,56,60,600,30,4,-52.0
ticks_20251111.xlsx,7011,46,90,600,30,4,-32.0
ticks_20251111.xlsx,7011,84,30,900,30,4,-123.0
ticks_20251111.xlsx,7011,64,60,900,30,4,-52.0
ticks_20251111.xlsx,7011,38,90,900,30,4,-47.0
ticks_20251111.xlsx,7011,100,30,300,45,4,-73.0
ticks_20251111.xlsx,7011,100,60,300,45,4,-16.0
ticks_20251111.xlsx,7011,92,90,300,45,4,-52.0
ticks_20251111.xlsx,7011,100,30,600,45,4,-63.0
ticks_20251111.xlsx,7011,88,60,600,45,4,-87.0
ticks_20251111.xlsx,7011,72,90,600,45,4,-41.0
ticks_20251111.xlsx,7011,94,30,900,45,4,-134.0
ticks_20251111.xlsx,7011,76,60,900,45,4,-77.0
ticks_20251111.xlsx,7011,60,90,900,45,4,-2.0
ticks_20251111.xlsx,7011,10,30,300,15,7,-37.0
ticks_20251111.xlsx,7011,4,60,300,15,7,-27.0
ticks_20251111.xlsx,7011,6,90,300,15,7,-34.0
ticks_20251111.xlsx,7011,8,30,600,15,7,-35.0
ticks_20251111.xlsx,7011,4,60,600,15,7,-28.0
ticks_20251111.xlsx,7011,6,90,600,15,7,-30.0
ticks_20251111.xlsx,7011,10,30,900,15,7,-50.0
ticks_20251111.xlsx,7011,2,60,900,15,7,-8.0
ticks_20251111.xlsx,7011,4,90,900,15,7,-10.0
ticks_20251111.xlsx,7011,36,30,300,30,7,-35.0
ticks_20251111.xlsx,7011,26,60,300,30,7,-55.0
ticks_20251111.xlsx,7011,30,90,300,30,7,-37.0
ticks_20251111.xlsx,7011,40,30,600,30,7,-68.0
ticks_20251111.xlsx,7011,14,60,600,30,7,-55.0
ticks_20251111.xlsx,7011,10,90,600,30,7,-49.0
ticks_20251111.xlsx,7011,38,30,900,30,7,-91.0
ticks_20251111.xlsx,7011,16,60,900,30,7,-68.0
ticks_20251111.xlsx,7011,8,90,900,30,7,-10.0
ticks_20251111.xlsx,7011,56,30,300,45,7,-57.0
ticks_20251111.xlsx,7011,50,60,300,45,7,-69.0
ticks_20251111.xlsx,7011,42,90,300,45,7,-39.0
ticks_20251111.xlsx,7011,54,30,600,45,7,-105.0
ticks_20251111.xlsx,7011,36,60,600,45,7,-45.0
ticks_20251111.xlsx,7011,28,90,600,45,7,-82.0
ticks_20251111.xlsx,7011,48,30,900,45,7,-102.0
ticks_20251111.xlsx,7011,34,60,900,45,7,-93.0
ticks_20251111.xlsx,7011,32,90,900,45,7,-40.0
