file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250922.xlsx,7011,100,30,300,15,1,37.0
ticks_20250922.xlsx,7011,100,60,300,15,1,46.0
ticks_20250922.xlsx,7011,100,90,300,15,1,70.0
ticks_20250922.xlsx,7011,100,30,600,15,1,-5.0
ticks_20250922.xlsx,7011,100,60,600,15,1,-1.0
ticks_20250922.xlsx,7011,92,90,600,15,1,0.0
ticks_20250922.xlsx,7011,100,30,900,15,1,-10.0
ticks_20250922.xlsx,7011,98,60,900,15,1,5.0
ticks_20250922.xlsx,7011,76,90,900,15,1,-32.0
ticks_20250922.xlsx,7011,100,30,300,30,1,29.0
ticks_20250922.xlsx,7011,100,60,300,30,1,47.0
ticks_20250922.xlsx,7011,100,90,300,30,1,60.0
ticks_20250922.xlsx,7011,100,30,600,30,1,-10.0
ticks_20250922.xlsx,7011,100,60,600,30,1,14.0
ticks_20250922.xlsx,7011,100,90,600,30,1,-3.0
ticks_20250922.xlsx,7011,100,30,900,30,1,-11.0
ticks_20250922.xlsx,7011,100,60,900,30,1,-6.0
ticks_20250922.xlsx,7011,94,90,900,30,1,-44.0
ticks_20250922.xlsx,7011,100,30,300,45,1,30.0
ticks_20250922.xlsx,7011,100,60,300,45,1,41.0
ticks_20250922.xlsx,7011,100,90,300,45,1,66.0
ticks_20250922.xlsx,7011,100,30,600,45,1,-11.0
ticks_20250922.xlsx,7011,100,60,600,45,1,8.0
ticks_20250922.xlsx,7011,100,90,600,45,1,-3.0
ticks_20250922.xlsx,7011,100,30,900,45,1,-11.0
ticks_20250922.xlsx,7011,100,60,900,45,1,-6.0
ticks_20250922.xlsx,7011,94,90,900,45,1,-44.0
ticks_20250922.xlsx,7011,26,30,300,15,4,2.0
ticks_20250922.xlsx,7011,20,60,300,15,4,73.0
ticks_20250922.xlsx,7011,8,90,300,15,4,23.0
ticks_20250922.xlsx,7011,16,30,600,15,4,45.0
ticks_20250922.xlsx,7011,10,60,600,15,4,64.0
ticks_20250922.xlsx,7011,6,90,600,15,4,-2.0
ticks_20250922.xlsx,7011,20,30,900,15,4,43.0
ticks_20250922.xlsx,7011,10,60,900,15,4,27.0
ticks_20250922.xlsx,7011,8,90,900,15,4,5.0
ticks_20250922.xlsx,7011,74,30,300,30,4,34.0
ticks_20250922.xlsx,7011,46,60,300,30,4,76.0
ticks_20250922.xlsx,7011,24,90,300,30,4,65.0
ticks_20250922.xlsx,7011,58,30,600,30,4,26.0
ticks_20250922.xlsx,7011,22,60,600,30,4,48.0
ticks_20250922.xlsx,7011,14,90,600,30,4,33.0
ticks_20250922.xlsx,7011,50,30,900,30,4,33.0
ticks_20250922.xlsx,7011,22,60,900,30,4,43.0
ticks_20250922.xlsx,7011,20,90,900,30,4,-6.0
ticks_20250922.xlsx,7011,86,30,300,45,4,32.0
ticks_20250922.xlsx,7011,64,60,300,45,4,63.0
ticks_20250922.xlsx,7011,38,90,300,45,4,54.0
ticks_20250922.xlsx,7011,72,30,600,45,4,14.0
ticks_20250922.xlsx,7011,50,60,600,45,4,47.0
ticks_20250922.xlsx,7011,34,90,600,45,4,20.0
ticks_20250922.xlsx,7011,60,30,900,45,4,27.0
ticks_20250922.xlsx,7011,38,60,900,45,4,52.0
ticks_20250922.xlsx,7011,32,90,900,45,4,14.0
ticks_20250922.xlsx,7011,6,30,300,15,7,-3.0
ticks_20250922.xlsx,7011,4,60,300,15,7,36.0
ticks_20250922.xlsx,7011,4,90,300,15,7,23.0
ticks_20250922.xlsx,7011,6,30,600,15,7,1.0
ticks_20250922.xlsx,7011,6,60,600,15,7,30.0
ticks_20250922.xlsx,7011,2,90,600,15,7,7.0
ticks_20250922.xlsx,7011,6,30,900,15,7,6.0
ticks_20250922.xlsx,7011,8,60,900,15,7,27.0
ticks_20250922.xlsx,7011,4,90,900,15,7,5.0
ticks_20250922.xlsx,7011,14,30,300,30,7,9.0
ticks_20250922.xlsx,7011,12,60,300,30,7,28.0
ticks_20250922.xlsx,7011,4,90,300,30,7,23.0
ticks_20250922.xlsx,7011,12,30,600,30,7,46.0
ticks_20250922.xlsx,7011,10,60,600,30,7,63.0
ticks_20250922.xlsx,7011,8,90,600,30,7,48.0
ticks_20250922.xlsx,7011,10,30,900,30,7,56.0
ticks_20250922.xlsx,7011,10,60,900,30,7,25.0
ticks_20250922.xlsx,7011,6,90,900,30,7,11.0
ticks_20250922.xlsx,7011,20,30,300,45,7,0.0
ticks_20250922.xlsx,7011,14,60,300,45,7,23.0
ticks_20250922.xlsx,7011,8,90,300,45,7,31.0
ticks_20250922.xlsx,7011,22,30,600,45,7,38.0
ticks_20250922.xlsx,7011,14,60,600,45,7,57.0
ticks_20250922.xlsx,7011,10,90,600,45,7,36.0
ticks_20250922.xlsx,7011,16,30,900,45,7,44.0
ticks_20250922.xlsx,7011,14,60,900,45,7,57.0
ticks_20250922.xlsx,7011,10,90,900,45,7,42.0
