file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250905.xlsx,7011,100,30,300,15,1,-7.0
ticks_20250905.xlsx,7011,100,60,300,15,1,-48.0
ticks_20250905.xlsx,7011,100,90,300,15,1,-57.0
ticks_20250905.xlsx,7011,100,30,600,15,1,-54.0
ticks_20250905.xlsx,7011,100,60,600,15,1,-60.0
ticks_20250905.xlsx,7011,100,90,600,15,1,-91.0
ticks_20250905.xlsx,7011,100,30,900,15,1,-35.0
ticks_20250905.xlsx,7011,100,60,900,15,1,-47.0
ticks_20250905.xlsx,7011,82,90,900,15,1,-47.0
ticks_20250905.xlsx,7011,100,30,300,30,1,-6.0
ticks_20250905.xlsx,7011,100,60,300,30,1,-47.0
ticks_20250905.xlsx,7011,100,90,300,30,1,-55.0
ticks_20250905.xlsx,7011,100,30,600,30,1,-48.0
ticks_20250905.xlsx,7011,100,60,600,30,1,-55.0
ticks_20250905.xlsx,7011,100,90,600,30,1,-73.0
ticks_20250905.xlsx,7011,100,30,900,30,1,-26.0
ticks_20250905.xlsx,7011,100,60,900,30,1,-21.0
ticks_20250905.xlsx,7011,84,90,900,30,1,-47.0
ticks_20250905.xlsx,7011,100,30,300,45,1,-6.0
ticks_20250905.xlsx,7011,100,60,300,45,1,-47.0
ticks_20250905.xlsx,7011,100,90,300,45,1,-55.0
ticks_20250905.xlsx,7011,100,30,600,45,1,-48.0
ticks_20250905.xlsx,7011,100,60,600,45,1,-55.0
ticks_20250905.xlsx,7011,100,90,600,45,1,-72.0
ticks_20250905.xlsx,7011,100,30,900,45,1,-26.0
ticks_20250905.xlsx,7011,100,60,900,45,1,-21.0
ticks_20250905.xlsx,7011,86,90,900,45,1,-49.0
ticks_20250905.xlsx,7011,38,30,300,15,4,-9.0
ticks_20250905.xlsx,7011,30,60,300,15,4,-40.0
ticks_20250905.xlsx,7011,16,90,300,15,4,-8.0
ticks_20250905.xlsx,7011,26,30,600,15,4,-4.0
ticks_20250905.xlsx,7011,20,60,600,15,4,4.0
ticks_20250905.xlsx,7011,10,90,600,15,4,-39.0
ticks_20250905.xlsx,7011,26,30,900,15,4,-13.0
ticks_20250905.xlsx,7011,18,60,900,15,4,15.0
ticks_20250905.xlsx,7011,8,90,900,15,4,-32.0
ticks_20250905.xlsx,7011,100,30,300,30,4,-38.0
ticks_20250905.xlsx,7011,64,60,300,30,4,-44.0
ticks_20250905.xlsx,7011,42,90,300,30,4,-36.0
ticks_20250905.xlsx,7011,56,30,600,30,4,-19.0
ticks_20250905.xlsx,7011,40,60,600,30,4,-4.0
ticks_20250905.xlsx,7011,22,90,600,30,4,4.0
ticks_20250905.xlsx,7011,60,30,900,30,4,-9.0
ticks_20250905.xlsx,7011,32,60,900,30,4,-6.0
ticks_20250905.xlsx,7011,22,90,900,30,4,-24.0
ticks_20250905.xlsx,7011,100,30,300,45,4,-40.0
ticks_20250905.xlsx,7011,90,60,300,45,4,-60.0
ticks_20250905.xlsx,7011,68,90,300,45,4,-47.0
ticks_20250905.xlsx,7011,80,30,600,45,4,-46.0
ticks_20250905.xlsx,7011,60,60,600,45,4,-54.0
ticks_20250905.xlsx,7011,40,90,600,45,4,-19.0
ticks_20250905.xlsx,7011,74,30,900,45,4,-31.0
ticks_20250905.xlsx,7011,42,60,900,45,4,-18.0
ticks_20250905.xlsx,7011,34,90,900,45,4,-53.0
ticks_20250905.xlsx,7011,6,30,300,15,7,3.0
ticks_20250905.xlsx,7011,6,60,300,15,7,-23.0
ticks_20250905.xlsx,7011,4,90,300,15,7,-6.0
ticks_20250905.xlsx,7011,10,30,600,15,7,11.0
ticks_20250905.xlsx,7011,6,60,600,15,7,3.0
ticks_20250905.xlsx,7011,2,90,600,15,7,-12.0
ticks_20250905.xlsx,7011,4,30,900,15,7,-2.0
ticks_20250905.xlsx,7011,4,60,900,15,7,4.0
ticks_20250905.xlsx,7011,6,90,900,15,7,-4.0
ticks_20250905.xlsx,7011,24,30,300,30,7,21.0
ticks_20250905.xlsx,7011,16,60,300,30,7,-32.0
ticks_20250905.xlsx,7011,14,90,300,30,7,-34.0
ticks_20250905.xlsx,7011,24,30,600,30,7,18.0
ticks_20250905.xlsx,7011,14,60,600,30,7,5.0
ticks_20250905.xlsx,7011,12,90,600,30,7,-26.0
ticks_20250905.xlsx,7011,18,30,900,30,7,1.0
ticks_20250905.xlsx,7011,14,60,900,30,7,23.0
ticks_20250905.xlsx,7011,8,90,900,30,7,-32.0
ticks_20250905.xlsx,7011,40,30,300,45,7,-8.0
ticks_20250905.xlsx,7011,36,60,300,45,7,-34.0
ticks_20250905.xlsx,7011,24,90,300,45,7,-36.0
ticks_20250905.xlsx,7011,32,30,600,45,7,-3.0
ticks_20250905.xlsx,7011,22,60,600,45,7,34.0
ticks_20250905.xlsx,7011,20,90,600,45,7,5.0
ticks_20250905.xlsx,7011,24,30,900,45,7,-5.0
ticks_20250905.xlsx,7011,16,60,900,45,7,24.0
ticks_20250905.xlsx,7011,18,90,900,45,7,-8.0
