file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250924.xlsx,7011,100,30,300,15,1,2.0
ticks_20250924.xlsx,7011,100,60,300,15,1,40.0
ticks_20250924.xlsx,7011,100,90,300,15,1,7.0
ticks_20250924.xlsx,7011,100,30,600,15,1,11.0
ticks_20250924.xlsx,7011,100,60,600,15,1,-23.0
ticks_20250924.xlsx,7011,92,90,600,15,1,40.0
ticks_20250924.xlsx,7011,100,30,900,15,1,23.0
ticks_20250924.xlsx,7011,84,60,900,15,1,18.0
ticks_20250924.xlsx,7011,72,90,900,15,1,12.0
ticks_20250924.xlsx,7011,100,30,300,30,1,3.0
ticks_20250924.xlsx,7011,100,60,300,30,1,34.0
ticks_20250924.xlsx,7011,100,90,300,30,1,2.0
ticks_20250924.xlsx,7011,100,30,600,30,1,12.0
ticks_20250924.xlsx,7011,100,60,600,30,1,-16.0
ticks_20250924.xlsx,7011,98,90,600,30,1,40.0
ticks_20250924.xlsx,7011,100,30,900,30,1,5.0
ticks_20250924.xlsx,7011,88,60,900,30,1,10.0
ticks_20250924.xlsx,7011,72,90,900,30,1,12.0
ticks_20250924.xlsx,7011,100,30,300,45,1,3.0
ticks_20250924.xlsx,7011,100,60,300,45,1,34.0
ticks_20250924.xlsx,7011,100,90,300,45,1,2.0
ticks_20250924.xlsx,7011,100,30,600,45,1,12.0
ticks_20250924.xlsx,7011,100,60,600,45,1,-16.0
ticks_20250924.xlsx,7011,100,90,600,45,1,38.0
ticks_20250924.xlsx,7011,100,30,900,45,1,5.0
ticks_20250924.xlsx,7011,88,60,900,45,1,10.0
ticks_20250924.xlsx,7011,72,90,900,45,1,12.0
ticks_20250924.xlsx,7011,52,30,300,15,4,-56.0
ticks_20250924.xlsx,7011,30,60,300,15,4,-27.0
ticks_20250924.xlsx,7011,26,90,300,15,4,-24.0
ticks_20250924.xlsx,7011,32,30,600,15,4,11.0
ticks_20250924.xlsx,7011,24,60,600,15,4,-43.0
ticks_20250924.xlsx,7011,6,90,600,15,4,8.0
ticks_20250924.xlsx,7011,30,30,900,15,4,-14.0
ticks_20250924.xlsx,7011,16,60,900,15,4,-28.0
ticks_20250924.xlsx,7011,10,90,900,15,4,11.0
ticks_20250924.xlsx,7011,82,30,300,30,4,-37.0
ticks_20250924.xlsx,7011,56,60,300,30,4,-43.0
ticks_20250924.xlsx,7011,44,90,300,30,4,-45.0
ticks_20250924.xlsx,7011,64,30,600,30,4,-2.0
ticks_20250924.xlsx,7011,52,60,600,30,4,-35.0
ticks_20250924.xlsx,7011,34,90,600,30,4,-17.0
ticks_20250924.xlsx,7011,50,30,900,30,4,-15.0
ticks_20250924.xlsx,7011,34,60,900,30,4,-27.0
ticks_20250924.xlsx,7011,30,90,900,30,4,-25.0
ticks_20250924.xlsx,7011,100,30,300,45,4,-19.0
ticks_20250924.xlsx,7011,80,60,300,45,4,-27.0
ticks_20250924.xlsx,7011,62,90,300,45,4,-32.0
ticks_20250924.xlsx,7011,76,30,600,45,4,-8.0
ticks_20250924.xlsx,7011,64,60,600,45,4,-46.0
ticks_20250924.xlsx,7011,52,90,600,45,4,-7.0
ticks_20250924.xlsx,7011,62,30,900,45,4,-7.0
ticks_20250924.xlsx,7011,44,60,900,45,4,-14.0
ticks_20250924.xlsx,7011,36,90,900,45,4,-31.0
ticks_20250924.xlsx,7011,10,30,300,15,7,-26.0
ticks_20250924.xlsx,7011,6,60,300,15,7,-8.0
ticks_20250924.xlsx,7011,4,90,300,15,7,-9.0
ticks_20250924.xlsx,7011,12,30,600,15,7,-8.0
ticks_20250924.xlsx,7011,4,60,600,15,7,-1.0
ticks_20250924.xlsx,7011,0,90,600,15,7,0.0
ticks_20250924.xlsx,7011,10,30,900,15,7,12.0
ticks_20250924.xlsx,7011,8,60,900,15,7,-7.0
ticks_20250924.xlsx,7011,0,90,900,15,7,0.0
ticks_20250924.xlsx,7011,26,30,300,30,7,-43.0
ticks_20250924.xlsx,7011,18,60,300,30,7,-34.0
ticks_20250924.xlsx,7011,14,90,300,30,7,-33.0
ticks_20250924.xlsx,7011,24,30,600,30,7,-32.0
ticks_20250924.xlsx,7011,18,60,600,30,7,-11.0
ticks_20250924.xlsx,7011,4,90,600,30,7,-5.0
ticks_20250924.xlsx,7011,18,30,900,30,7,-18.0
ticks_20250924.xlsx,7011,14,60,900,30,7,-24.0
ticks_20250924.xlsx,7011,8,90,900,30,7,-21.0
ticks_20250924.xlsx,7011,44,30,300,45,7,-56.0
ticks_20250924.xlsx,7011,34,60,300,45,7,-16.0
ticks_20250924.xlsx,7011,26,90,300,45,7,-17.0
ticks_20250924.xlsx,7011,28,30,600,45,7,-41.0
ticks_20250924.xlsx,7011,34,60,600,45,7,-11.0
ticks_20250924.xlsx,7011,26,90,600,45,7,17.0
ticks_20250924.xlsx,7011,30,30,900,45,7,3.0
ticks_20250924.xlsx,7011,26,60,900,45,7,-21.0
ticks_20250924.xlsx,7011,16,90,900,45,7,-4.0
