file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20251007.xlsx,7011,100,30,300,15,1,83.0
ticks_20251007.xlsx,7011,100,60,300,15,1,77.0
ticks_20251007.xlsx,7011,100,90,300,15,1,9.0
ticks_20251007.xlsx,7011,100,30,600,15,1,89.0
ticks_20251007.xlsx,7011,100,60,600,15,1,92.0
ticks_20251007.xlsx,7011,94,90,600,15,1,151.0
ticks_20251007.xlsx,7011,100,30,900,15,1,202.0
ticks_20251007.xlsx,7011,78,60,900,15,1,203.0
ticks_20251007.xlsx,7011,66,90,900,15,1,213.0
ticks_20251007.xlsx,7011,100,30,300,30,1,83.0
ticks_20251007.xlsx,7011,100,60,300,30,1,77.0
ticks_20251007.xlsx,7011,100,90,300,30,1,9.0
ticks_20251007.xlsx,7011,100,30,600,30,1,96.0
ticks_20251007.xlsx,7011,100,60,600,30,1,92.0
ticks_20251007.xlsx,7011,98,90,600,30,1,136.0
ticks_20251007.xlsx,7011,100,30,900,30,1,202.0
ticks_20251007.xlsx,7011,78,60,900,30,1,203.0
ticks_20251007.xlsx,7011,66,90,900,30,1,213.0
ticks_20251007.xlsx,7011,100,30,300,45,1,83.0
ticks_20251007.xlsx,7011,100,60,300,45,1,77.0
ticks_20251007.xlsx,7011,100,90,300,45,1,9.0
ticks_20251007.xlsx,7011,100,30,600,45,1,96.0
ticks_20251007.xlsx,7011,100,60,600,45,1,92.0
ticks_20251007.xlsx,7011,98,90,600,45,1,136.0
ticks_20251007.xlsx,7011,100,30,900,45,1,202.0
ticks_20251007.xlsx,7011,78,60,900,45,1,203.0
ticks_20251007.xlsx,7011,66,90,900,45,1,213.0
ticks_20251007.xlsx,7011,84,30,300,15,4,143.0
ticks_20251007.xlsx,7011,62,60,300,15,4,-40.0
ticks_20251007.xlsx,7011,44,90,300,15,4,22.0
ticks_20251007.xlsx,7011,52,30,600,15,4,151.0
ticks_20251007.xlsx,7011,40,60,600,15,4,104.0
ticks_20251007.xlsx,7011,32,90,600,15,4,199.0
ticks_20251007.xlsx,7011,36,30,900,15,4,198.0
ticks_20251007.xlsx,7011,30,60,900,15,4,178.0
ticks_20251007.xlsx,7011,22,90,900,15,4,199.0
ticks_20251007.xlsx,7011,100,30,300,30,4,140.0
ticks_20251007.xlsx,7011,100,60,300,30,4,104.0
ticks_20251007.xlsx,7011,86,90,300,30,4,-12.0
ticks_20251007.xlsx,7011,94,30,600,30,4,147.0
ticks_20251007.xlsx,7011,68,60,600,30,4,95.0
ticks_20251007.xlsx,7011,56,90,600,30,4,91.0
ticks_20251007.xlsx,7011,66,30,900,30,4,193.0
ticks_20251007.xlsx,7011,50,60,900,30,4,194.0
ticks_20251007.xlsx,7011,38,90,900,30,4,182.0
ticks_20251007.xlsx,7011,100,30,300,45,4,116.0
ticks_20251007.xlsx,7011,100,60,300,45,4,123.0
ticks_20251007.xlsx,7011,100,90,300,45,4,37.0
ticks_20251007.xlsx,7011,100,30,600,45,4,140.0
ticks_20251007.xlsx,7011,78,60,600,45,4,78.0
ticks_20251007.xlsx,7011,70,90,600,45,4,110.0
ticks_20251007.xlsx,7011,80,30,900,45,4,194.0
ticks_20251007.xlsx,7011,58,60,900,45,4,192.0
ticks_20251007.xlsx,7011,44,90,900,45,4,191.0
ticks_20251007.xlsx,7011,22,30,300,15,7,107.0
ticks_20251007.xlsx,7011,16,60,300,15,7,49.0
ticks_20251007.xlsx,7011,22,90,300,15,7,6.0
ticks_20251007.xlsx,7011,18,30,600,15,7,122.0
ticks_20251007.xlsx,7011,16,60,600,15,7,89.0
ticks_20251007.xlsx,7011,14,90,600,15,7,166.0
ticks_20251007.xlsx,7011,12,30,900,15,7,96.0
ticks_20251007.xlsx,7011,14,60,900,15,7,60.0
ticks_20251007.xlsx,7011,14,90,900,15,7,197.0
ticks_20251007.xlsx,7011,58,30,300,30,7,130.0
ticks_20251007.xlsx,7011,42,60,300,30,7,39.0
ticks_20251007.xlsx,7011,34,90,300,30,7,19.0
ticks_20251007.xlsx,7011,44,30,600,30,7,141.0
ticks_20251007.xlsx,7011,38,60,600,30,7,48.0
ticks_20251007.xlsx,7011,30,90,600,30,7,130.0
ticks_20251007.xlsx,7011,34,30,900,30,7,216.0
ticks_20251007.xlsx,7011,26,60,900,30,7,41.0
ticks_20251007.xlsx,7011,20,90,900,30,7,193.0
ticks_20251007.xlsx,7011,84,30,300,45,7,141.0
ticks_20251007.xlsx,7011,72,60,300,45,7,98.0
ticks_20251007.xlsx,7011,52,90,300,45,7,-2.0
ticks_20251007.xlsx,7011,64,30,600,45,7,147.0
ticks_20251007.xlsx,7011,50,60,600,45,7,18.0
ticks_20251007.xlsx,7011,48,90,600,45,7,98.0
ticks_20251007.xlsx,7011,38,30,900,45,7,205.0
ticks_20251007.xlsx,7011,42,60,900,45,7,163.0
ticks_20251007.xlsx,7011,30,90,900,45,7,200.0
