file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250902.xlsx,7011,100,30,300,15,1,-7.0
ticks_20250902.xlsx,7011,100,60,300,15,1,-47.0
ticks_20250902.xlsx,7011,100,90,300,15,1,-26.0
ticks_20250902.xlsx,7011,100,30,600,15,1,-16.0
ticks_20250902.xlsx,7011,94,60,600,15,1,41.0
ticks_20250902.xlsx,7011,78,90,600,15,1,28.0
ticks_20250902.xlsx,7011,92,30,900,15,1,50.0
ticks_20250902.xlsx,7011,70,60,900,15,1,23.0
ticks_20250902.xlsx,7011,68,90,900,15,1,-2.0
ticks_20250902.xlsx,7011,100,30,300,30,1,-15.0
ticks_20250902.xlsx,7011,100,60,300,30,1,-7.0
ticks_20250902.xlsx,7011,100,90,300,30,1,-19.0
ticks_20250902.xlsx,7011,100,30,600,30,1,17.0
ticks_20250902.xlsx,7011,100,60,600,30,1,41.0
ticks_20250902.xlsx,7011,84,90,600,30,1,43.0
ticks_20250902.xlsx,7011,100,30,900,30,1,57.0
ticks_20250902.xlsx,7011,74,60,900,30,1,22.0
ticks_20250902.xlsx,7011,70,90,900,30,1,-4.0
ticks_20250902.xlsx,7011,100,30,300,45,1,-14.0
ticks_20250902.xlsx,7011,100,60,300,45,1,-6.0
ticks_20250902.xlsx,7011,100,90,300,45,1,-19.0
ticks_20250902.xlsx,7011,100,30,600,45,1,18.0
ticks_20250902.xlsx,7011,100,60,600,45,1,36.0
ticks_20250902.xlsx,7011,86,90,600,45,1,44.0
ticks_20250902.xlsx,7011,100,30,900,45,1,57.0
ticks_20250902.xlsx,7011,76,60,900,45,1,23.0
ticks_20250902.xlsx,7011,70,90,900,45,1,-4.0
ticks_20250902.xlsx,7011,14,30,300,15,4,10.0
ticks_20250902.xlsx,7011,8,60,300,15,4,-2.0
ticks_20250902.xlsx,7011,8,90,300,15,4,-13.0
ticks_20250902.xlsx,7011,12,30,600,15,4,17.0
ticks_20250902.xlsx,7011,6,60,600,15,4,5.0
ticks_20250902.xlsx,7011,6,90,600,15,4,-7.0
ticks_20250902.xlsx,7011,6,30,900,15,4,24.0
ticks_20250902.xlsx,7011,6,60,900,15,4,3.0
ticks_20250902.xlsx,7011,8,90,900,15,4,5.0
ticks_20250902.xlsx,7011,36,30,300,30,4,-2.0
ticks_20250902.xlsx,7011,30,60,300,30,4,-10.0
ticks_20250902.xlsx,7011,16,90,300,30,4,-8.0
ticks_20250902.xlsx,7011,30,30,600,30,4,4.0
ticks_20250902.xlsx,7011,18,60,600,30,4,-7.0
ticks_20250902.xlsx,7011,8,90,600,30,4,-9.0
ticks_20250902.xlsx,7011,18,30,900,30,4,13.0
ticks_20250902.xlsx,7011,14,60,900,30,4,-8.0
ticks_20250902.xlsx,7011,14,90,900,30,4,-6.0
ticks_20250902.xlsx,7011,52,30,300,45,4,-10.0
ticks_20250902.xlsx,7011,48,60,300,45,4,-22.0
ticks_20250902.xlsx,7011,30,90,300,45,4,-11.0
ticks_20250902.xlsx,7011,40,30,600,45,4,-5.0
ticks_20250902.xlsx,7011,26,60,600,45,4,-3.0
ticks_20250902.xlsx,7011,14,90,600,45,4,-17.0
ticks_20250902.xlsx,7011,22,30,900,45,4,7.0
ticks_20250902.xlsx,7011,20,60,900,45,4,-15.0
ticks_20250902.xlsx,7011,16,90,900,45,4,-12.0
ticks_20250902.xlsx,7011,4,30,300,15,7,26.0
ticks_20250902.xlsx,7011,4,60,300,15,7,3.0
ticks_20250902.xlsx,7011,0,90,300,15,7,0.0
ticks_20250902.xlsx,7011,2,30,600,15,7,28.0
ticks_20250902.xlsx,7011,6,60,600,15,7,2.0
ticks_20250902.xlsx,7011,0,90,600,15,7,0.0
ticks_20250902.xlsx,7011,2,30,900,15,7,31.0
ticks_20250902.xlsx,7011,6,60,900,15,7,3.0
ticks_20250902.xlsx,7011,2,90,900,15,7,-4.0
ticks_20250902.xlsx,7011,8,30,300,30,7,22.0
ticks_20250902.xlsx,7011,6,60,300,30,7,-3.0
ticks_20250902.xlsx,7011,4,90,300,30,7,16.0
ticks_20250902.xlsx,7011,10,30,600,30,7,7.0
ticks_20250902.xlsx,7011,6,60,600,30,7,5.0
ticks_20250902.xlsx,7011,4,90,600,30,7,18.0
ticks_20250902.xlsx,7011,6,30,900,30,7,23.0
ticks_20250902.xlsx,7011,6,60,900,30,7,3.0
ticks_20250902.xlsx,7011,4,90,900,30,7,19.0
ticks_20250902.xlsx,7011,10,30,300,45,7,19.0
ticks_20250902.xlsx,7011,6,60,300,45,7,-3.0
ticks_20250902.xlsx,7011,6,90,300,45,7,-9.0
ticks_20250902.xlsx,7011,10,30,600,45,7,7.0
ticks_20250902.xlsx,7011,12,60,600,45,7,-10.0
ticks_20250902.xlsx,7011,8,90,600,45,7,-9.0
ticks_20250902.xlsx,7011,10,30,900,45,7,18.0
ticks_20250902.xlsx,7011,8,60,900,45,7,-3.0
ticks_20250902.xlsx,7011,6,90,900,45,7,-6.0
