file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250826.xlsx,7011,100,30,300,15,1,-42.0
ticks_20250826.xlsx,7011,100,60,300,15,1,-18.0
ticks_20250826.xlsx,7011,100,90,300,15,1,-12.0
ticks_20250826.xlsx,7011,100,30,600,15,1,5.0
ticks_20250826.xlsx,7011,90,60,600,15,1,-6.0
ticks_20250826.xlsx,7011,76,90,600,15,1,-15.0
ticks_20250826.xlsx,7011,100,30,900,15,1,-25.0
ticks_20250826.xlsx,7011,90,60,900,15,1,-26.0
ticks_20250826.xlsx,7011,72,90,900,15,1,-14.0
ticks_20250826.xlsx,7011,100,30,300,30,1,-44.0
ticks_20250826.xlsx,7011,100,60,300,30,1,-14.0
ticks_20250826.xlsx,7011,100,90,300,30,1,-22.0
ticks_20250826.xlsx,7011,100,30,600,30,1,5.0
ticks_20250826.xlsx,7011,100,60,600,30,1,-1.0
ticks_20250826.xlsx,7011,86,90,600,30,1,-13.0
ticks_20250826.xlsx,7011,100,30,900,30,1,-3.0
ticks_20250826.xlsx,7011,100,60,900,30,1,-32.0
ticks_20250826.xlsx,7011,78,90,900,30,1,-20.0
ticks_20250826.xlsx,7011,100,30,300,45,1,-31.0
ticks_20250826.xlsx,7011,100,60,300,45,1,-20.0
ticks_20250826.xlsx,7011,100,90,300,45,1,-22.0
ticks_20250826.xlsx,7011,100,30,600,45,1,5.0
ticks_20250826.xlsx,7011,100,60,600,45,1,1.0
ticks_20250826.xlsx,7011,90,90,600,45,1,-14.0
ticks_20250826.xlsx,7011,100,30,900,45,1,-4.0
ticks_20250826.xlsx,7011,100,60,900,45,1,-22.0
ticks_20250826.xlsx,7011,82,90,900,45,1,-23.0
ticks_20250826.xlsx,7011,14,30,300,15,4,-6.0
ticks_20250826.xlsx,7011,6,60,300,15,4,-5.0
ticks_20250826.xlsx,7011,16,90,300,15,4,-8.0
ticks_20250826.xlsx,7011,12,30,600,15,4,-14.0
ticks_20250826.xlsx,7011,6,60,600,15,4,-7.0
ticks_20250826.xlsx,7011,8,90,600,15,4,-10.0
ticks_20250826.xlsx,7011,10,30,900,15,4,-16.0
ticks_20250826.xlsx,7011,14,60,900,15,4,8.0
ticks_20250826.xlsx,7011,8,90,900,15,4,-9.0
ticks_20250826.xlsx,7011,40,30,300,30,4,-25.0
ticks_20250826.xlsx,7011,22,60,300,30,4,4.0
ticks_20250826.xlsx,7011,20,90,300,30,4,-1.0
ticks_20250826.xlsx,7011,22,30,600,30,4,2.0
ticks_20250826.xlsx,7011,14,60,600,30,4,-7.0
ticks_20250826.xlsx,7011,10,90,600,30,4,12.0
ticks_20250826.xlsx,7011,18,30,900,30,4,-4.0
ticks_20250826.xlsx,7011,20,60,900,30,4,-8.0
ticks_20250826.xlsx,7011,16,90,900,30,4,12.0
ticks_20250826.xlsx,7011,54,30,300,45,4,-29.0
ticks_20250826.xlsx,7011,38,60,300,45,4,2.0
ticks_20250826.xlsx,7011,34,90,300,45,4,5.0
ticks_20250826.xlsx,7011,28,30,600,45,4,-5.0
ticks_20250826.xlsx,7011,20,60,600,45,4,-21.0
ticks_20250826.xlsx,7011,16,90,600,45,4,5.0
ticks_20250826.xlsx,7011,28,30,900,45,4,-15.0
ticks_20250826.xlsx,7011,24,60,900,45,4,-11.0
ticks_20250826.xlsx,7011,22,90,900,45,4,-3.0
ticks_20250826.xlsx,7011,2,30,300,15,7,-5.0
ticks_20250826.xlsx,7011,0,60,300,15,7,0.0
ticks_20250826.xlsx,7011,4,90,300,15,7,7.0
ticks_20250826.xlsx,7011,2,30,600,15,7,-4.0
ticks_20250826.xlsx,7011,0,60,600,15,7,0.0
ticks_20250826.xlsx,7011,2,90,600,15,7,1.0
ticks_20250826.xlsx,7011,2,30,900,15,7,-4.0
ticks_20250826.xlsx,7011,0,60,900,15,7,0.0
ticks_20250826.xlsx,7011,2,90,900,15,7,1.0
ticks_20250826.xlsx,7011,8,30,300,30,7,-7.0
ticks_20250826.xlsx,7011,4,60,300,30,7,-5.0
ticks_20250826.xlsx,7011,6,90,300,30,7,6.0
ticks_20250826.xlsx,7011,8,30,600,30,7,-5.0
ticks_20250826.xlsx,7011,4,60,600,30,7,-7.0
ticks_20250826.xlsx,7011,6,90,600,30,7,-3.0
ticks_20250826.xlsx,7011,8,30,900,30,7,-11.0
ticks_20250826.xlsx,7011,8,60,900,30,7,6.0
ticks_20250826.xlsx,7011,8,90,900,30,7,17.0
ticks_20250826.xlsx,7011,14,30,300,45,7,-20.0
ticks_20250826.xlsx,7011,10,60,300,45,7,-7.0
ticks_20250826.xlsx,7011,8,90,300,45,7,16.0
ticks_20250826.xlsx,7011,12,30,600,45,7,-13.0
ticks_20250826.xlsx,7011,10,60,600,45,7,0.0
ticks_20250826.xlsx,7011,8,90,600,45,7,19.0
ticks_20250826.xlsx,7011,12,30,900,45,7,6.0
ticks_20250826.xlsx,7011,16,60,900,45,7,-14.0
ticks_20250826.xlsx,7011,10,90,900,45,7,11.0
