file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250904.xlsx,7011,100,30,300,15,1,-21.0
ticks_20250904.xlsx,7011,100,60,300,15,1,-24.0
ticks_20250904.xlsx,7011,100,90,300,15,1,-32.0
ticks_20250904.xlsx,7011,100,30,600,15,1,-24.0
ticks_20250904.xlsx,7011,100,60,600,15,1,-6.0
ticks_20250904.xlsx,7011,100,90,600,15,1,-9.0
ticks_20250904.xlsx,7011,100,30,900,15,1,-9.0
ticks_20250904.xlsx,7011,100,60,900,15,1,-45.0
ticks_20250904.xlsx,7011,88,90,900,15,1,-27.0
ticks_20250904.xlsx,7011,100,30,300,30,1,-16.0
ticks_20250904.xlsx,7011,100,60,300,30,1,-13.0
ticks_20250904.xlsx,7011,100,90,300,30,1,-30.0
ticks_20250904.xlsx,7011,100,30,600,30,1,-19.0
ticks_20250904.xlsx,7011,100,60,600,30,1,-5.0
ticks_20250904.xlsx,7011,100,90,600,30,1,-21.0
ticks_20250904.xlsx,7011,100,30,900,30,1,-8.0
ticks_20250904.xlsx,7011,100,60,900,30,1,-19.0
ticks_20250904.xlsx,7011,96,90,900,30,1,-23.0
ticks_20250904.xlsx,7011,100,30,300,45,1,-16.0
ticks_20250904.xlsx,7011,100,60,300,45,1,-13.0
ticks_20250904.xlsx,7011,100,90,300,45,1,-30.0
ticks_20250904.xlsx,7011,100,30,600,45,1,-19.0
ticks_20250904.xlsx,7011,100,60,600,45,1,-8.0
ticks_20250904.xlsx,7011,100,90,600,45,1,-18.0
ticks_20250904.xlsx,7011,100,30,900,45,1,-7.0
ticks_20250904.xlsx,7011,100,60,900,45,1,-19.0
ticks_20250904.xlsx,7011,98,90,900,45,1,-25.0
ticks_20250904.xlsx,7011,24,30,300,15,4,-24.0
ticks_20250904.xlsx,7011,22,60,300,15,4,12.0
ticks_20250904.xlsx,7011,16,90,300,15,4,-12.0
ticks_20250904.xlsx,7011,12,30,600,15,4,29.0
ticks_20250904.xlsx,7011,10,60,600,15,4,18.0
ticks_20250904.xlsx,7011,8,90,600,15,4,-1.0
ticks_20250904.xlsx,7011,12,30,900,15,4,34.0
ticks_20250904.xlsx,7011,10,60,900,15,4,1.0
ticks_20250904.xlsx,7011,6,90,900,15,4,-19.0
ticks_20250904.xlsx,7011,78,30,300,30,4,11.0
ticks_20250904.xlsx,7011,44,60,300,30,4,21.0
ticks_20250904.xlsx,7011,42,90,300,30,4,-21.0
ticks_20250904.xlsx,7011,54,30,600,30,4,9.0
ticks_20250904.xlsx,7011,22,60,600,30,4,30.0
ticks_20250904.xlsx,7011,14,90,600,30,4,3.0
ticks_20250904.xlsx,7011,36,30,900,30,4,23.0
ticks_20250904.xlsx,7011,20,60,900,30,4,20.0
ticks_20250904.xlsx,7011,16,90,900,30,4,-12.0
ticks_20250904.xlsx,7011,100,30,300,45,4,-17.0
ticks_20250904.xlsx,7011,72,60,300,45,4,27.0
ticks_20250904.xlsx,7011,62,90,300,45,4,-17.0
ticks_20250904.xlsx,7011,70,30,600,45,4,-8.0
ticks_20250904.xlsx,7011,50,60,600,45,4,22.0
ticks_20250904.xlsx,7011,26,90,600,45,4,12.0
ticks_20250904.xlsx,7011,46,30,900,45,4,20.0
ticks_20250904.xlsx,7011,26,60,900,45,4,22.0
ticks_20250904.xlsx,7011,20,90,900,45,4,12.0
ticks_20250904.xlsx,7011,2,30,300,15,7,-7.0
ticks_20250904.xlsx,7011,2,60,300,15,7,2.0
ticks_20250904.xlsx,7011,0,90,300,15,7,0.0
ticks_20250904.xlsx,7011,2,30,600,15,7,5.0
ticks_20250904.xlsx,7011,0,60,600,15,7,0.0
ticks_20250904.xlsx,7011,2,90,600,15,7,12.0
ticks_20250904.xlsx,7011,2,30,900,15,7,6.0
ticks_20250904.xlsx,7011,2,60,900,15,7,-2.0
ticks_20250904.xlsx,7011,0,90,900,15,7,0.0
ticks_20250904.xlsx,7011,16,30,300,30,7,-7.0
ticks_20250904.xlsx,7011,16,60,300,30,7,18.0
ticks_20250904.xlsx,7011,8,90,300,30,7,14.0
ticks_20250904.xlsx,7011,8,30,600,30,7,14.0
ticks_20250904.xlsx,7011,4,60,600,30,7,18.0
ticks_20250904.xlsx,7011,6,90,600,30,7,11.0
ticks_20250904.xlsx,7011,6,30,900,30,7,19.0
ticks_20250904.xlsx,7011,4,60,900,30,7,5.0
ticks_20250904.xlsx,7011,6,90,900,30,7,-19.0
ticks_20250904.xlsx,7011,22,30,300,45,7,-19.0
ticks_20250904.xlsx,7011,24,60,300,45,7,18.0
ticks_20250904.xlsx,7011,16,90,300,45,7,5.0
ticks_20250904.xlsx,7011,16,30,600,45,7,15.0
ticks_20250904.xlsx,7011,8,60,600,45,7,11.0
ticks_20250904.xlsx,7011,8,90,600,45,7,26.0
ticks_20250904.xlsx,7011,10,30,900,45,7,16.0
ticks_20250904.xlsx,7011,10,60,900,45,7,1.0
ticks_20250904.xlsx,7011,10,90,900,45,7,-8.0
