file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20251126.xlsx,7011,100,30,300,15,1,-86.0
ticks_20251126.xlsx,7011,100,60,300,15,1,-79.0
ticks_20251126.xlsx,7011,100,90,300,15,1,-77.0
ticks_20251126.xlsx,7011,100,30,600,15,1,-5.0
ticks_20251126.xlsx,7011,100,60,600,15,1,-10.0
ticks_20251126.xlsx,7011,98,90,600,15,1,3.0
ticks_20251126.xlsx,7011,100,30,900,15,1,-8.0
ticks_20251126.xlsx,7011,86,60,900,15,1,-42.0
ticks_20251126.xlsx,7011,68,90,900,15,1,29.0
ticks_20251126.xlsx,7011,100,30,300,30,1,-86.0
ticks_20251126.xlsx,7011,100,60,300,30,1,-77.0
ticks_20251126.xlsx,7011,100,90,300,30,1,-69.0
ticks_20251126.xlsx,7011,100,30,600,30,1,-9.0
ticks_20251126.xlsx,7011,100,60,600,30,1,-11.0
ticks_20251126.xlsx,7011,100,90,600,30,1,3.0
ticks_20251126.xlsx,7011,100,30,900,30,1,-9.0
ticks_20251126.xlsx,7011,88,60,900,30,1,-44.0
ticks_20251126.xlsx,7011,72,90,900,30,1,28.0
ticks_20251126.xlsx,7011,100,30,300,45,1,-86.0
ticks_20251126.xlsx,7011,100,60,300,45,1,-77.0
ticks_20251126.xlsx,7011,100,90,300,45,1,-69.0
ticks_20251126.xlsx,7011,100,30,600,45,1,-9.0
ticks_20251126.xlsx,7011,100,60,600,45,1,-11.0
ticks_20251126.xlsx,7011,100,90,600,45,1,3.0
ticks_20251126.xlsx,7011,100,30,900,45,1,-9.0
ticks_20251126.xlsx,7011,90,60,900,45,1,-48.0
ticks_20251126.xlsx,7011,72,90,900,45,1,28.0
ticks_20251126.xlsx,7011,62,30,300,15,4,-1.0
ticks_20251126.xlsx,7011,36,60,300,15,4,-29.0
ticks_20251126.xlsx,7011,32,90,300,15,4,-5.0
ticks_20251126.xlsx,7011,32,30,600,15,4,7.0
ticks_20251126.xlsx,7011,20,60,600,15,4,9.0
ticks_20251126.xlsx,7011,14,90,600,15,4,32.0
ticks_20251126.xlsx,7011,18,30,900,15,4,33.0
ticks_20251126.xlsx,7011,22,60,900,15,4,-29.0
ticks_20251126.xlsx,7011,8,90,900,15,4,3.0
ticks_20251126.xlsx,7011,100,30,300,30,4,-68.0
ticks_20251126.xlsx,7011,76,60,300,30,4,-9.0
ticks_20251126.xlsx,7011,72,90,300,30,4,-42.0
ticks_20251126.xlsx,7011,62,30,600,30,4,1.0
ticks_20251126.xlsx,7011,46,60,600,30,4,-1.0
ticks_20251126.xlsx,7011,40,90,600,30,4,52.0
ticks_20251126.xlsx,7011,52,30,900,30,4,5.0
ticks_20251126.xlsx,7011,44,60,900,30,4,-14.0
ticks_20251126.xlsx,7011,32,90,900,30,4,1.0
ticks_20251126.xlsx,7011,100,30,300,45,4,-76.0
ticks_20251126.xlsx,7011,100,60,300,45,4,-33.0
ticks_20251126.xlsx,7011,98,90,300,45,4,-71.0
ticks_20251126.xlsx,7011,82,30,600,45,4,25.0
ticks_20251126.xlsx,7011,64,60,600,45,4,5.0
ticks_20251126.xlsx,7011,50,90,600,45,4,38.0
ticks_20251126.xlsx,7011,64,30,900,45,4,15.0
ticks_20251126.xlsx,7011,60,60,900,45,4,-32.0
ticks_20251126.xlsx,7011,40,90,900,45,4,40.0
ticks_20251126.xlsx,7011,8,30,300,15,7,24.0
ticks_20251126.xlsx,7011,6,60,300,15,7,17.0
ticks_20251126.xlsx,7011,2,90,300,15,7,2.0
ticks_20251126.xlsx,7011,8,30,600,15,7,26.0
ticks_20251126.xlsx,7011,4,60,600,15,7,-7.0
ticks_20251126.xlsx,7011,2,90,600,15,7,-4.0
ticks_20251126.xlsx,7011,4,30,900,15,7,-7.0
ticks_20251126.xlsx,7011,4,60,900,15,7,-6.0
ticks_20251126.xlsx,7011,2,90,900,15,7,-7.0
ticks_20251126.xlsx,7011,30,30,300,30,7,5.0
ticks_20251126.xlsx,7011,22,60,300,30,7,-15.0
ticks_20251126.xlsx,7011,20,90,300,30,7,-16.0
ticks_20251126.xlsx,7011,18,30,600,30,7,3.0
ticks_20251126.xlsx,7011,12,60,600,30,7,-4.0
ticks_20251126.xlsx,7011,8,90,600,30,7,-9.0
ticks_20251126.xlsx,7011,14,30,900,30,7,30.0
ticks_20251126.xlsx,7011,12,60,900,30,7,-27.0
ticks_20251126.xlsx,7011,4,90,900,30,7,-11.0
ticks_20251126.xlsx,7011,52,30,300,45,7,-30.0
ticks_20251126.xlsx,7011,36,60,300,45,7,-21.0
ticks_20251126.xlsx,7011,32,90,300,45,7,-17.0
ticks_20251126.xlsx,7011,28,30,600,45,7,-6.0
ticks_20251126.xlsx,7011,20,60,600,45,7,-32.0
ticks_20251126.xlsx,7011,12,90,600,45,7,10.0
ticks_20251126.xlsx,7011,22,30,900,45,7,17.0
ticks_20251126.xlsx,7011,24,60,900,45,7,-7.0
ticks_20251126.xlsx,7011,10,90,900,45,7,-12.0
