file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250901.xlsx,7011,100,30,300,15,1,3.0
ticks_20250901.xlsx,7011,100,60,300,15,1,52.0
ticks_20250901.xlsx,7011,100,90,300,15,1,109.0
ticks_20250901.xlsx,7011,100,30,600,15,1,68.0
ticks_20250901.xlsx,7011,72,60,600,15,1,136.0
ticks_20250901.xlsx,7011,64,90,600,15,1,116.0
ticks_20250901.xlsx,7011,58,30,900,15,1,83.0
ticks_20250901.xlsx,7011,44,60,900,15,1,191.0
ticks_20250901.xlsx,7011,32,90,900,15,1,187.0
ticks_20250901.xlsx,7011,100,30,300,30,1,-5.0
ticks_20250901.xlsx,7011,100,60,300,30,1,84.0
ticks_20250901.xlsx,7011,100,90,300,30,1,104.0
ticks_20250901.xlsx,7011,100,30,600,30,1,66.0
ticks_20250901.xlsx,7011,82,60,600,30,1,146.0
ticks_20250901.xlsx,7011,70,90,600,30,1,118.0
ticks_20250901.xlsx,7011,74,30,900,30,1,90.0
ticks_20250901.xlsx,7011,58,60,900,30,1,198.0
ticks_20250901.xlsx,7011,40,90,900,30,1,184.0
ticks_20250901.xlsx,7011,100,30,300,45,1,-4.0
ticks_20250901.xlsx,7011,100,60,300,45,1,84.0
ticks_20250901.xlsx,7011,100,90,300,45,1,105.0
ticks_20250901.xlsx,7011,100,30,600,45,1,56.0
ticks_20250901.xlsx,7011,82,60,600,45,1,146.0
ticks_20250901.xlsx,7011,74,90,600,45,1,128.0
ticks_20250901.xlsx,7011,76,30,900,45,1,90.0
ticks_20250901.xlsx,7011,58,60,900,45,1,198.0
ticks_20250901.xlsx,7011,42,90,900,45,1,204.0
ticks_20250901.xlsx,7011,32,30,300,15,4,-26.0
ticks_20250901.xlsx,7011,28,60,300,15,4,89.0
ticks_20250901.xlsx,7011,20,90,300,15,4,50.0
ticks_20250901.xlsx,7011,8,30,600,15,4,4.0
ticks_20250901.xlsx,7011,8,60,600,15,4,130.0
ticks_20250901.xlsx,7011,10,90,600,15,4,103.0
ticks_20250901.xlsx,7011,8,30,900,15,4,46.0
ticks_20250901.xlsx,7011,10,60,900,15,4,177.0
ticks_20250901.xlsx,7011,4,90,900,15,4,94.0
ticks_20250901.xlsx,7011,84,30,300,30,4,-9.0
ticks_20250901.xlsx,7011,48,60,300,30,4,57.0
ticks_20250901.xlsx,7011,38,90,300,30,4,117.0
ticks_20250901.xlsx,7011,34,30,600,30,4,61.0
ticks_20250901.xlsx,7011,22,60,600,30,4,131.0
ticks_20250901.xlsx,7011,26,90,600,30,4,105.0
ticks_20250901.xlsx,7011,26,30,900,30,4,96.0
ticks_20250901.xlsx,7011,16,60,900,30,4,181.0
ticks_20250901.xlsx,7011,8,90,900,30,4,172.0
ticks_20250901.xlsx,7011,100,30,300,45,4,9.0
ticks_20250901.xlsx,7011,68,60,300,45,4,68.0
ticks_20250901.xlsx,7011,58,90,300,45,4,77.0
ticks_20250901.xlsx,7011,48,30,600,45,4,52.0
ticks_20250901.xlsx,7011,36,60,600,45,4,150.0
ticks_20250901.xlsx,7011,28,90,600,45,4,109.0
ticks_20250901.xlsx,7011,26,30,900,45,4,96.0
ticks_20250901.xlsx,7011,20,60,900,45,4,185.0
ticks_20250901.xlsx,7011,14,90,900,45,4,194.0
ticks_20250901.xlsx,7011,8,30,300,15,7,-25.0
ticks_20250901.xlsx,7011,6,60,300,15,7,37.0
ticks_20250901.xlsx,7011,4,90,300,15,7,36.0
ticks_20250901.xlsx,7011,0,30,600,15,7,0.0
ticks_20250901.xlsx,7011,2,60,600,15,7,92.0
ticks_20250901.xlsx,7011,2,90,600,15,7,89.0
ticks_20250901.xlsx,7011,0,30,900,15,7,0.0
ticks_20250901.xlsx,7011,2,60,900,15,7,91.0
ticks_20250901.xlsx,7011,2,90,900,15,7,90.0
ticks_20250901.xlsx,7011,22,30,300,30,7,21.0
ticks_20250901.xlsx,7011,18,60,300,30,7,67.0
ticks_20250901.xlsx,7011,16,90,300,30,7,110.0
ticks_20250901.xlsx,7011,4,30,600,30,7,23.0
ticks_20250901.xlsx,7011,4,60,600,30,7,121.0
ticks_20250901.xlsx,7011,4,90,600,30,7,95.0
ticks_20250901.xlsx,7011,4,30,900,30,7,22.0
ticks_20250901.xlsx,7011,4,60,900,30,7,109.0
ticks_20250901.xlsx,7011,6,90,900,30,7,109.0
ticks_20250901.xlsx,7011,36,30,300,45,7,-11.0
ticks_20250901.xlsx,7011,28,60,300,45,7,82.0
ticks_20250901.xlsx,7011,20,90,300,45,7,93.0
ticks_20250901.xlsx,7011,10,30,600,45,7,40.0
ticks_20250901.xlsx,7011,6,60,600,45,7,129.0
ticks_20250901.xlsx,7011,8,90,600,45,7,107.0
ticks_20250901.xlsx,7011,4,30,900,45,7,22.0
ticks_20250901.xlsx,7011,8,60,900,45,7,175.0
ticks_20250901.xlsx,7011,6,90,900,45,7,109.0
