file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20251202.xlsx,7011,100,30,300,15,1,-40.0
ticks_20251202.xlsx,7011,100,60,300,15,1,-75.0
ticks_20251202.xlsx,7011,100,90,300,15,1,-65.0
ticks_20251202.xlsx,7011,100,30,600,15,1,13.0
ticks_20251202.xlsx,7011,100,60,600,15,1,-17.0
ticks_20251202.xlsx,7011,94,90,600,15,1,11.0
ticks_20251202.xlsx,7011,100,30,900,15,1,-11.0
ticks_20251202.xlsx,7011,76,60,900,15,1,-6.0
ticks_20251202.xlsx,7011,72,90,900,15,1,-11.0
ticks_20251202.xlsx,7011,100,30,300,30,1,-40.0
ticks_20251202.xlsx,7011,100,60,300,30,1,-77.0
ticks_20251202.xlsx,7011,100,90,300,30,1,-71.0
ticks_20251202.xlsx,7011,100,30,600,30,1,3.0
ticks_20251202.xlsx,7011,100,60,600,30,1,-16.0
ticks_20251202.xlsx,7011,100,90,600,30,1,7.0
ticks_20251202.xlsx,7011,100,30,900,30,1,9.0
ticks_20251202.xlsx,7011,82,60,900,30,1,-11.0
ticks_20251202.xlsx,7011,76,90,900,30,1,1.0
ticks_20251202.xlsx,7011,100,30,300,45,1,-40.0
ticks_20251202.xlsx,7011,100,60,300,45,1,-77.0
ticks_20251202.xlsx,7011,100,90,300,45,1,-88.0
ticks_20251202.xlsx,7011,100,30,600,45,1,3.0
ticks_20251202.xlsx,7011,100,60,600,45,1,-16.0
ticks_20251202.xlsx,7011,100,90,600,45,1,7.0
ticks_20251202.xlsx,7011,100,30,900,45,1,8.0
ticks_20251202.xlsx,7011,86,60,900,45,1,-16.0
ticks_20251202.xlsx,7011,78,90,900,45,1,0.0
ticks_20251202.xlsx,7011,20,30,300,15,4,-2.0
ticks_20251202.xlsx,7011,14,60,300,15,4,-6.0
ticks_20251202.xlsx,7011,18,90,300,15,4,-17.0
ticks_20251202.xlsx,7011,12,30,600,15,4,2.0
ticks_20251202.xlsx,7011,10,60,600,15,4,6.0
ticks_20251202.xlsx,7011,10,90,600,15,4,2.0
ticks_20251202.xlsx,7011,16,30,900,15,4,-6.0
ticks_20251202.xlsx,7011,10,60,900,15,4,-1.0
ticks_20251202.xlsx,7011,10,90,900,15,4,4.0
ticks_20251202.xlsx,7011,70,30,300,30,4,-25.0
ticks_20251202.xlsx,7011,50,60,300,30,4,-27.0
ticks_20251202.xlsx,7011,38,90,300,30,4,-35.0
ticks_20251202.xlsx,7011,40,30,600,30,4,7.0
ticks_20251202.xlsx,7011,30,60,600,30,4,-5.0
ticks_20251202.xlsx,7011,20,90,600,30,4,12.0
ticks_20251202.xlsx,7011,28,30,900,30,4,-11.0
ticks_20251202.xlsx,7011,26,60,900,30,4,-8.0
ticks_20251202.xlsx,7011,14,90,900,30,4,-2.0
ticks_20251202.xlsx,7011,100,30,300,45,4,-39.0
ticks_20251202.xlsx,7011,72,60,300,45,4,-41.0
ticks_20251202.xlsx,7011,72,90,300,45,4,-41.0
ticks_20251202.xlsx,7011,58,30,600,45,4,-5.0
ticks_20251202.xlsx,7011,46,60,600,45,4,0.0
ticks_20251202.xlsx,7011,32,90,600,45,4,16.0
ticks_20251202.xlsx,7011,46,30,900,45,4,18.0
ticks_20251202.xlsx,7011,40,60,900,45,4,-14.0
ticks_20251202.xlsx,7011,20,90,900,45,4,-14.0
ticks_20251202.xlsx,7011,6,30,300,15,7,10.0
ticks_20251202.xlsx,7011,4,60,300,15,7,-14.0
ticks_20251202.xlsx,7011,2,90,300,15,7,-11.0
ticks_20251202.xlsx,7011,4,30,600,15,7,-2.0
ticks_20251202.xlsx,7011,4,60,600,15,7,-14.0
ticks_20251202.xlsx,7011,2,90,600,15,7,-9.0
ticks_20251202.xlsx,7011,4,30,900,15,7,-4.0
ticks_20251202.xlsx,7011,2,60,900,15,7,-6.0
ticks_20251202.xlsx,7011,0,90,900,15,7,0.0
ticks_20251202.xlsx,7011,12,30,300,30,7,6.0
ticks_20251202.xlsx,7011,10,60,300,30,7,2.0
ticks_20251202.xlsx,7011,8,90,300,30,7,-21.0
ticks_20251202.xlsx,7011,12,30,600,30,7,0.0
ticks_20251202.xlsx,7011,10,60,600,30,7,9.0
ticks_20251202.xlsx,7011,6,90,600,30,7,4.0
ticks_20251202.xlsx,7011,10,30,900,30,7,10.0
ticks_20251202.xlsx,7011,6,60,900,30,7,-11.0
ticks_20251202.xlsx,7011,4,90,900,30,7,5.0
ticks_20251202.xlsx,7011,22,30,300,45,7,3.0
ticks_20251202.xlsx,7011,22,60,300,45,7,-10.0
ticks_20251202.xlsx,7011,12,90,300,45,7,-8.0
ticks_20251202.xlsx,7011,14,30,600,45,7,-1.0
ticks_20251202.xlsx,7011,14,60,600,45,7,17.0
ticks_20251202.xlsx,7011,12,90,600,45,7,16.0
ticks_20251202.xlsx,7011,14,30,900,45,7,6.0
ticks_20251202.xlsx,7011,12,60,900,45,7,-7.0
ticks_20251202.xlsx,7011,8,90,900,45,7,9.0
