file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20251030.xlsx,7011,100,30,300,15,1,-54.0
ticks_20251030.xlsx,7011,100,60,300,15,1,-7.0
ticks_20251030.xlsx,7011,100,90,300,15,1,-75.0
ticks_20251030.xlsx,7011,100,30,600,15,1,-20.0
ticks_20251030.xlsx,7011,100,60,600,15,1,-38.0
ticks_20251030.xlsx,7011,100,90,600,15,1,-39.0
ticks_20251030.xlsx,7011,100,30,900,15,1,-29.0
ticks_20251030.xlsx,7011,98,60,900,15,1,-24.0
ticks_20251030.xlsx,7011,82,90,900,15,1,-44.0
ticks_20251030.xlsx,7011,100,30,300,30,1,-54.0
ticks_20251030.xlsx,7011,100,60,300,30,1,-37.0
ticks_20251030.xlsx,7011,100,90,300,30,1,-68.0
ticks_20251030.xlsx,7011,100,30,600,30,1,-29.0
ticks_20251030.xlsx,7011,100,60,600,30,1,-76.0
ticks_20251030.xlsx,7011,100,90,600,30,1,-74.0
ticks_20251030.xlsx,7011,100,30,900,30,1,-21.0
ticks_20251030.xlsx,7011,100,60,900,30,1,-25.0
ticks_20251030.xlsx,7011,84,90,900,30,1,-46.0
ticks_20251030.xlsx,7011,100,30,300,45,1,-54.0
ticks_20251030.xlsx,7011,100,60,300,45,1,-34.0
ticks_20251030.xlsx,7011,100,90,300,45,1,-68.0
ticks_20251030.xlsx,7011,100,30,600,45,1,-38.0
ticks_20251030.xlsx,7011,100,60,600,45,1,-76.0
ticks_20251030.xlsx,7011,100,90,600,45,1,-71.0
ticks_20251030.xlsx,7011,100,30,900,45,1,-21.0
ticks_20251030.xlsx,7011,100,60,900,45,1,-25.0
ticks_20251030.xlsx,7011,84,90,900,45,1,-46.0
ticks_20251030.xlsx,7011,48,30,300,15,4,-82.0
ticks_20251030.xlsx,7011,50,60,300,15,4,-61.0
ticks_20251030.xlsx,7011,50,90,300,15,4,-49.0
ticks_20251030.xlsx,7011,38,30,600,15,4,-75.0
ticks_20251030.xlsx,7011,26,60,600,15,4,-20.0
ticks_20251030.xlsx,7011,32,90,600,15,4,-69.0
ticks_20251030.xlsx,7011,30,30,900,15,4,7.0
ticks_20251030.xlsx,7011,28,60,900,15,4,-9.0
ticks_20251030.xlsx,7011,26,90,900,15,4,-45.0
ticks_20251030.xlsx,7011,100,30,300,30,4,-92.0
ticks_20251030.xlsx,7011,76,60,300,30,4,-65.0
ticks_20251030.xlsx,7011,70,90,300,30,4,-64.0
ticks_20251030.xlsx,7011,80,30,600,30,4,-37.0
ticks_20251030.xlsx,7011,60,60,600,30,4,-79.0
ticks_20251030.xlsx,7011,50,90,600,30,4,-110.0
ticks_20251030.xlsx,7011,68,30,900,30,4,-6.0
ticks_20251030.xlsx,7011,58,60,900,30,4,-26.0
ticks_20251030.xlsx,7011,52,90,900,30,4,-80.0
ticks_20251030.xlsx,7011,100,30,300,45,4,-65.0
ticks_20251030.xlsx,7011,100,60,300,45,4,-40.0
ticks_20251030.xlsx,7011,100,90,300,45,4,-88.0
ticks_20251030.xlsx,7011,86,30,600,45,4,-41.0
ticks_20251030.xlsx,7011,80,60,600,45,4,-93.0
ticks_20251030.xlsx,7011,68,90,600,45,4,-91.0
ticks_20251030.xlsx,7011,80,30,900,45,4,-25.0
ticks_20251030.xlsx,7011,66,60,900,45,4,-24.0
ticks_20251030.xlsx,7011,62,90,900,45,4,-66.0
ticks_20251030.xlsx,7011,12,30,300,15,7,-19.0
ticks_20251030.xlsx,7011,8,60,300,15,7,-8.0
ticks_20251030.xlsx,7011,8,90,300,15,7,-19.0
ticks_20251030.xlsx,7011,8,30,600,15,7,-33.0
ticks_20251030.xlsx,7011,8,60,600,15,7,-24.0
ticks_20251030.xlsx,7011,8,90,600,15,7,-40.0
ticks_20251030.xlsx,7011,4,30,900,15,7,-4.0
ticks_20251030.xlsx,7011,8,60,900,15,7,-14.0
ticks_20251030.xlsx,7011,12,90,900,15,7,-49.0
ticks_20251030.xlsx,7011,50,30,300,30,7,-93.0
ticks_20251030.xlsx,7011,28,60,300,30,7,-30.0
ticks_20251030.xlsx,7011,26,90,300,30,7,-80.0
ticks_20251030.xlsx,7011,24,30,600,30,7,-65.0
ticks_20251030.xlsx,7011,22,60,600,30,7,-62.0
ticks_20251030.xlsx,7011,18,90,600,30,7,-72.0
ticks_20251030.xlsx,7011,28,30,900,30,7,-6.0
ticks_20251030.xlsx,7011,16,60,900,30,7,0.0
ticks_20251030.xlsx,7011,22,90,900,30,7,-42.0
ticks_20251030.xlsx,7011,68,30,300,45,7,-83.0
ticks_20251030.xlsx,7011,52,60,300,45,7,-79.0
ticks_20251030.xlsx,7011,46,90,300,45,7,-116.0
ticks_20251030.xlsx,7011,40,30,600,45,7,-69.0
ticks_20251030.xlsx,7011,28,60,600,45,7,-44.0
ticks_20251030.xlsx,7011,32,90,600,45,7,-81.0
ticks_20251030.xlsx,7011,34,30,900,45,7,-3.0
ticks_20251030.xlsx,7011,30,60,900,45,7,-28.0
ticks_20251030.xlsx,7011,32,90,900,45,7,-50.0
