file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20250829.xlsx,7011,100,30,300,15,1,-51.0
ticks_20250829.xlsx,7011,100,60,300,15,1,-47.0
ticks_20250829.xlsx,7011,100,90,300,15,1,-25.0
ticks_20250829.xlsx,7011,100,30,600,15,1,-43.0
ticks_20250829.xlsx,7011,100,60,600,15,1,-23.0
ticks_20250829.xlsx,7011,100,90,600,15,1,-14.0
ticks_20250829.xlsx,7011,100,30,900,15,1,-21.0
ticks_20250829.xlsx,7011,100,60,900,15,1,-24.0
ticks_20250829.xlsx,7011,82,90,900,15,1,-4.0
ticks_20250829.xlsx,7011,100,30,300,30,1,-31.0
ticks_20250829.xlsx,7011,100,60,300,30,1,-40.0
ticks_20250829.xlsx,7011,100,90,300,30,1,-32.0
ticks_20250829.xlsx,7011,100,30,600,30,1,-35.0
ticks_20250829.xlsx,7011,100,60,600,30,1,-27.0
ticks_20250829.xlsx,7011,100,90,600,30,1,-11.0
ticks_20250829.xlsx,7011,100,30,900,30,1,-21.0
ticks_20250829.xlsx,7011,100,60,900,30,1,-23.0
ticks_20250829.xlsx,7011,96,90,900,30,1,-10.0
ticks_20250829.xlsx,7011,100,30,300,45,1,-31.0
ticks_20250829.xlsx,7011,100,60,300,45,1,-44.0
ticks_20250829.xlsx,7011,100,90,300,45,1,-27.0
ticks_20250829.xlsx,7011,100,30,600,45,1,-33.0
ticks_20250829.xlsx,7011,100,60,600,45,1,-27.0
ticks_20250829.xlsx,7011,100,90,600,45,1,-6.0
ticks_20250829.xlsx,7011,100,30,900,45,1,-21.0
ticks_20250829.xlsx,7011,100,60,900,45,1,-23.0
ticks_20250829.xlsx,7011,98,90,900,45,1,-11.0
ticks_20250829.xlsx,7011,14,30,300,15,4,-4.0
ticks_20250829.xlsx,7011,16,60,300,15,4,-11.0
ticks_20250829.xlsx,7011,8,90,300,15,4,5.0
ticks_20250829.xlsx,7011,14,30,600,15,4,18.0
ticks_20250829.xlsx,7011,6,60,600,15,4,8.0
ticks_20250829.xlsx,7011,6,90,600,15,4,22.0
ticks_20250829.xlsx,7011,10,30,900,15,4,-5.0
ticks_20250829.xlsx,7011,10,60,900,15,4,23.0
ticks_20250829.xlsx,7011,8,90,900,15,4,18.0
ticks_20250829.xlsx,7011,34,30,300,30,4,1.0
ticks_20250829.xlsx,7011,38,60,300,30,4,-22.0
ticks_20250829.xlsx,7011,30,90,300,30,4,-13.0
ticks_20250829.xlsx,7011,26,30,600,30,4,16.0
ticks_20250829.xlsx,7011,24,60,600,30,4,27.0
ticks_20250829.xlsx,7011,14,90,600,30,4,9.0
ticks_20250829.xlsx,7011,22,30,900,30,4,0.0
ticks_20250829.xlsx,7011,20,60,900,30,4,45.0
ticks_20250829.xlsx,7011,16,90,900,30,4,53.0
ticks_20250829.xlsx,7011,44,30,300,45,4,-11.0
ticks_20250829.xlsx,7011,54,60,300,45,4,-34.0
ticks_20250829.xlsx,7011,42,90,300,45,4,-10.0
ticks_20250829.xlsx,7011,38,30,600,45,4,7.0
ticks_20250829.xlsx,7011,34,60,600,45,4,12.0
ticks_20250829.xlsx,7011,26,90,600,45,4,20.0
ticks_20250829.xlsx,7011,32,30,900,45,4,24.0
ticks_20250829.xlsx,7011,28,60,900,45,4,39.0
ticks_20250829.xlsx,7011,20,90,900,45,4,46.0
ticks_20250829.xlsx,7011,0,30,300,15,7,0.0
ticks_20250829.xlsx,7011,0,60,300,15,7,0.0
ticks_20250829.xlsx,7011,0,90,300,15,7,0.0
ticks_20250829.xlsx,7011,0,30,600,15,7,0.0
ticks_20250829.xlsx,7011,0,60,600,15,7,0.0
ticks_20250829.xlsx,7011,0,90,600,15,7,0.0
ticks_20250829.xlsx,7011,0,30,900,15,7,0.0
ticks_20250829.xlsx,7011,0,60,900,15,7,0.0
ticks_20250829.xlsx,7011,0,90,900,15,7,0.0
ticks_20250829.xlsx,7011,8,30,300,30,7,-3.0
ticks_20250829.xlsx,7011,6,60,300,30,7,7.0
ticks_20250829.xlsx,7011,4,90,300,30,7,5.0
ticks_20250829.xlsx,7011,6,30,600,30,7,-11.0
ticks_20250829.xlsx,7011,4,60,600,30,7,3.0
ticks_20250829.xlsx,7011,4,90,600,30,7,2.0
ticks_20250829.xlsx,7011,8,30,900,30,7,-12.0
ticks_20250829.xlsx,7011,6,60,900,30,7,-4.0
ticks_20250829.xlsx,7011,4,90,900,30,7,-5.0
ticks_20250829.xlsx,7011,12,30,300,45,7,-4.0
ticks_20250829.xlsx,7011,12,60,300,45,7,-5.0
ticks_20250829.xlsx,7011,8,90,300,45,7,9.0
ticks_20250829.xlsx,7011,12,30,600,45,7,16.0
ticks_20250829.xlsx,7011,10,60,600,45,7,14.0
ticks_20250829.xlsx,7011,6,90,600,45,7,22.0
ticks_20250829.xlsx,7011,10,30,900,45,7,-9.0
ticks_20250829.xlsx,7011,10,60,900,45,7,33.0
ticks_20250829.xlsx,7011,6,90,900,45,7,15.0
