file,code,trade,PERIOD_MA_1,PERIOD_MA_2,PERIOD_MR,THRESHOLD_MR,total
ticks_20251125.xlsx,7011,100,30,300,15,1,-101.0
ticks_20251125.xlsx,7011,100,60,300,15,1,-7.0
ticks_20251125.xlsx,7011,100,90,300,15,1,-52.0
ticks_20251125.xlsx,7011,100,30,600,15,1,-131.0
ticks_20251125.xlsx,7011,100,60,600,15,1,-43.0
ticks_20251125.xlsx,7011,100,90,600,15,1,-43.0
ticks_20251125.xlsx,7011,100,30,900,15,1,-36.0
ticks_20251125.xlsx,7011,90,60,900,15,1,37.0
ticks_20251125.xlsx,7011,74,90,900,15,1,-1.0
ticks_20251125.xlsx,7011,100,30,300,30,1,-98.0
ticks_20251125.xlsx,7011,100,60,300,30,1,-5.0
ticks_20251125.xlsx,7011,100,90,300,30,1,-78.0
ticks_20251125.xlsx,7011,100,30,600,30,1,-137.0
ticks_20251125.xlsx,7011,100,60,600,30,1,-43.0
ticks_20251125.xlsx,7011,100,90,600,30,1,-33.0
ticks_20251125.xlsx,7011,100,30,900,30,1,-35.0
ticks_20251125.xlsx,7011,94,60,900,30,1,32.0
ticks_20251125.xlsx,7011,86,90,900,30,1,-12.0
ticks_20251125.xlsx,7011,100,30,300,45,1,-98.0
ticks_20251125.xlsx,7011,100,60,300,45,1,-5.0
ticks_20251125.xlsx,7011,100,90,300,45,1,-78.0
ticks_20251125.xlsx,7011,100,30,600,45,1,-137.0
ticks_20251125.xlsx,7011,100,60,600,45,1,-43.0
ticks_20251125.xlsx,7011,100,90,600,45,1,-39.0
ticks_20251125.xlsx,7011,100,30,900,45,1,-34.0
ticks_20251125.xlsx,7011,96,60,900,45,1,32.0
ticks_20251125.xlsx,7011,88,90,900,45,1,-13.0
ticks_20251125.xlsx,7011,66,30,300,15,4,-105.0
ticks_20251125.xlsx,7011,32,60,300,15,4,11.0
ticks_20251125.xlsx,7011,32,90,300,15,4,-31.0
ticks_20251125.xlsx,7011,46,30,600,15,4,-65.0
ticks_20251125.xlsx,7011,24,60,600,15,4,-37.0
ticks_20251125.xlsx,7011,30,90,600,15,4,-55.0
ticks_20251125.xlsx,7011,32,30,900,15,4,-72.0
ticks_20251125.xlsx,7011,26,60,900,15,4,17.0
ticks_20251125.xlsx,7011,22,90,900,15,4,-46.0
ticks_20251125.xlsx,7011,100,30,300,30,4,-115.0
ticks_20251125.xlsx,7011,84,60,300,30,4,-68.0
ticks_20251125.xlsx,7011,82,90,300,30,4,-82.0
ticks_20251125.xlsx,7011,100,30,600,30,4,-104.0
ticks_20251125.xlsx,7011,66,60,600,30,4,8.0
ticks_20251125.xlsx,7011,52,90,600,30,4,-71.0
ticks_20251125.xlsx,7011,80,30,900,30,4,-53.0
ticks_20251125.xlsx,7011,42,60,900,30,4,-10.0
ticks_20251125.xlsx,7011,34,90,900,30,4,-45.0
ticks_20251125.xlsx,7011,100,30,300,45,4,-121.0
ticks_20251125.xlsx,7011,100,60,300,45,4,-19.0
ticks_20251125.xlsx,7011,100,90,300,45,4,-61.0
ticks_20251125.xlsx,7011,100,30,600,45,4,-80.0
ticks_20251125.xlsx,7011,94,60,600,45,4,-18.0
ticks_20251125.xlsx,7011,70,90,600,45,4,-23.0
ticks_20251125.xlsx,7011,88,30,900,45,4,-62.0
ticks_20251125.xlsx,7011,56,60,900,45,4,44.0
ticks_20251125.xlsx,7011,48,90,900,45,4,-6.0
ticks_20251125.xlsx,7011,12,30,300,15,7,-40.0
ticks_20251125.xlsx,7011,8,60,300,15,7,3.0
ticks_20251125.xlsx,7011,6,90,300,15,7,-20.0
ticks_20251125.xlsx,7011,10,30,600,15,7,-9.0
ticks_20251125.xlsx,7011,4,60,600,15,7,3.0
ticks_20251125.xlsx,7011,4,90,600,15,7,-13.0
ticks_20251125.xlsx,7011,10,30,900,15,7,-6.0
ticks_20251125.xlsx,7011,8,60,900,15,7,-11.0
ticks_20251125.xlsx,7011,4,90,900,15,7,-8.0
ticks_20251125.xlsx,7011,44,30,300,30,7,-98.0
ticks_20251125.xlsx,7011,22,60,300,30,7,-20.0
ticks_20251125.xlsx,7011,22,90,300,30,7,-27.0
ticks_20251125.xlsx,7011,34,30,600,30,7,-65.0
ticks_20251125.xlsx,7011,20,60,600,30,7,-28.0
ticks_20251125.xlsx,7011,12,90,600,30,7,-13.0
ticks_20251125.xlsx,7011,32,30,900,30,7,-81.0
ticks_20251125.xlsx,7011,16,60,900,30,7,-29.0
ticks_20251125.xlsx,7011,16,90,900,30,7,-31.0
ticks_20251125.xlsx,7011,68,30,300,45,7,-97.0
ticks_20251125.xlsx,7011,48,60,300,45,7,-35.0
ticks_20251125.xlsx,7011,42,90,300,45,7,-54.0
ticks_20251125.xlsx,7011,46,30,600,45,7,-68.0
ticks_20251125.xlsx,7011,28,60,600,45,7,-7.0
ticks_20251125.xlsx,7011,22,90,600,45,7,-36.0
ticks_20251125.xlsx,7011,36,30,900,45,7,-66.0
ticks_20251125.xlsx,7011,24,60,900,45,7,-50.0
ticks_20251125.xlsx,7011,26,90,900,45,7,-57.0
