file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2
ticks_20250929.xlsx,7011,100,-18.0,30,300
ticks_20250929.xlsx,7011,100,-53.0,40,300
ticks_20250929.xlsx,7011,100,-83.0,50,300
ticks_20250929.xlsx,7011,100,-66.0,60,300
ticks_20250929.xlsx,7011,100,-62.0,70,300
ticks_20250929.xlsx,7011,100,-90.0,80,300
ticks_20250929.xlsx,7011,100,-59.0,90,300
ticks_20250929.xlsx,7011,97,-82.0,100,300
ticks_20250929.xlsx,7011,100,-101.0,110,300
ticks_20250929.xlsx,7011,93,-74.0,120,300
ticks_20250929.xlsx,7011,100,-63.0,130,300
ticks_20250929.xlsx,7011,100,-64.0,140,300
ticks_20250929.xlsx,7011,79,-8.0,150,300
ticks_20250929.xlsx,7011,95,-58.0,160,300
ticks_20250929.xlsx,7011,100,-88.0,170,300
ticks_20250929.xlsx,7011,93,-76.0,180,300
ticks_20250929.xlsx,7011,100,-44.0,190,300
ticks_20250929.xlsx,7011,100,-3.0,30,350
ticks_20250929.xlsx,7011,100,-41.0,40,350
ticks_20250929.xlsx,7011,100,-52.0,50,350
ticks_20250929.xlsx,7011,100,-78.0,60,350
ticks_20250929.xlsx,7011,100,-117.0,70,350
ticks_20250929.xlsx,7011,100,-80.0,80,350
ticks_20250929.xlsx,7011,100,-107.0,90,350
ticks_20250929.xlsx,7011,99,-18.0,100,350
ticks_20250929.xlsx,7011,93,-29.0,110,350
ticks_20250929.xlsx,7011,95,-54.0,120,350
ticks_20250929.xlsx,7011,100,-26.0,130,350
ticks_20250929.xlsx,7011,89,-27.0,140,350
ticks_20250929.xlsx,7011,89,-21.0,150,350
ticks_20250929.xlsx,7011,91,-55.0,160,350
ticks_20250929.xlsx,7011,83,-38.0,170,350
ticks_20250929.xlsx,7011,85,-51.0,180,350
ticks_20250929.xlsx,7011,83,-34.0,190,350
ticks_20250929.xlsx,7011,100,-17.0,30,400
ticks_20250929.xlsx,7011,100,-70.0,40,400
ticks_20250929.xlsx,7011,100,-54.0,50,400
ticks_20250929.xlsx,7011,95,-36.0,60,400
ticks_20250929.xlsx,7011,97,-42.0,70,400
ticks_20250929.xlsx,7011,89,-77.0,80,400
ticks_20250929.xlsx,7011,100,-50.0,90,400
ticks_20250929.xlsx,7011,77,-44.0,100,400
ticks_20250929.xlsx,7011,93,-40.0,110,400
ticks_20250929.xlsx,7011,89,-45.0,120,400
ticks_20250929.xlsx,7011,77,-17.0,130,400
ticks_20250929.xlsx,7011,79,-15.0,140,400
ticks_20250929.xlsx,7011,73,-51.0,150,400
ticks_20250929.xlsx,7011,71,-27.0,160,400
ticks_20250929.xlsx,7011,77,-19.0,170,400
ticks_20250929.xlsx,7011,73,-39.0,180,400
ticks_20250929.xlsx,7011,75,-14.0,190,400
ticks_20250929.xlsx,7011,100,-34.0,30,450
ticks_20250929.xlsx,7011,100,-20.0,40,450
ticks_20250929.xlsx,7011,91,-65.0,50,450
ticks_20250929.xlsx,7011,87,-59.0,60,450
ticks_20250929.xlsx,7011,91,-55.0,70,450
ticks_20250929.xlsx,7011,81,-85.0,80,450
ticks_20250929.xlsx,7011,81,-52.0,90,450
ticks_20250929.xlsx,7011,73,-41.0,100,450
ticks_20250929.xlsx,7011,69,-61.0,110,450
ticks_20250929.xlsx,7011,67,-58.0,120,450
ticks_20250929.xlsx,7011,77,-43.0,130,450
ticks_20250929.xlsx,7011,77,-39.0,140,450
ticks_20250929.xlsx,7011,63,-74.0,150,450
ticks_20250929.xlsx,7011,67,-50.0,160,450
ticks_20250929.xlsx,7011,67,-69.0,170,450
ticks_20250929.xlsx,7011,67,-78.0,180,450
ticks_20250929.xlsx,7011,69,-54.0,190,450
ticks_20250929.xlsx,7011,100,-41.0,30,500
ticks_20250929.xlsx,7011,89,-25.0,40,500
ticks_20250929.xlsx,7011,91,-43.0,50,500
ticks_20250929.xlsx,7011,85,-67.0,60,500
ticks_20250929.xlsx,7011,87,-76.0,70,500
ticks_20250929.xlsx,7011,77,-63.0,80,500
ticks_20250929.xlsx,7011,81,-96.0,90,500
ticks_20250929.xlsx,7011,67,-68.0,100,500
ticks_20250929.xlsx,7011,71,-79.0,110,500
ticks_20250929.xlsx,7011,69,-76.0,120,500
ticks_20250929.xlsx,7011,61,-41.0,130,500
ticks_20250929.xlsx,7011,65,-40.0,140,500
ticks_20250929.xlsx,7011,63,-49.0,150,500
ticks_20250929.xlsx,7011,61,-48.0,160,500
ticks_20250929.xlsx,7011,61,-48.0,170,500
ticks_20250929.xlsx,7011,57,-44.0,180,500
ticks_20250929.xlsx,7011,59,-53.0,190,500
ticks_20250929.xlsx,7011,100,-28.0,30,550
ticks_20250929.xlsx,7011,81,-51.0,40,550
ticks_20250929.xlsx,7011,73,-73.0,50,550
ticks_20250929.xlsx,7011,71,-88.0,60,550
ticks_20250929.xlsx,7011,69,-81.0,70,550
ticks_20250929.xlsx,7011,65,-93.0,80,550
ticks_20250929.xlsx,7011,67,-102.0,90,550
ticks_20250929.xlsx,7011,65,-66.0,100,550
ticks_20250929.xlsx,7011,59,-107.0,110,550
ticks_20250929.xlsx,7011,65,-76.0,120,550
ticks_20250929.xlsx,7011,65,-70.0,130,550
ticks_20250929.xlsx,7011,63,-24.0,140,550
ticks_20250929.xlsx,7011,61,-45.0,150,550
ticks_20250929.xlsx,7011,59,-42.0,160,550
ticks_20250929.xlsx,7011,61,-40.0,170,550
ticks_20250929.xlsx,7011,61,-52.0,180,550
ticks_20250929.xlsx,7011,57,-45.0,190,550
ticks_20250929.xlsx,7011,95,-57.0,30,600
ticks_20250929.xlsx,7011,89,-54.0,40,600
ticks_20250929.xlsx,7011,79,-79.0,50,600
ticks_20250929.xlsx,7011,67,-88.0,60,600
ticks_20250929.xlsx,7011,73,-81.0,70,600
ticks_20250929.xlsx,7011,69,-104.0,80,600
ticks_20250929.xlsx,7011,73,-107.0,90,600
ticks_20250929.xlsx,7011,73,-98.0,100,600
ticks_20250929.xlsx,7011,71,-94.0,110,600
ticks_20250929.xlsx,7011,65,-96.0,120,600
ticks_20250929.xlsx,7011,65,-53.0,130,600
ticks_20250929.xlsx,7011,67,-43.0,140,600
ticks_20250929.xlsx,7011,63,-69.0,150,600
ticks_20250929.xlsx,7011,59,-63.0,160,600
ticks_20250929.xlsx,7011,55,-31.0,170,600
ticks_20250929.xlsx,7011,51,-50.0,180,600
ticks_20250929.xlsx,7011,57,-46.0,190,600
ticks_20250929.xlsx,7011,100,-58.0,30,650
ticks_20250929.xlsx,7011,87,-66.0,40,650
ticks_20250929.xlsx,7011,77,-56.0,50,650
ticks_20250929.xlsx,7011,77,-89.0,60,650
ticks_20250929.xlsx,7011,66,-65.0,70,650
ticks_20250929.xlsx,7011,69,-79.0,80,650
ticks_20250929.xlsx,7011,67,-87.0,90,650
ticks_20250929.xlsx,7011,63,-76.0,100,650
ticks_20250929.xlsx,7011,65,-91.0,110,650
ticks_20250929.xlsx,7011,65,-89.0,120,650
ticks_20250929.xlsx,7011,63,-58.0,130,650
ticks_20250929.xlsx,7011,63,-52.0,140,650
ticks_20250929.xlsx,7011,61,-59.0,150,650
ticks_20250929.xlsx,7011,57,-56.0,160,650
ticks_20250929.xlsx,7011,57,-55.0,170,650
ticks_20250929.xlsx,7011,53,-64.0,180,650
ticks_20250929.xlsx,7011,55,-70.0,190,650
ticks_20250929.xlsx,7011,99,-47.0,30,700
ticks_20250929.xlsx,7011,89,-34.0,40,700
ticks_20250929.xlsx,7011,81,-40.0,50,700
ticks_20250929.xlsx,7011,77,-52.0,60,700
ticks_20250929.xlsx,7011,73,-33.0,70,700
ticks_20250929.xlsx,7011,68,-40.0,80,700
ticks_20250929.xlsx,7011,67,-61.0,90,700
ticks_20250929.xlsx,7011,57,-28.0,100,700
ticks_20250929.xlsx,7011,67,-42.0,110,700
ticks_20250929.xlsx,7011,65,-31.0,120,700
ticks_20250929.xlsx,7011,67,-38.0,130,700
ticks_20250929.xlsx,7011,59,-34.0,140,700
ticks_20250929.xlsx,7011,55,-43.0,150,700
ticks_20250929.xlsx,7011,51,-32.0,160,700
ticks_20250929.xlsx,7011,51,-44.0,170,700
ticks_20250929.xlsx,7011,51,-34.0,180,700
ticks_20250929.xlsx,7011,51,-45.0,190,700
ticks_20250929.xlsx,7011,83,-6.0,30,750
ticks_20250929.xlsx,7011,79,-21.0,40,750
ticks_20250929.xlsx,7011,73,-30.0,50,750
ticks_20250929.xlsx,7011,71,-38.0,60,750
ticks_20250929.xlsx,7011,65,-40.0,70,750
ticks_20250929.xlsx,7011,67,-33.0,80,750
ticks_20250929.xlsx,7011,69,-40.0,90,750
ticks_20250929.xlsx,7011,59,-29.0,100,750
ticks_20250929.xlsx,7011,61,-29.0,110,750
ticks_20250929.xlsx,7011,63,-45.0,120,750
ticks_20250929.xlsx,7011,55,-25.0,130,750
ticks_20250929.xlsx,7011,55,-8.0,140,750
ticks_20250929.xlsx,7011,50,-53.0,150,750
ticks_20250929.xlsx,7011,51,-50.0,160,750
ticks_20250929.xlsx,7011,51,-55.0,170,750
ticks_20250929.xlsx,7011,43,-54.0,180,750
ticks_20250929.xlsx,7011,43,-58.0,190,750
ticks_20250929.xlsx,7011,87,-6.0,30,800
ticks_20250929.xlsx,7011,71,-8.0,40,800
ticks_20250929.xlsx,7011,67,-20.0,50,800
ticks_20250929.xlsx,7011,63,-37.0,60,800
ticks_20250929.xlsx,7011,63,-30.0,70,800
ticks_20250929.xlsx,7011,59,-69.0,80,800
ticks_20250929.xlsx,7011,59,-56.0,90,800
ticks_20250929.xlsx,7011,53,-54.0,100,800
ticks_20250929.xlsx,7011,57,-48.0,110,800
ticks_20250929.xlsx,7011,55,-61.0,120,800
ticks_20250929.xlsx,7011,57,-40.0,130,800
ticks_20250929.xlsx,7011,53,-26.0,140,800
ticks_20250929.xlsx,7011,53,-72.0,150,800
ticks_20250929.xlsx,7011,41,-65.0,160,800
ticks_20250929.xlsx,7011,43,-78.0,170,800
ticks_20250929.xlsx,7011,43,-79.0,180,800
ticks_20250929.xlsx,7011,45,-80.0,190,800
ticks_20250929.xlsx,7011,83,-8.0,30,850
ticks_20250929.xlsx,7011,73,-16.0,40,850
ticks_20250929.xlsx,7011,63,-25.0,50,850
ticks_20250929.xlsx,7011,61,-35.0,60,850
ticks_20250929.xlsx,7011,59,-38.0,70,850
ticks_20250929.xlsx,7011,55,-54.0,80,850
ticks_20250929.xlsx,7011,57,-62.0,90,850
ticks_20250929.xlsx,7011,51,-54.0,100,850
ticks_20250929.xlsx,7011,53,-58.0,110,850
ticks_20250929.xlsx,7011,53,-60.0,120,850
ticks_20250929.xlsx,7011,49,-56.0,130,850
ticks_20250929.xlsx,7011,49,-45.0,140,850
ticks_20250929.xlsx,7011,49,-68.0,150,850
ticks_20250929.xlsx,7011,43,-71.0,160,850
ticks_20250929.xlsx,7011,43,-87.0,170,850
ticks_20250929.xlsx,7011,43,-91.0,180,850
ticks_20250929.xlsx,7011,45,-93.0,190,850
ticks_20250929.xlsx,7011,67,-34.0,30,900
ticks_20250929.xlsx,7011,67,-34.0,40,900
ticks_20250929.xlsx,7011,55,-37.0,50,900
ticks_20250929.xlsx,7011,57,-53.0,60,900
ticks_20250929.xlsx,7011,51,-58.0,70,900
ticks_20250929.xlsx,7011,53,-68.0,80,900
ticks_20250929.xlsx,7011,47,-85.0,90,900
ticks_20250929.xlsx,7011,45,-68.0,100,900
ticks_20250929.xlsx,7011,49,-73.0,110,900
ticks_20250929.xlsx,7011,45,-46.0,120,900
ticks_20250929.xlsx,7011,47,-49.0,130,900
ticks_20250929.xlsx,7011,47,-49.0,140,900
ticks_20250929.xlsx,7011,47,-67.0,150,900
ticks_20250929.xlsx,7011,41,-84.0,160,900
ticks_20250929.xlsx,7011,41,-98.0,170,900
