,ts,price,volume,vwap,ma1,rsi,cross1,cross2,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-03-18 09:03:03,1773792183.927154,3677.0,1501000.0,3677.0,3677.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:05,1773792185.928222,3669.0,1593600.0,3669.0,3673.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:07,1773792187.924859,3682.0,1747500.0,3677.116430020284,3676.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:09,1773792189.923921,3680.0,1797000.0,3677.5986486486486,3677.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:11,1773792191.936042,3675.0,1816600.0,3677.4372623574145,3676.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:13,1773792193.928207,3676.0,1828700.0,3677.3841928593224,3676.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:15,1773792195.928039,3680.0,1854700.0,3677.576477240599,3677.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:17,1773792197.940758,3684.0,1878600.0,3677.9830508474574,3677.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:19,1773792199.967732,3684.0,1891700.0,3678.184796519068,3678.5555555555557,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:21,1773792201.958759,3683.0,1902400.0,3678.313153961136,3679.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:23,1773792203.967556,3677.0,1928400.0,3678.233270940571,3678.818181818182,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:25,1773792205.956704,3677.0,1950100.0,3678.173680694723,3678.6666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:27,1773792207.982813,3678.0,1966100.0,3678.1677058697055,3678.6153846153848,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:29,1773792209.993116,3673.0,2012100.0,3677.702602230483,3678.214285714286,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:31,1773792211.986975,3671.0,2048700.0,3677.254701478912,3677.733333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:34,1773792214.000532,3679.0,2079900.0,3677.3487648989462,3677.8125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:35,1773792215.999269,3673.0,2102100.0,3677.1881550490766,3677.529411764706,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-18 09:03:37,1773792217.994442,3673.0,2119800.0,3677.068358112476,3677.277777777778,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
