,ts,price,volume,vwap,ma1,cross1,cross2,lower,upper,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-02-26 09:00:06,1772064006.3390603,555.0,442700.0,555.0,555.0,0.0,0.0,555.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:08,1772064008.333281,553.7,456300.0,553.7,554.35,0.0,0.0,551.7500000000001,556.9499999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:10,1772064010.3438213,552.6,476800.0,553.0387096774193,553.7666666666668,0.0,0.0,549.0,558.5999999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:12,1772064012.341504,552.7,521100.0,552.8473214285714,553.5,0.0,0.0,549.2500000000001,558.4499999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:14,1772064014.3367698,552.4,532200.0,552.791843575419,553.28,0.0,0.0,550.95,555.3500000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:16,1772064016.335847,551.5,540500.0,552.6822085889571,552.9833333333333,0.0,0.0,550.4499999999998,555.6500000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:18,1772064018.343757,552.2,547400.0,552.6504297994269,552.8714285714286,0.0,0.0,549.95,555.95,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:20,1772064020.3325987,552.3,549700.0,552.6428971962616,552.8000000000001,0.0,0.0,550.1999999999998,555.8000000000002,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:22,1772064022.3325849,553.0,555900.0,552.6624558303887,552.8222222222223,0.0,0.0,551.2499999999999,554.0500000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:24,1772064024.3393593,553.0,556300.0,552.6636443661972,552.84,0.0,0.0,551.2499999999999,554.0500000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:26,1772064026.3372488,552.4,557700.0,552.6604347826087,552.8000000000001,0.0,0.0,551.2499999999999,554.0500000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:28,1772064028.3466141,552.4,558200.0,552.6593073593074,552.7666666666667,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:30,1772064030.3613873,552.5,558600.0,552.6587575496118,552.7461538461538,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:32,1772064032.3758986,552.5,559500.0,552.6575342465753,552.7285714285714,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:34,1772064034.3895996,552.5,559500.0,552.6575342465753,552.7133333333334,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:36,1772064036.3826296,552.5,559500.0,552.6575342465753,552.7,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:38,1772064038.3758433,552.8,559900.0,552.6580204778157,552.7058823529412,0.0,0.0,551.8,553.3999999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:40,1772064040.3837292,553.7,567900.0,552.7246006389777,552.7611111111112,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:42,1772064042.3814673,553.4,571100.0,552.7414330218069,552.7947368421053,0.0,0.0,551.5,553.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:44,1772064044.3790827,553.8,576100.0,552.7811094452774,552.845,0.0,0.0,550.9,554.9,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:46,1772064046.3917692,553.9,576900.0,552.7877794336811,552.895238095238,0.0,0.0,550.9,554.9,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:48,1772064048.3987231,553.4,578500.0,552.7949926362297,552.9181818181818,0.0,0.0,550.9,554.9,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:50,1772064050.406841,553.4,578500.0,552.7949926362297,552.9391304347826,0.0,0.0,550.9,554.9,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:52,1772064052.4302642,553.0,579200.0,552.796043956044,552.9416666666666,0.0,0.0,551.1500000000001,554.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:54,1772064054.4361973,553.1,580800.0,552.799565532223,552.948,0.0,0.0,551.1500000000001,554.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:56,1772064056.4343772,553.5,584800.0,552.8192821956369,552.9692307692308,0.0,0.0,551.1500000000001,554.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:00:58,1772064058.4314754,553.5,584800.0,552.8192821956369,552.9888888888888,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:00,1772064060.4257717,553.5,584800.0,552.8192821956369,553.0071428571429,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:02,1772064062.4252849,553.2,586100.0,552.8227336122734,553.0137931034483,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:04,1772064064.4339354,553.2,586100.0,552.8227336122734,553.02,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:06,1772064066.4424314,553.2,586800.0,552.8245662734213,552.9599999999999,0.0,0.0,551.1500000000001,554.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:08,1772064068.4514017,553.0,594200.0,552.8331353135313,552.9366666666666,0.0,0.0,551.1500000000001,554.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:10,1772064070.44447,554.1,598300.0,552.8665167095115,552.9866666666666,0.0,0.0,551.1500000000001,554.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:12,1772064072.4545922,554.3,600200.0,552.8838095238095,553.0399999999998,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:14,1772064074.4555995,554.6,601400.0,552.8967863894139,553.1133333333332,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:16,1772064076.4645631,554.6,601400.0,552.8967863894139,553.2166666666666,0.0,0.0,551.0,555.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:18,1772064078.462259,554.6,601400.0,552.8967863894139,553.2966666666665,0.0,0.0,551.4499999999998,555.0500000000002,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:20,1772064080.4556322,555.5,601900.0,552.9049623115578,553.4033333333332,0.0,0.0,551.8000000000001,554.9999999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:22,1772064082.4685292,556.0,609200.0,553.0406606606607,553.5033333333332,0.0,0.0,551.6500000000001,555.25,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:24,1772064084.4612057,556.0,609200.0,553.0406606606607,553.6033333333331,0.0,0.0,551.3499999999999,555.75,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:26,1772064086.4564943,557.1,625200.0,553.3965479452055,553.7599999999999,0.0,0.0,551.0500000000001,556.2499999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:28,1772064088.4629016,556.5,625900.0,553.4084061135371,553.8966666666664,0.0,0.0,550.85,556.85,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:30,1772064090.458001,556.5,625900.0,553.4084061135371,554.0299999999999,0.0,0.0,551.1000000000001,556.7,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:32,1772064092.4556105,557.2,632300.0,553.5363924050633,554.1866666666665,0.0,0.0,551.1000000000001,556.7,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:34,1772064094.454907,557.0,633700.0,553.561780104712,554.3366666666665,0.0,0.0,549.7500000000001,558.9499999999999,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:36,1772064096.4674299,557.3,634700.0,553.58125,554.4966666666664,0.0,0.0,549.5,559.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-26 09:01:38,1772064098.4546382,557.3,634700.0,553.58125,554.6466666666664,0.0,0.0,549.5,559.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0
