file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20250825.xlsx,8306,10,30,300,26.5
ticks_20250825.xlsx,8306,6,45,300,28.0
ticks_20250825.xlsx,8306,6,60,300,4.0
ticks_20250825.xlsx,8306,8,75,300,1.5
ticks_20250825.xlsx,8306,6,90,300,31.5
ticks_20250825.xlsx,8306,6,105,300,28.0
ticks_20250825.xlsx,8306,4,120,300,2.0
ticks_20250825.xlsx,8306,4,135,300,3.0
ticks_20250825.xlsx,8306,6,150,300,3.0
ticks_20250825.xlsx,8306,6,165,300,24.0
ticks_20250825.xlsx,8306,4,180,300,22.0
ticks_20250825.xlsx,8306,8,30,360,28.0
ticks_20250825.xlsx,8306,10,45,360,26.5
ticks_20250825.xlsx,8306,8,60,360,1.0
ticks_20250825.xlsx,8306,8,75,360,0.5
ticks_20250825.xlsx,8306,4,90,360,30.5
ticks_20250825.xlsx,8306,4,105,360,27.5
ticks_20250825.xlsx,8306,2,120,360,1.0
ticks_20250825.xlsx,8306,2,135,360,0.5
ticks_20250825.xlsx,8306,4,150,360,4.0
ticks_20250825.xlsx,8306,6,165,360,20.5
ticks_20250825.xlsx,8306,6,180,360,19.0
ticks_20250825.xlsx,8306,8,30,420,30.5
ticks_20250825.xlsx,8306,8,45,420,28.5
ticks_20250825.xlsx,8306,6,60,420,5.0
ticks_20250825.xlsx,8306,6,75,420,-1.5
ticks_20250825.xlsx,8306,4,90,420,30.5
ticks_20250825.xlsx,8306,4,105,420,27.0
ticks_20250825.xlsx,8306,4,120,420,2.5
ticks_20250825.xlsx,8306,2,135,420,-0.5
ticks_20250825.xlsx,8306,2,150,420,-1.0
ticks_20250825.xlsx,8306,6,165,420,20.0
ticks_20250825.xlsx,8306,6,180,420,17.0
ticks_20250825.xlsx,8306,8,30,480,30.0
ticks_20250825.xlsx,8306,6,45,480,24.0
ticks_20250825.xlsx,8306,4,60,480,0.0
ticks_20250825.xlsx,8306,6,75,480,-3.5
ticks_20250825.xlsx,8306,4,90,480,27.0
ticks_20250825.xlsx,8306,4,105,480,24.5
ticks_20250825.xlsx,8306,4,120,480,1.5
ticks_20250825.xlsx,8306,2,135,480,-1.5
ticks_20250825.xlsx,8306,2,150,480,-1.5
ticks_20250825.xlsx,8306,4,165,480,22.0
ticks_20250825.xlsx,8306,4,180,480,20.5
ticks_20250825.xlsx,8306,6,30,540,25.0
ticks_20250825.xlsx,8306,6,45,540,22.5
ticks_20250825.xlsx,8306,4,60,540,-2.0
ticks_20250825.xlsx,8306,6,75,540,-4.0
ticks_20250825.xlsx,8306,4,90,540,28.0
ticks_20250825.xlsx,8306,4,105,540,24.5
ticks_20250825.xlsx,8306,2,120,540,-2.0
ticks_20250825.xlsx,8306,4,135,540,1.5
ticks_20250825.xlsx,8306,0,150,540,0.0
ticks_20250825.xlsx,8306,2,165,540,23.5
ticks_20250825.xlsx,8306,2,180,540,21.5
ticks_20250825.xlsx,8306,4,30,600,26.5
ticks_20250825.xlsx,8306,4,45,600,25.0
ticks_20250825.xlsx,8306,4,60,600,-1.5
ticks_20250825.xlsx,8306,6,75,600,-3.5
ticks_20250825.xlsx,8306,2,90,600,30.5
ticks_20250825.xlsx,8306,2,105,600,25.5
ticks_20250825.xlsx,8306,0,120,600,0.0
ticks_20250825.xlsx,8306,0,135,600,0.0
ticks_20250825.xlsx,8306,2,150,600,3.5
ticks_20250825.xlsx,8306,2,165,600,23.0
ticks_20250825.xlsx,8306,2,180,600,21.5
ticks_20250825.xlsx,8306,4,30,660,26.0
ticks_20250825.xlsx,8306,4,45,660,23.5
ticks_20250825.xlsx,8306,4,60,660,-1.5
ticks_20250825.xlsx,8306,6,75,660,-3.5
ticks_20250825.xlsx,8306,4,90,660,27.0
ticks_20250825.xlsx,8306,2,105,660,26.0
ticks_20250825.xlsx,8306,0,120,660,0.0
ticks_20250825.xlsx,8306,0,135,660,0.0
ticks_20250825.xlsx,8306,2,150,660,5.0
ticks_20250825.xlsx,8306,2,165,660,23.5
ticks_20250825.xlsx,8306,2,180,660,20.0
ticks_20250825.xlsx,8306,6,30,720,23.0
ticks_20250825.xlsx,8306,6,45,720,21.5
ticks_20250825.xlsx,8306,4,60,720,-1.5
ticks_20250825.xlsx,8306,6,75,720,-3.0
ticks_20250825.xlsx,8306,4,90,720,27.0
ticks_20250825.xlsx,8306,4,105,720,23.0
