file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251029.xlsx,8306,6,30,300,-3.5
ticks_20251029.xlsx,8306,2,45,300,0.5
ticks_20251029.xlsx,8306,8,60,300,6.5
ticks_20251029.xlsx,8306,2,75,300,5.0
ticks_20251029.xlsx,8306,2,90,300,5.0
ticks_20251029.xlsx,8306,2,105,300,5.0
ticks_20251029.xlsx,8306,4,120,300,3.5
ticks_20251029.xlsx,8306,6,135,300,4.0
ticks_20251029.xlsx,8306,6,150,300,-6.0
ticks_20251029.xlsx,8306,6,165,300,-3.0
ticks_20251029.xlsx,8306,2,180,300,4.0
ticks_20251029.xlsx,8306,8,30,360,11.5
ticks_20251029.xlsx,8306,6,45,360,-1.0
ticks_20251029.xlsx,8306,6,60,360,1.0
ticks_20251029.xlsx,8306,2,75,360,5.0
ticks_20251029.xlsx,8306,2,90,360,6.5
ticks_20251029.xlsx,8306,0,105,360,0.0
ticks_20251029.xlsx,8306,2,120,360,-7.0
ticks_20251029.xlsx,8306,4,135,360,-8.0
ticks_20251029.xlsx,8306,6,150,360,-5.5
ticks_20251029.xlsx,8306,4,165,360,-2.5
ticks_20251029.xlsx,8306,4,180,360,-3.5
ticks_20251029.xlsx,8306,10,30,420,-4.0
ticks_20251029.xlsx,8306,4,45,420,3.0
ticks_20251029.xlsx,8306,4,60,420,3.5
ticks_20251029.xlsx,8306,0,75,420,0.0
ticks_20251029.xlsx,8306,0,90,420,0.0
ticks_20251029.xlsx,8306,0,105,420,0.0
ticks_20251029.xlsx,8306,2,120,420,-7.0
ticks_20251029.xlsx,8306,4,135,420,-4.0
ticks_20251029.xlsx,8306,4,150,420,-3.5
ticks_20251029.xlsx,8306,2,165,420,2.5
ticks_20251029.xlsx,8306,6,180,420,5.5
ticks_20251029.xlsx,8306,8,30,480,-3.0
ticks_20251029.xlsx,8306,4,45,480,2.0
ticks_20251029.xlsx,8306,6,60,480,3.0
ticks_20251029.xlsx,8306,2,75,480,-1.0
ticks_20251029.xlsx,8306,0,90,480,0.0
ticks_20251029.xlsx,8306,0,105,480,0.0
ticks_20251029.xlsx,8306,2,120,480,-5.0
ticks_20251029.xlsx,8306,4,135,480,-6.5
ticks_20251029.xlsx,8306,6,150,480,-7.5
ticks_20251029.xlsx,8306,2,165,480,0.0
ticks_20251029.xlsx,8306,8,180,480,-7.0
ticks_20251029.xlsx,8306,6,30,540,2.0
ticks_20251029.xlsx,8306,4,45,540,2.5
ticks_20251029.xlsx,8306,4,60,540,-5.0
ticks_20251029.xlsx,8306,0,75,540,0.0
ticks_20251029.xlsx,8306,0,90,540,0.0
ticks_20251029.xlsx,8306,4,105,540,-1.5
ticks_20251029.xlsx,8306,6,120,540,-7.5
ticks_20251029.xlsx,8306,8,135,540,-8.5
ticks_20251029.xlsx,8306,4,150,540,-7.0
ticks_20251029.xlsx,8306,2,165,540,-1.5
ticks_20251029.xlsx,8306,10,180,540,-8.0
ticks_20251029.xlsx,8306,6,30,600,3.0
ticks_20251029.xlsx,8306,4,45,600,4.0
ticks_20251029.xlsx,8306,6,60,600,-7.5
ticks_20251029.xlsx,8306,4,75,600,-4.5
ticks_20251029.xlsx,8306,6,90,600,-3.0
ticks_20251029.xlsx,8306,6,105,600,-4.0
ticks_20251029.xlsx,8306,4,120,600,-7.0
ticks_20251029.xlsx,8306,4,135,600,-8.0
ticks_20251029.xlsx,8306,6,150,600,-5.5
ticks_20251029.xlsx,8306,4,165,600,-1.0
ticks_20251029.xlsx,8306,12,180,600,-8.0
ticks_20251029.xlsx,8306,6,30,660,3.5
ticks_20251029.xlsx,8306,4,45,660,5.0
ticks_20251029.xlsx,8306,6,60,660,-4.5
ticks_20251029.xlsx,8306,6,75,660,-1.0
ticks_20251029.xlsx,8306,4,90,660,-1.5
ticks_20251029.xlsx,8306,2,105,660,-1.5
ticks_20251029.xlsx,8306,4,120,660,-7.5
ticks_20251029.xlsx,8306,2,135,660,-7.0
ticks_20251029.xlsx,8306,4,150,660,-4.5
ticks_20251029.xlsx,8306,4,165,660,4.5
ticks_20251029.xlsx,8306,10,180,660,-7.5
ticks_20251029.xlsx,8306,6,30,720,3.0
ticks_20251029.xlsx,8306,4,45,720,3.5
ticks_20251029.xlsx,8306,6,60,720,-3.5
ticks_20251029.xlsx,8306,4,75,720,-1.5
ticks_20251029.xlsx,8306,2,90,720,-0.5
ticks_20251029.xlsx,8306,2,105,720,-1.5
ticks_20251029.xlsx,8306,2,120,720,-5.5
ticks_20251029.xlsx,8306,4,135,720,-1.5
ticks_20251029.xlsx,8306,6,150,720,-2.5
ticks_20251029.xlsx,8306,4,165,720,2.5
ticks_20251029.xlsx,8306,10,180,720,-8.5
ticks_20251029.xlsx,8306,4,30,780,2.0
ticks_20251029.xlsx,8306,4,45,780,4.0
ticks_20251029.xlsx,8306,6,60,780,-4.0
ticks_20251029.xlsx,8306,2,75,780,-0.5
ticks_20251029.xlsx,8306,2,90,780,-1.5
ticks_20251029.xlsx,8306,0,105,780,0.0
