file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2
ticks_20251119.xlsx,7011,100,500,30,300
ticks_20251119.xlsx,7011,100,-1500,40,300
ticks_20251119.xlsx,7011,98,1400,50,300
ticks_20251119.xlsx,7011,86,1600,60,300
ticks_20251119.xlsx,7011,80,-2600,70,300
ticks_20251119.xlsx,7011,68,-2400,80,300
ticks_20251119.xlsx,7011,68,-3500,90,300
ticks_20251119.xlsx,7011,48,9000,100,300
ticks_20251119.xlsx,7011,50,8500,110,300
ticks_20251119.xlsx,7011,42,12200,120,300
ticks_20251119.xlsx,7011,40,11000,130,300
ticks_20251119.xlsx,7011,34,7000,140,300
ticks_20251119.xlsx,7011,30,6700,150,300
ticks_20251119.xlsx,7011,26,6500,160,300
ticks_20251119.xlsx,7011,24,6700,170,300
ticks_20251119.xlsx,7011,18,5500,180,300
ticks_20251119.xlsx,7011,12,-2200,190,300
ticks_20251119.xlsx,7011,100,5300,30,350
ticks_20251119.xlsx,7011,100,2900,40,350
ticks_20251119.xlsx,7011,90,-1200,50,350
ticks_20251119.xlsx,7011,88,1800,60,350
ticks_20251119.xlsx,7011,74,-2000,70,350
ticks_20251119.xlsx,7011,66,-4100,80,350
ticks_20251119.xlsx,7011,56,6700,90,350
ticks_20251119.xlsx,7011,52,7200,100,350
ticks_20251119.xlsx,7011,46,8100,110,350
ticks_20251119.xlsx,7011,44,5900,120,350
ticks_20251119.xlsx,7011,34,12400,130,350
ticks_20251119.xlsx,7011,34,9900,140,350
ticks_20251119.xlsx,7011,26,4300,150,350
ticks_20251119.xlsx,7011,28,7600,160,350
ticks_20251119.xlsx,7011,22,400,170,350
ticks_20251119.xlsx,7011,18,-1400,180,350
ticks_20251119.xlsx,7011,16,-1700,190,350
ticks_20251119.xlsx,7011,100,-1300,30,400
ticks_20251119.xlsx,7011,100,-1000,40,400
ticks_20251119.xlsx,7011,94,300,50,400
ticks_20251119.xlsx,7011,84,3800,60,400
ticks_20251119.xlsx,7011,74,-1600,70,400
ticks_20251119.xlsx,7011,68,-3300,80,400
ticks_20251119.xlsx,7011,60,500,90,400
ticks_20251119.xlsx,7011,56,3600,100,400
ticks_20251119.xlsx,7011,44,7100,110,400
ticks_20251119.xlsx,7011,38,9800,120,400
ticks_20251119.xlsx,7011,30,8200,130,400
ticks_20251119.xlsx,7011,26,6500,140,400
