epoch,episode_reward,pnl_total,approx_kl,clipfrac
38,-203.88059999998472,62.0,0.0008593102300449796,0.17898661835082122
39,-239.98859999998464,76.0,0.0013761973302539234,0.17407744818225207
40,-261.412399999988,60.0,0.0018963508859966977,0.15850616714590235
41,-149.7393000000063,114.0,0.0021635400109565107,0.19486187614303158
42,-175.57530000000108,89.0,0.0011033519066351548,0.17484806338633527
43,-240.18649999997683,26.0,0.001256499289549827,0.16489977799109276
44,-175.29889999999446,93.0,0.0019309891155134156,0.16001636095172325
45,-110.42480000000637,139.0,0.0016064908751098645,0.16832509527093922
46,-318.20249999995934,-13.0,0.0018234359635460723,0.16937723301893828
47,-228.5602999999727,-1.0,0.0016722054025248875,0.18575408738353197
48,-219.86519999998856,66.0,0.0007910355911345378,0.16890352953299387
49,-243.05799999998493,-29.0,0.0030217034069716002,0.18780548306835804
50,-215.71409999999844,127.0,0.0024549475003838375,0.15157389366962262
51,-280.50209999996446,-40.0,0.0027922697823091073,0.2019228833104601
52,-298.15799999997233,10.0,0.0013491502042766506,0.1356334981958795
53,-223.1184999999831,11.0,0.0021802130818919397,0.1781256909895417
54,-319.52899999996947,-13.0,0.0014753676366204757,0.150258967856451
55,-265.1738999999772,-12.0,0.001773739553490131,0.18746778936378214
56,-183.4606999999929,100.0,0.001521094139044355,0.15980114232724077
57,-160.95919999999506,89.0,0.0011253064214636333,0.1824301594609259
58,-183.7535000000028,89.0,0.0006617791533419271,0.171585509935949
59,-124.35970000000874,111.0,0.0013022211992693997,0.17449894806505828
60,-284.4145999999815,8.0,0.0011671504071755227,0.16997786475012436
61,-205.86649999999318,90.0,0.0008455111280834188,0.15700788835421303
62,-227.30379999998195,32.0,0.0005855550336720313,0.1652765144526169
63,-213.0108999999903,81.0,0.0013752166664473394,0.17050757645845216
64,-158.2424000000052,101.0,0.0010474834130789364,0.20839673030307357
65,-184.85219999999902,103.0,0.0008834356494422922,0.16056820553486909
66,-182.53719999999691,80.0,0.0009766616203464855,0.1718671317921569
67,-249.23879999997962,21.0,0.0010534500983074948,0.14999053369442752
68,-257.45669999997824,7.0,0.0008804786828248638,0.18348211169686934
69,-212.35679999999596,39.0,0.0006444951605525127,0.1607093032671521
70,-321.1553999999783,-21.0,0.0008626249341763685,0.14618886753744045
71,-177.56379999999703,85.0,0.0016353163313192302,0.16928430782964096
72,-195.29159999999442,87.0,0.0015901252205029904,0.1713855771582253
73,-221.81299999998663,39.0,0.0011211895092229731,0.160539861114708
74,-233.98679999998305,77.0,0.0011120233990753914,0.16454678229272168
75,-185.63199999999574,74.0,0.0011977054215239096,0.17525692387107786
76,-290.72269999998434,55.0,0.0029240633238145322,0.1561323225448858
77,-180.60029999999992,63.0,0.001590608266920055,0.19154634415511265
78,-312.88019999997726,9.0,0.002760413276874468,0.17810169215135227
79,-236.98349999998732,33.0,0.0012692459081607025,0.19406310615086594
80,-262.36139999998727,48.0,0.0020256611631170535,0.15585506445919442
81,-116.93980000000728,100.0,0.001909871612217151,0.18776248155519465
82,-246.24019999999493,92.0,0.0026982508179390903,0.14269097620584317
83,-51.223400000006585,161.0,0.0036990696421495967,0.1715444385734023
84,-385.4404999999667,-40.0,0.004073438038369132,0.1586738903420848
85,-126.85960000001234,71.0,0.0038903523306863456,0.21914774649437294
86,-216.85379999999628,117.0,0.003550378231758434,0.14357037912585482
87,-85.51310000000628,148.0,0.003725948447641255,0.2177820476573824
88,-209.41809999999504,82.0,0.0012524409292815856,0.1411485956451356
89,-273.264399999984,-43.0,0.0016568640457508262,0.18694918267182167
90,-245.54519999997564,59.0,0.0012564288611471382,0.15369382530253456
91,-120.76920000000378,123.0,0.001980211537291879,0.180115512590732
92,-264.29689999998527,71.0,0.0017252049159657528,0.1496865631247692
93,-122.36420000000885,139.0,0.0011178703450500295,0.18406846588909231
94,-254.26059999998841,38.0,0.0022000697334331695,0.13701477813355575
95,-169.65369999999737,73.0,0.0011904202588837339,0.1883381146764913
96,-202.04700000000102,75.0,0.0006096076111929662,0.16725383047631245
97,-159.74349999999743,81.0,0.000926238094067736,0.18069885370155045
98,-181.72289999999987,108.0,0.0003341755845700776,0.17353104580415796
99,-81.46700000000392,174.0,0.0008976157207131796,0.16831003521747936
100,-327.8660999999731,-33.0,0.0018736030046333904,0.16539733136529164
101,-65.8882000000083,161.0,0.0011492728354080208,0.1778491311490733
102,-235.3521999999916,85.0,0.001457758487212057,0.1714078120467876
103,-186.7069999999995,39.0,0.0022322931069617053,0.18896406599079932
104,-345.8385999999825,3.0,0.003203852954603938,0.16413328945266686
105,-135.87240000000455,83.0,0.0028886637330095325,0.1958393333418085
106,-270.10439999998425,69.0,0.002348936024139865,0.15716295961956708
107,-147.02860000000805,79.0,0.0032462497721092746,0.20131425906762185
108,-125.0582000000105,173.0,0.0013295455182079899,0.1527062641419717
109,-189.07399999999575,48.0,0.0020875079977329563,0.17222681930226996
110,-294.5357999999687,8.0,0.0017347026394972337,0.14892472170712734
111,-135.66149999999914,105.0,0.0010735305423195134,0.18112538524884855
112,-188.47790000000182,101.0,0.0007195845785747754,0.14255009520034126
113,-51.618100000005775,197.0,0.0005601024265179028,0.16812587304299834
114,-190.54709999999324,98.0,0.001384075285157764,0.15687748184119235
115,-196.90519999999574,71.0,0.0009298736716642597,0.14427694139249672
116,-324.8198999999689,-7.0,0.0017200358601474736,0.17796973398090987
117,-67.96750000001063,123.0,0.003553256100115547,0.19374647605794154
118,-220.18789999998748,93.0,0.002663930947164772,0.13615445397017117
119,-201.05029999999942,54.0,0.0016404091942519958,0.21292683093605058
120,-311.7845999999605,-31.0,0.0011622150931549751,0.1429119769927879
121,-232.17699999998433,53.0,0.0009951029268275258,0.1745260770599179
122,-267.5425999999869,28.0,0.000746828128327577,0.17506746820710747
123,-194.37129999999732,67.0,0.0004920203024590857,0.18423433219458882
124,-152.97420000000898,113.0,0.0011494675927197202,0.1868418204098545
125,-211.67679999999132,57.0,0.0005931925781054972,0.14774731798282523
126,-274.16039999998634,-3.0,0.0007977689357531498,0.17330439179666982
127,-217.31769999999364,47.0,0.0008743463782738164,0.14772627783926906
128,-239.38409999998737,47.0,0.00029135344445740876,0.14817548123194485
129,-213.8805999999934,86.0,0.0014392571125029384,0.17873321710438128
130,-203.646499999992,41.0,0.0009164882988063965,0.19937434555678968
131,-100.87280000000881,180.0,0.0012130521416213545,0.15434980571319332
132,-220.1672999999882,47.0,0.0013328131805268495,0.18275605757652924
133,-350.1692999999627,-61.0,0.001272775785331013,0.18512444626169883
134,-217.078500000001,38.0,0.00053582672124032,0.16055534144135697
135,-178.1772000000042,90.0,0.00045291899363930486,0.17245845740895396
136,-139.09640000000354,127.0,0.0006933651699627027,0.17155943516123767
137,-218.18679999998787,65.0,0.0005345093107744045,0.20828103591126718
138,-140.29250000000238,116.0,0.0005736707427171953,0.15961902862451724
139,-249.30929999998955,69.0,0.0013276298737306832,0.15610016203972676
140,-211.10099999999989,68.0,0.0010195795077728787,0.18765180931112033
141,-183.01149999998742,95.0,0.0011876196060967648,0.18440054670370967
142,-292.1738999999773,-44.0,0.0009528166000810891,0.17219696354293665
143,-166.89929999999134,109.0,0.0007370724377577195,0.181050011937488
144,-298.18749999998124,-15.0,0.0007924710534405447,0.18743358367424928
145,-238.96079999997787,18.0,0.00021373835270966108,0.17759313549081615
146,-246.3534999999939,24.0,0.0005129334375255322,0.17890530939380458
147,-116.1391000000102,126.0,0.0009447603309349718,0.16342505168120394
148,-287.8574999999744,-2.0,0.0010531543963740331,0.1708282238945661
149,-124.01670000000865,117.0,0.001019233874814251,0.18400213756407333
150,-252.82149999998575,47.0,0.0015808108633213341,0.1669540988121009
151,-153.98260000000204,81.0,0.000858349680707544,0.19597091578835288
152,-232.51359999999656,83.0,0.003000111258628243,0.16988794151570227
153,-211.62059999998462,0.0,0.0042153880030615645,0.17430810819053097
154,-346.2614999999744,-15.0,0.0033376225104718546,0.15328492028083626
155,-119.19740000000868,85.0,0.0043330139130032435,0.22005726229276087
156,-287.62259999998383,53.0,0.004306793762490443,0.1339558409156882
157,-80.38350000001542,111.0,0.004334030617494907,0.22588599793958347
158,-276.56049999997924,75.0,0.0033998173453948393,0.14824324643967168
159,-165.17409999999265,65.0,0.002100029322496054,0.2023889527760989
160,-316.3101999999797,-5.0,0.0019674723784228023,0.15113182921604013
161,-15.839100000002121,235.0,0.002421122286888919,0.17878725067619852
162,-207.43660000000085,103.0,0.003141959401666509,0.14607634187509486
163,-200.60769999999607,12.0,0.0036750729888676056,0.17895468632807796
164,-220.6890999999852,80.0,0.0015401629469437804,0.13857871839862984
165,-237.24849999998295,17.0,0.0007195370714141624,0.1815982943659784
166,-207.62049999999823,117.0,0.0014479431243093349,0.15544280866222665
167,-262.8521999999755,-14.0,0.0020141466066943034,0.1889727468176788
168,-248.71119999997885,88.0,0.002745277189922562,0.16393910935580336
169,-109.43560000001324,129.0,0.0015018023840585007,0.19192116296794637
170,-339.63479999997196,-26.0,0.001879741019052407,0.1536045071379041
171,-145.29980000000646,117.0,0.0013488088685058178,0.1776285112915647
172,-178.76959999999968,129.0,0.0014481024684195388,0.16909341353133617
173,-186.5113999999951,47.0,0.0016429086413786867,0.17538664868681242
174,-179.6832000000064,138.0,0.0020859546315860397,0.15175946355976214
175,-233.49959999999191,12.0,0.0020811233198220476,0.2017080910898597
176,-310.7447999999717,-14.0,0.000795046424823551,0.1579131330332614
177,-132.6687000000078,121.0,0.001237845658308276,0.19901768461067154
178,-283.94589999998453,31.0,0.0009058168696548746,0.1455534454928526
179,-103.16460000000822,127.0,0.0008167958053581368,0.18152903785793395
180,-289.3188999999729,21.0,0.0011582004635844192,0.15860067621268184
181,-128.0802000000114,113.0,0.0007651540717736662,0.18898910756488116
182,-149.41070000000403,138.0,0.0007999132128152149,0.18278351086901118
183,-255.10489999998828,-8.0,0.0010996811197280794,0.16755545504440536
184,-316.8789999999794,-4.0,0.0019772550021543976,0.1581515534996789
185,-106.94950000001087,96.0,0.0027557640196090574,0.17547966723040437
186,-235.82019999999434,100.0,0.0037108364551434515,0.138895527644712
187,-175.90369999999663,28.0,0.0037115283299041664,0.21137348457628133
188,-243.55539999998373,56.0,0.002300249943415255,0.15010805685837933
189,-112.05510000001155,140.0,0.0018309571989677039,0.20277546068641128
190,-246.87879999998756,29.0,0.0011361872701378909,0.15627354791770312
191,-187.06459999999117,72.0,0.0004121346198207782,0.1727919706717035
192,-347.27079999996914,-60.0,0.0008781443093479333,0.16018518510687824
193,-197.48699999999243,77.0,0.00044783812167742816,0.19453430581615855
194,-243.43629999999231,54.0,0.00043103579713751726,0.17081976430305582
195,-233.75969999999245,44.0,0.00045545808196592835,0.19251471588893837
196,-107.27000000000551,163.0,0.0009619834234773039,0.1742870512214915
197,-151.07609999999116,82.0,0.0014187515174468135,0.15670924397518501
198,-157.43929999999975,135.0,0.0006809592146808258,0.17057955479681097
199,-237.11319999999128,6.0,0.0013358425350593248,0.158363795000443
200,-222.61409999998403,70.0,0.0012677991311503373,0.164451829028248
