epoch,episode_reward,pnl_total,approx_kl,clipfrac
49,-921080.3016999955,-106.0,-9.533633073146277e-06,0.0508784731296477
50,-815391.1066700021,-102.0,0.00011182005050463374,0.05042233931391025
51,-535728.529779999,-96.0,0.00020771691717696221,0.055831802392144074
52,-351469.81279000134,-56.0,0.0049130570196754,0.07756931021260653
53,-451298.0129700009,-116.0,0.00359671717839792,0.1621703961987468
54,-145091.43091999835,-97.0,1.5709758969388103,0.6641384220330526
55,-46379.37615999966,-94.0,1.9631138645628674,0.7264739570534782
56,-12578.748509999652,-37.0,1.1361009556580788,0.726249130800465
57,-37201.580079999694,-117.0,1.0183835062465287,0.7342870858627439
58,-61434.36467999947,-83.0,1.4883828804797774,0.7486375570297241
59,-52655.14569999941,-98.0,3.3520769855697155,0.7960572447011013
60,-73032.69598999973,135.0,0.5900907727183515,0.7763873858266319
61,-10873.888700000205,-106.0,1.3683958085011367,0.8733702744573157
62,-2286.969719999962,60.0,0.4180576550209161,0.8545946677196894
63,-266.6426699999983,-39.0,0.20711140157342642,0.8064408587994955
64,-404.86807999997905,11.0,0.27054296916393894,0.7848393566265012
65,-486.0938199999907,-74.0,0.2571263952500307,0.7496584377541448
66,-267.015510000006,2.0,0.24033276326738495,0.7142226987623221
67,-167.96163000000774,142.0,0.17079248636288705,0.6579488056977063
68,-191.23909000000455,77.0,0.13176323140402585,0.6142552712352465
69,-118.00508000000194,73.0,0.08831547522980608,0.5411410773333335
70,-762.4902399999186,-23.0,0.20809479684851115,0.539478440232427
71,-191.17876000000945,90.0,0.12224759288449827,0.4890978851460463
72,-184.94880000000472,65.0,0.10321999512769325,0.4464515813237784
73,-200.30429000000427,74.0,0.12554704319943585,0.46117360176925626
74,-161.9731300000068,89.0,0.1872177625956578,0.4819002240797542
75,-207.01852000000324,15.0,0.041869256223146405,0.4658428693794652
76,-2577.61747000009,14.0,0.24073866791121157,0.5906357982300765
77,-172.9217800000063,165.0,0.07386962035347072,0.4870723300668972
78,-99.30895000000291,129.0,0.16873334149216357,0.5198124324939898
79,-195.70962000000858,55.0,0.14882297628032604,0.5698154263741133
80,-149.11422000000348,161.0,0.10510619645626038,0.4984550513327122
81,-103.86810999999855,103.0,0.11281651051426676,0.4953861832372005
82,-415.0035499999737,87.0,0.20792602621915515,0.5017201608873361
83,-129.46207000000027,71.0,0.033585887943318925,0.4782375726873512
84,-159.75653000000955,54.0,0.04839686196935764,0.5538765222130232
85,-242.96496000000568,9.0,0.07700755071035272,0.48584804442149915
86,-81.6675099999959,98.0,0.03601294891846702,0.4766419899730098
87,-73.81273000000441,85.0,0.07428542673294833,0.5455192715817729
88,-6.036940000001063,86.0,0.030626700691869544,0.4880736625401784
89,-33.18593000000025,68.0,0.030641508715987417,0.3881809089012099
90,-105.36090999999794,38.0,0.036528863947775325,0.3964763306673394
91,-111.92990999999829,-22.0,0.03606728260363537,0.3516695959283816
92,-183.411960000028,23.0,0.1315790341491657,0.4100182545895608
93,41.90629999999263,100.0,0.025766308351561722,0.3416015745097438
94,11.676330000001206,75.0,0.024921438714135855,0.32509656785833124
95,1.3401799999943418,88.0,0.020089807411033618,0.3522760384278187
96,22.58422999999242,78.0,0.03507160904479216,0.32011525530294077
97,-173.781040000002,-64.0,0.047302486589084966,0.3745423068372619
98,53.17404000000518,121.0,0.024135020419080982,0.3797425182153847
99,-7.0770799999999845,71.0,0.018726006317640875,0.2782944595157508
100,-83.32455000000347,34.0,0.029573930113023957,0.35862666965517775
101,-134.45215999999405,-70.0,0.023574468043103924,0.28093781364181186
102,40.27742000000589,106.0,0.023142132173282315,0.281677115289186
103,-68.1011000000034,36.0,0.057898901978413485,0.36334821142700335
104,-148.52446000000134,-63.0,0.0203753181853943,0.24498101962199867
105,-118.35726000000074,7.0,0.033624995474648485,0.3066909476645932
106,-107.58824000000489,-36.0,0.021794202527109747,0.31128244005785083
107,-114.06779999999927,-34.0,0.015400254480097063,0.24158131225120943
108,-178.3055200000023,-92.0,0.035885552996883265,0.28754496359765924
109,-49.349610000004866,12.0,0.017013215084388387,0.2728865086563573
110,-49.18965000000708,5.0,0.02946241039593202,0.30508771690459835
111,-245.55285000001106,-64.0,0.08857166129071882,0.40309415836602647
112,6.0891400000031926,67.0,0.02241019432753188,0.28271405911998243
113,-3.8476599999981316,131.0,0.03781357059933304,0.3851509914418917
114,-5.080189999998866,66.0,0.034534385715787055,0.28979344583357014
115,-181.77621000001184,-96.0,0.02720897982232558,0.287513412177464
116,-33.230350000002296,43.0,0.01521115244578436,0.24369327958352519
117,-90.23718000000169,38.0,0.02747407599563544,0.32360926852715727
118,34.129759999994356,92.0,0.028981657803071346,0.32726812180107
119,-51.68899000000038,69.0,0.028272523134914056,0.24973145762569463
120,-45.95255000001175,50.0,0.01762543555349304,0.27162819571595714
121,24.084569999995054,83.0,0.015657679611631586,0.23150411709550991
122,-115.7176599999926,7.0,0.019209622979932773,0.2615355307495357
123,-22.215310000003612,62.0,0.030613029040303698,0.319973707766525
124,14.609640000004115,105.0,0.00987834316515094,0.18780060340681218
125,2.7256399999913348,92.0,0.024025598743809804,0.28385391065369775
126,-112.40939000000121,-34.0,0.012209759526499601,0.19660000168773906
127,-46.33904000000571,18.0,0.014187659831347163,0.19677553634276454
128,-63.59818999999918,21.0,0.009719330020165434,0.1912568938542182
129,-99.99024999999527,0.0,0.011940643639435386,0.1784528587383545
130,-116.55725999999488,-33.0,0.0078845697540685,0.18286787576677388
131,-151.21756000001284,-46.0,0.016391440306126954,0.25076158581585284
132,-69.6479800000084,20.0,0.00928512858649961,0.23519099228676185
133,-30.85590999999917,62.0,0.008181755494408076,0.2129289135336876
134,17.452960000000893,91.0,0.008000861337105435,0.18179444414841023
135,-26.71089000000537,85.0,0.024100679008026888,0.24301487417114492
136,-130.86073000000653,-53.0,0.018003891540369573,0.23439980128052218
137,-50.91727000000455,33.0,0.013094580261348415,0.18862561502228706
138,-95.12701999999946,-6.0,0.011947084507302247,0.17617490660670576
139,-10.326329999998343,53.0,0.013781804810804299,0.24785363697601076
140,13.61301000000005,98.0,0.0100968123118922,0.186316651810232
141,-159.88094000001382,-87.0,0.021772294322153846,0.2053848011480854
142,-57.95920000000767,65.0,0.017439224896605578,0.26384112009445565
143,-109.0503299999983,75.0,0.052745501269824996,0.3815480157091523
144,-78.60350999999808,-27.0,0.01097263092118653,0.21820202026984944
145,-12.296060000000272,59.0,0.008450466053750612,0.13733994284188314
146,84.46100000000332,147.0,0.011819964592087364,0.18431019883553515
147,-54.685310000000726,16.0,0.0051074937400940055,0.15633704843283291
148,-16.45993999999919,60.0,0.007952683280871268,0.1550195375087344
149,-51.27105000000823,11.0,0.008436032144724976,0.17177635369612682
150,-49.88344000000952,14.0,0.008659687526317352,0.14733621893166904
151,-72.67857999999868,-6.0,0.013037664268424292,0.19016842416407453
152,-117.00216999999127,-49.0,0.009454931998792118,0.15628668383405303
153,-111.45754000000352,-41.0,0.00507089066365329,0.12481509738706595
154,-31.26714999999862,31.0,0.01481618015720071,0.1804011556881153
155,-21.969579999997748,71.0,0.013300201795970757,0.1958840215541669
156,-92.99076000000909,16.0,0.021934061080426677,0.2164355544928486
157,-42.68101000000213,28.0,0.014504920333284278,0.2315980698666628
158,-89.75045000000394,-12.0,0.008707902346122263,0.1509900771525522
159,-6.49152999999528,67.0,0.008571383890968405,0.15496404810703748
160,-37.458270000003445,49.0,0.007803567773281363,0.1680692725241283
161,-118.083269999994,-44.0,0.007049845791108049,0.14727591117535602
162,-181.53392000001514,-103.0,0.007468937133806634,0.11990289259948675
163,-110.60451999999526,-37.0,0.006179932003551465,0.11112807887846864
164,-3.335449999998092,67.0,0.007760292955779563,0.11177369838099409
165,-21.067260000000044,41.0,0.007525817508364423,0.1286757473790685
166,-45.69518000000042,25.0,0.0036275774171444456,0.12201847601681948
167,-29.323840000005337,46.0,0.004633820478573892,0.1129483089177863
168,-65.05153000000492,15.0,0.004552791056187364,0.09675037167004205
169,-45.12430000000266,44.0,0.00897431592708523,0.1389127875499378
170,-20.77600999999859,67.0,0.0059331214776365175,0.11401858372268396
171,-0.3164899999998442,82.0,0.008637502757671084,0.14171713774419384
172,-40.036540000000905,42.0,0.008875154228393368,0.14657497545395862
173,-109.276780000004,-44.0,0.00794843668280985,0.13999146518501027
174,-54.273330000002844,46.0,0.009006801943843243,0.14656981973236563
175,-41.94117000001262,33.0,0.0059444670475705605,0.130191525370376
176,-1.4391000000050123,80.0,0.009137601677464424,0.10993509064891085
177,-7.7282700000023254,78.0,0.007689912447165999,0.1577641867310894
178,-44.5186500000038,41.0,0.009385239552373617,0.1366361841337373
179,35.377419999994224,100.0,0.00774826499444027,0.14584046036054363
180,-4.69770999999903,73.0,0.003648615624500818,0.07675249335072343
181,-34.57539000001051,26.0,0.007924221652164432,0.15753013489533538
182,-50.96816000000858,21.0,0.006107551112379964,0.11330345330377485
183,-57.635489999999095,23.0,0.005255394531125766,0.09810443814313471
184,-67.72139000000182,-5.0,0.004602154861308406,0.1012430582103005
185,-83.11523000000012,-14.0,0.004534430411857837,0.09634168516838343
186,-18.287690000000797,44.0,0.0035533436038656645,0.0974550720563294
187,-61.99958000000539,7.0,0.01018656311749052,0.15070693520520698
188,-3.4021799999979296,89.0,0.007793905638010489,0.10652536878189603
189,-132.47110999999393,-54.0,0.004965484644537283,0.07329153004318278
190,-19.85647999999957,36.0,0.007597861849657215,0.13066650621148923
191,-81.09491000000104,0.0,0.004269858245739393,0.07983500577373714
192,-77.0985600000049,-2.0,0.003937879392055375,0.09834804513571871
193,-43.8704900000085,33.0,0.0032197245264790923,0.11224415488787834
194,-150.90619000000441,-71.0,0.0025338781383441723,0.0885117754744156
195,32.262920000001166,108.0,0.002816081840619337,0.10624301577887393
196,-132.27909999999758,-56.0,0.002996684443144882,0.09045819398509153
197,-119.50903999999282,-54.0,0.0022682194493071866,0.08551379182493153
198,-70.6060400000017,13.0,0.0038381004649889424,0.07162303080325884
199,-133.88815000000085,-50.0,0.008060891533078509,0.09922124961674805
200,-54.46000000000185,19.0,0.0019526236247229282,0.07533904105511229
