epoch,episode_reward,pnl_total,approx_kl,clipfrac
1,-89.10080000000052,37.0,0.028559562887151075,0.3021619004129574
2,63.09052999998877,129.0,0.004989087899054195,0.14510634375600429
3,32.858330000001814,113.0,0.004167455738288542,0.15179026498773832
4,4.395600000001065,83.0,0.0050740867040473935,0.1528497078018078
5,13.044620000000874,87.0,0.003921838158581426,0.1519931774487756
6,12.57618999999649,81.0,0.0034637107280484285,0.15131333158875734
7,44.30684000000087,129.0,0.005240303728288496,0.15591355036352053
8,-0.6847700000050694,77.0,0.004074144271292588,0.14602722906637072
9,123.49182000000631,211.0,0.003742119438037668,0.14775330913160614
10,114.4266500000122,183.0,0.003111748052551835,0.16116581514280365
11,12.048750000001569,85.0,0.002909408120332642,0.12462356086474972
12,28.177119999995885,97.0,0.004404178758825265,0.1587453480341182
13,-44.178349999997735,35.0,0.004205508257402338,0.14316119584840853
14,-19.88844999999833,52.0,0.0037957212308229763,0.16219359385898177
15,8.658979999995456,80.0,0.0022425711066903476,0.17659607613520906
16,19.790349999997005,100.0,0.0035665293772213797,0.1390507383864151
17,-65.83704000000021,22.0,0.002772074335631344,0.14937949859049937
18,-10.158609999998399,62.0,0.0030505702007511426,0.15743755446808622
19,-43.10237000000684,38.0,0.004617152352808105,0.1634093349404781
20,21.961589999996207,91.0,0.0024608876566276946,0.17085991242271387
21,-4.493340000001029,63.0,0.0036447253842197824,0.16141639995259166
22,-29.574339999999047,48.0,0.0033777141237179655,0.1361219554658461
23,37.09447999999275,112.0,0.0024545460049234893,0.1437857025457139
24,38.05272999999601,113.0,0.0031428268012914126,0.140320663519253
25,4.793929999998085,76.0,0.003489751361677846,0.15617670046646667
26,31.41249999999271,105.0,0.004566398767649585,0.15957055961256786
27,101.40605000000168,180.0,0.0038227044489083963,0.16500071412112738
28,103.485230000005,181.0,0.0045556718913041475,0.16822352833947204
29,-3.8986899999988816,75.0,0.0034578335573724264,0.1432699557665168
30,106.65625000000162,190.0,0.004403976235532553,0.142942649238305
31,6.133899999996239,95.0,0.002633780524847198,0.1357305266937574
32,12.014610000001296,93.0,0.0034172118885060217,0.15016182681039864
33,8.285529999997179,83.0,0.0015296157581896662,0.16392680970544846
34,66.35133000000155,141.0,0.004473511086540167,0.16556124933162666
35,4.393250000002231,76.0,0.0036361648726235805,0.14494232057488912
36,17.81077999999886,88.0,0.00420754524904792,0.1561941732498293
37,39.871970000000346,118.0,0.004251723771426291,0.15002398406284928
38,56.1554499999858,124.0,0.0024000841877563927,0.13195041783573414
39,9.242720000000975,90.0,0.0017798991026958166,0.1309223925904525
40,55.71105999999369,141.0,0.0030904863445580335,0.1298960166125996
41,41.80162999998791,122.0,0.0021694039059853,0.14919456609506285
42,63.099300000007155,143.0,0.004025343328335028,0.155474348844874
43,14.111480000000032,93.0,0.0021409614476198347,0.13938309258429815
44,57.840369999992085,134.0,0.004398545389069824,0.14944237962809226
45,66.34174999999195,142.0,0.0036537285829057365,0.14711671915300042
46,-9.233500000000495,60.0,0.004179101059414116,0.14691179173548294
47,81.98873999999992,152.0,0.0050911307435365935,0.1669010640744934
48,-30.246239999997535,37.0,0.004866677544120968,0.1664186863549399
49,-22.952259999999033,53.0,0.0027574583644622516,0.13569998973055392
50,1.729100000000302,81.0,0.0030776024871237502,0.13475588399497485
51,87.59347999999595,153.0,0.0032101750474258185,0.16943609039144997
52,-10.736789999998525,65.0,0.00323760273552381,0.13991733382005764
53,77.7449599999935,148.0,0.0018861236011743197,0.13939026372494878
54,38.65785999999637,119.0,0.002792601666586907,0.1380992414713498
55,85.09218999999804,153.0,0.003048648669132701,0.14945709115720743
56,88.98724000000747,164.0,0.002007161372386317,0.12474668884514184
57,37.33765999999001,104.0,0.003122009049162588,0.1436176085166189
58,19.029410000001207,92.0,0.0024936389819872873,0.14823509396874154
59,98.24150000000854,164.0,0.004035440171791807,0.1471035307063567
60,84.44237000000652,159.0,0.004287930033901138,0.12949062399072758
61,-14.979510000004113,67.0,0.0037755163862340656,0.1422711382774229
62,15.752430000000336,94.0,0.0033705445635643255,0.1330514207069102
63,-71.04748999999703,6.0,0.0034465274560511565,0.14167730284497043
64,-58.16477999999811,15.0,0.003605283293710206,0.1590782744896333
65,-40.91690000001054,31.0,0.0030783196104210895,0.15134418935249774
66,-30.5305699999981,52.0,0.004836340309567873,0.15365878551803677
67,37.87895999999966,107.0,0.002995793277014005,0.13978721377816025
68,64.67796999999248,136.0,0.0023191529490693167,0.1573074074054988
69,48.934049999989305,111.0,0.003955461883029688,0.13661611175152244
70,91.8116500000011,171.0,0.0020724685689627537,0.12575361617094535
71,73.24772999999709,148.0,0.002980888005000476,0.14945864918586238
72,51.52452999999404,132.0,0.002974531316108399,0.1461818715717816
73,106.5163500000059,178.0,0.002083264850451039,0.14045294449473453
74,70.50974999999514,148.0,0.0030422604686464183,0.15196212748719368
75,-79.00172000001025,0.0,0.004435864881377602,0.14617539606741722
76,36.972309999987004,108.0,0.0017329791822968575,0.15542210182113364
77,4.2991300000005515,79.0,0.0029363627354963297,0.13953594873899852
78,21.15926999999593,99.0,0.003501688754004858,0.14137384511333034
79,-24.244599999997124,53.0,0.002301382780532495,0.15791052607017636
80,34.06481999999564,115.0,0.0026979424424489903,0.145458505717137
81,7.376519999999632,82.0,0.0029744306310094063,0.15720833053454658
82,13.585229999995699,90.0,0.003936763426251571,0.12559300001759996
83,-56.30619000000274,28.0,0.0031015721933666807,0.12858174759154486
84,70.51619999998977,159.0,0.003590544764215006,0.1392126516839921
85,67.73728999998994,138.0,0.0026689391219502758,0.13083812323960148
86,68.23930999999857,145.0,0.0034204122757547635,0.1442111488308338
87,107.12976000000688,186.0,0.003593388689266146,0.14948715687118816
88,84.66918999999493,150.0,0.0023956848892688963,0.15701294704556268
89,141.82060000000644,210.0,0.0026649781505433483,0.1435078363988968
90,59.95024999999716,127.0,0.0022380292342232913,0.14779282792391168
91,-74.26981000000384,8.0,0.0037567077566407364,0.13572320049406578
92,96.09096999999237,174.0,0.00385929097273828,0.14446335109505828
93,54.495569999996775,134.0,0.0029896275964407526,0.1496122223047527
94,41.6702499999937,112.0,0.0033906474281144823,0.15512899177407982
95,34.65962999999544,106.0,0.0027025331049339942,0.15579035324938842
96,63.79181999999532,132.0,0.0018898986491930922,0.15801200990423264
97,3.0317399999994126,76.0,0.0021319680985326214,0.14319496515472205
98,23.85648999999619,105.0,0.002332461748604851,0.12489043414247351
99,39.306430000000326,115.0,0.0026167312247442724,0.14253827680321718
100,-5.159650000008617,76.0,0.0025636081839468337,0.1310161527628634
101,10.6217700000007,86.0,0.0023974008524859022,0.12971929408955257
102,129.95032999997997,208.0,0.0024909798376270284,0.12692188435166285
103,49.63729999999479,126.0,0.0019749413122855117,0.13137687607020732
104,-45.9831900000073,32.0,0.003176485170862354,0.13884294939702316
105,31.769909999997616,109.0,0.001894436643237444,0.13418915108561713
106,18.827669999991336,103.0,0.003717472145978796,0.15526550487053908
107,75.2115299999998,157.0,0.003103478188093155,0.16016021274054879
108,18.50933000000014,97.0,0.001913243149600334,0.12401343706921236
109,46.69952999998868,118.0,0.0024585902951039075,0.1467415191886934
110,0.31031000000113634,80.0,0.00344054559205471,0.14673330971588758
111,26.918109999995703,97.0,0.003386744373360279,0.1386793941099024
112,116.18019000000415,189.0,0.002483251841534708,0.16238202105294788
113,134.3108800000024,203.0,0.0022785506499223857,0.1474759505987661
114,55.62295999999304,130.0,0.0020537064187648854,0.12525226165916745
115,-64.40513000001147,18.0,0.0028067618069861125,0.13179186753472252
116,72.66759999999775,153.0,0.002887509503522857,0.14884666131426957
117,70.19548999998956,148.0,0.002961139047558077,0.14927481828467143
118,50.14047999999254,120.0,0.003487654555392088,0.13332190679768655
119,57.22518000000071,134.0,0.002935610365099235,0.12188507950192454
120,22.60186999999843,102.0,0.002379018109748009,0.12865473837622546
121,104.7159800000075,183.0,0.0021885169704389967,0.13188872919325403
122,3.131339999996718,90.0,0.0028272876586891995,0.11542899510668998
123,83.13220000000645,153.0,0.0019302891078824293,0.14732850150556753
124,113.9867200000065,189.0,0.003114939752427648,0.14129633528013893
125,126.41907999998878,206.0,0.0016793863880280359,0.1234189293205442
126,-23.226610000002648,49.0,0.003524853839416216,0.14876672815506822
127,92.7680600000121,155.0,0.0033986357600301535,0.1618233761250578
128,-27.746130000004257,56.0,0.0028252954621919174,0.12738445692923883
129,-64.5477600000016,16.0,0.0019895679650904184,0.13318371877617
130,-60.16588000000234,14.0,0.0022757712527855132,0.15250386017072476
131,-6.85845000000604,69.0,0.0013759945147182786,0.1511049403975539
132,86.86440000000964,160.0,0.003938512109486107,0.13205979024954387
133,90.83918000000875,175.0,0.0031850020418430075,0.1304056394031111
134,100.40845999999732,169.0,0.003244573603489626,0.11878312096024389
135,67.86737999999609,144.0,0.0023117669478243076,0.12505128293218004
136,-1.5094400000025094,68.0,0.0032556663520864693,0.12905467932562756
137,14.823890000001352,95.0,0.002833669680386199,0.1351981820686665
138,72.96155000000091,148.0,0.001514274548597145,0.1478904855086018
139,71.15889999999608,142.0,0.0022009617987411023,0.1387863208706312
140,56.03452999998863,144.0,0.0022251739741333096,0.11684005215319972
141,-29.636710000005408,47.0,0.0032809112010228686,0.12197813398469955
142,0.07141000000060721,73.0,0.0034459036866870602,0.13767411799126902
143,30.973659999999988,115.0,0.0031600288551613775,0.12186707036927441
144,-67.441640000005,6.0,0.002338187590125836,0.14243975679840373
145,107.8556500000002,182.0,0.0016506624002154571,0.12439655305953412
146,147.58814999999638,224.0,0.0012930723873827844,0.14099917108723461
147,20.1964899999897,89.0,0.0027623951926589686,0.14319314459795193
148,0.44295999999646135,79.0,0.0033622205064602895,0.11370403312196005
149,71.96745999999646,142.0,0.0031953690729355703,0.14803875148271686
150,35.326189999999464,106.0,0.0033673264729951907,0.12416888144336
151,-36.918290000008156,48.0,0.00285023791041007,0.12319128365804817
152,-90.20367999998977,-22.0,0.002913099233434414,0.12539726162070272
153,-71.61180000001114,4.0,0.002558374999112038,0.1256096384161158
154,2.8070400000004208,74.0,0.0024351060047586885,0.12882663281819481
155,47.829429999993636,124.0,0.0023108879601226218,0.11823305544375584
156,-5.553779999998988,63.0,0.0022015633697186703,0.1258558212742456
157,-0.8355399999995924,78.0,0.0017812578593269345,0.11474880465731913
158,-25.9001800000028,60.0,0.002291993180811999,0.1355686370986483
159,59.109649999994325,136.0,0.0023407304587159906,0.15399985354615758
160,59.309509999994674,132.0,0.002235621444129563,0.14522808135814028
161,37.4899999999962,107.0,0.0026327620978568935,0.14976616124221623
162,-104.26067999999624,-25.0,0.0021649776549897285,0.13374347636932568
163,-12.841490000008807,53.0,0.003212519822871954,0.1481436410832484
164,58.996889999989115,134.0,0.0034792706533845912,0.11951240359355282
165,-10.555100000000309,73.0,0.0029612831339731176,0.14469105797196855
166,82.82050000000017,160.0,0.00272288733362412,0.162596249323807
167,127.63183000000282,205.0,0.0027340010331782885,0.13431488375321327
168,-25.28532999999966,43.0,0.0038581442961714363,0.15462513057058616
169,93.54924000000997,170.0,0.0029597552651984675,0.13751183887511886
170,113.65876000000446,186.0,0.0034739748597206513,0.12614502311246284
171,59.822899999996515,134.0,0.0029600429079557626,0.13027563265876363
172,-37.96775000000021,35.0,0.0032847925694360603,0.13407705603969217
173,-35.22092000000301,37.0,0.002096454357240343,0.1412492666627891
174,76.76674999999089,150.0,0.0031910845426569266,0.12900569214060015
175,0.6406099999965192,79.0,0.003149898952177328,0.12864108425595902
176,81.39647999999919,148.0,0.0036087648569920797,0.1361835390230678
177,46.07437999999469,123.0,0.002356597652717317,0.14125133337243306
178,91.17450000000949,165.0,0.002409825441874687,0.12322097883516589
179,167.54151999998882,243.0,0.00207077063055746,0.12555198657591612
180,68.33374999999603,138.0,0.0022560900068984116,0.12249504644362046
181,112.49763999999922,187.0,0.0018585789750179041,0.10850774306828613
182,0.7137399999990196,81.0,0.003765361815272169,0.1381011029323008
183,15.961499999997978,84.0,0.0030936589184348603,0.16545578387769444
