file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251121.xlsx,7011,100,60,300,3,153.0
ticks_20251121.xlsx,7011,100,90,300,3,121.0
ticks_20251121.xlsx,7011,96,120,300,3,42.0
ticks_20251121.xlsx,7011,70,60,600,3,172.0
ticks_20251121.xlsx,7011,58,90,600,3,31.0
ticks_20251121.xlsx,7011,54,120,600,3,37.0
ticks_20251121.xlsx,7011,48,60,900,3,105.0
ticks_20251121.xlsx,7011,48,90,900,3,84.0
ticks_20251121.xlsx,7011,34,120,900,3,49.0
ticks_20251121.xlsx,7011,56,60,300,5,114.0
ticks_20251121.xlsx,7011,40,90,300,5,42.0
ticks_20251121.xlsx,7011,40,120,300,5,6.0
ticks_20251121.xlsx,7011,32,60,600,5,145.0
ticks_20251121.xlsx,7011,28,90,600,5,39.0
ticks_20251121.xlsx,7011,20,120,600,5,13.0
ticks_20251121.xlsx,7011,28,60,900,5,117.0
ticks_20251121.xlsx,7011,24,90,900,5,67.0
ticks_20251121.xlsx,7011,10,120,900,5,1.0
ticks_20251121.xlsx,7011,22,60,300,7,83.0
ticks_20251121.xlsx,7011,20,90,300,7,-11.0
ticks_20251121.xlsx,7011,24,120,300,7,-26.0
ticks_20251121.xlsx,7011,12,60,600,7,120.0
ticks_20251121.xlsx,7011,16,90,600,7,19.0
ticks_20251121.xlsx,7011,14,120,600,7,21.0
ticks_20251121.xlsx,7011,10,60,900,7,85.0
ticks_20251121.xlsx,7011,10,90,900,7,31.0
ticks_20251121.xlsx,7011,6,120,900,7,-10.0
