file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251016.xlsx,7011,100,60,300,3,-78.0
ticks_20251016.xlsx,7011,100,90,300,3,-123.0
ticks_20251016.xlsx,7011,84,120,300,3,-118.0
ticks_20251016.xlsx,7011,96,60,600,3,-74.0
ticks_20251016.xlsx,7011,88,90,600,3,-129.0
ticks_20251016.xlsx,7011,60,120,600,3,-68.0
ticks_20251016.xlsx,7011,60,60,900,3,-31.0
ticks_20251016.xlsx,7011,56,90,900,3,-90.0
ticks_20251016.xlsx,7011,48,120,900,3,-68.0
ticks_20251016.xlsx,7011,58,60,300,5,-51.0
ticks_20251016.xlsx,7011,64,90,300,5,-115.0
ticks_20251016.xlsx,7011,48,120,300,5,-107.0
ticks_20251016.xlsx,7011,56,60,600,5,-28.0
ticks_20251016.xlsx,7011,46,90,600,5,-86.0
ticks_20251016.xlsx,7011,34,120,600,5,-35.0
ticks_20251016.xlsx,7011,48,60,900,5,-13.0
ticks_20251016.xlsx,7011,38,90,900,5,-65.0
ticks_20251016.xlsx,7011,30,120,900,5,-26.0
ticks_20251016.xlsx,7011,24,60,300,7,-47.0
ticks_20251016.xlsx,7011,30,90,300,7,-83.0
ticks_20251016.xlsx,7011,20,120,300,7,-101.0
ticks_20251016.xlsx,7011,32,60,600,7,-3.0
ticks_20251016.xlsx,7011,20,90,600,7,-38.0
ticks_20251016.xlsx,7011,14,120,600,7,-15.0
ticks_20251016.xlsx,7011,22,60,900,7,11.0
ticks_20251016.xlsx,7011,20,90,900,7,-48.0
ticks_20251016.xlsx,7011,10,120,900,7,10.0
