file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251020.xlsx,7011,96,60,300,3,-55.0
ticks_20251020.xlsx,7011,74,90,300,3,-5.0
ticks_20251020.xlsx,7011,60,120,300,3,37.0
ticks_20251020.xlsx,7011,56,60,600,3,-23.0
ticks_20251020.xlsx,7011,48,90,600,3,-33.0
ticks_20251020.xlsx,7011,42,120,600,3,-3.0
ticks_20251020.xlsx,7011,72,60,900,3,-53.0
ticks_20251020.xlsx,7011,54,90,900,3,-35.0
ticks_20251020.xlsx,7011,42,120,900,3,-1.0
ticks_20251020.xlsx,7011,48,60,300,5,-43.0
ticks_20251020.xlsx,7011,32,90,300,5,-20.0
ticks_20251020.xlsx,7011,24,120,300,5,37.0
ticks_20251020.xlsx,7011,20,60,600,5,-33.0
ticks_20251020.xlsx,7011,20,90,600,5,-21.0
ticks_20251020.xlsx,7011,16,120,600,5,-17.0
ticks_20251020.xlsx,7011,24,60,900,5,-52.0
ticks_20251020.xlsx,7011,22,90,900,5,-49.0
ticks_20251020.xlsx,7011,20,120,900,5,-29.0
ticks_20251020.xlsx,7011,30,60,300,7,-56.0
ticks_20251020.xlsx,7011,20,90,300,7,-27.0
ticks_20251020.xlsx,7011,14,120,300,7,27.0
ticks_20251020.xlsx,7011,16,60,600,7,-34.0
ticks_20251020.xlsx,7011,14,90,600,7,-34.0
ticks_20251020.xlsx,7011,14,120,600,7,-17.0
ticks_20251020.xlsx,7011,12,60,900,7,-41.0
ticks_20251020.xlsx,7011,12,90,900,7,-35.0
ticks_20251020.xlsx,7011,12,120,900,7,-17.0
