file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250917.xlsx,7011,64,60,300,3,5.0
ticks_20250917.xlsx,7011,38,90,300,3,-34.0
ticks_20250917.xlsx,7011,40,120,300,3,-21.0
ticks_20250917.xlsx,7011,52,60,600,3,-28.0
ticks_20250917.xlsx,7011,32,90,600,3,-21.0
ticks_20250917.xlsx,7011,38,120,600,3,-13.0
ticks_20250917.xlsx,7011,40,60,900,3,-18.0
ticks_20250917.xlsx,7011,26,90,900,3,-37.0
ticks_20250917.xlsx,7011,22,120,900,3,9.0
ticks_20250917.xlsx,7011,20,60,300,5,-18.0
ticks_20250917.xlsx,7011,6,90,300,5,-8.0
ticks_20250917.xlsx,7011,8,120,300,5,2.0
ticks_20250917.xlsx,7011,18,60,600,5,-24.0
ticks_20250917.xlsx,7011,14,90,600,5,-14.0
ticks_20250917.xlsx,7011,8,120,600,5,-12.0
ticks_20250917.xlsx,7011,20,60,900,5,-26.0
ticks_20250917.xlsx,7011,12,90,900,5,-26.0
ticks_20250917.xlsx,7011,10,120,900,5,-12.0
ticks_20250917.xlsx,7011,8,60,300,7,-2.0
ticks_20250917.xlsx,7011,2,90,300,7,1.0
ticks_20250917.xlsx,7011,2,120,300,7,1.0
ticks_20250917.xlsx,7011,10,60,600,7,-7.0
ticks_20250917.xlsx,7011,4,90,600,7,-4.0
ticks_20250917.xlsx,7011,4,120,600,7,-7.0
ticks_20250917.xlsx,7011,10,60,900,7,-11.0
ticks_20250917.xlsx,7011,2,90,900,7,-2.0
ticks_20250917.xlsx,7011,2,120,900,7,-6.0
