file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250925.xlsx,7011,78,60,300,3,15.0
ticks_20250925.xlsx,7011,72,90,300,3,-26.0
ticks_20250925.xlsx,7011,62,120,300,3,-11.0
ticks_20250925.xlsx,7011,62,60,600,3,-4.0
ticks_20250925.xlsx,7011,54,90,600,3,-84.0
ticks_20250925.xlsx,7011,40,120,600,3,-32.0
ticks_20250925.xlsx,7011,56,60,900,3,-9.0
ticks_20250925.xlsx,7011,40,90,900,3,-44.0
ticks_20250925.xlsx,7011,38,120,900,3,-19.0
ticks_20250925.xlsx,7011,38,60,300,5,40.0
ticks_20250925.xlsx,7011,34,90,300,5,25.0
ticks_20250925.xlsx,7011,26,120,300,5,18.0
ticks_20250925.xlsx,7011,24,60,600,5,48.0
ticks_20250925.xlsx,7011,20,90,600,5,-44.0
ticks_20250925.xlsx,7011,18,120,600,5,-30.0
ticks_20250925.xlsx,7011,14,60,900,5,26.0
ticks_20250925.xlsx,7011,12,90,900,5,-40.0
ticks_20250925.xlsx,7011,12,120,900,5,-19.0
ticks_20250925.xlsx,7011,22,60,300,7,17.0
ticks_20250925.xlsx,7011,16,90,300,7,0.0
ticks_20250925.xlsx,7011,14,120,300,7,-13.0
ticks_20250925.xlsx,7011,18,60,600,7,-10.0
ticks_20250925.xlsx,7011,16,90,600,7,-27.0
ticks_20250925.xlsx,7011,14,120,600,7,-36.0
ticks_20250925.xlsx,7011,12,60,900,7,13.0
ticks_20250925.xlsx,7011,10,90,900,7,-44.0
ticks_20250925.xlsx,7011,6,120,900,7,-44.0
