file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251006.xlsx,7011,100,60,300,3,-4.0
ticks_20251006.xlsx,7011,100,90,300,3,-76.0
ticks_20251006.xlsx,7011,100,120,300,3,-201.0
ticks_20251006.xlsx,7011,78,60,600,3,37.0
ticks_20251006.xlsx,7011,64,90,600,3,53.0
ticks_20251006.xlsx,7011,76,120,600,3,47.0
ticks_20251006.xlsx,7011,60,60,900,3,47.0
ticks_20251006.xlsx,7011,38,90,900,3,71.0
ticks_20251006.xlsx,7011,36,120,900,3,48.0
ticks_20251006.xlsx,7011,76,60,300,5,1.0
ticks_20251006.xlsx,7011,62,90,300,5,-46.0
ticks_20251006.xlsx,7011,58,120,300,5,-98.0
ticks_20251006.xlsx,7011,52,60,600,5,38.0
ticks_20251006.xlsx,7011,32,90,600,5,89.0
ticks_20251006.xlsx,7011,26,120,600,5,54.0
ticks_20251006.xlsx,7011,34,60,900,5,61.0
ticks_20251006.xlsx,7011,20,90,900,5,69.0
ticks_20251006.xlsx,7011,18,120,900,5,61.0
ticks_20251006.xlsx,7011,44,60,300,7,43.0
ticks_20251006.xlsx,7011,38,90,300,7,-43.0
ticks_20251006.xlsx,7011,34,120,300,7,-104.0
ticks_20251006.xlsx,7011,28,60,600,7,51.0
ticks_20251006.xlsx,7011,20,90,600,7,49.0
ticks_20251006.xlsx,7011,18,120,600,7,68.0
ticks_20251006.xlsx,7011,24,60,900,7,51.0
ticks_20251006.xlsx,7011,14,90,900,7,88.0
ticks_20251006.xlsx,7011,10,120,900,7,46.0
