file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250910.xlsx,7011,44,60,300,3,-14.0
ticks_20250910.xlsx,7011,44,90,300,3,-46.0
ticks_20250910.xlsx,7011,32,120,300,3,-23.0
ticks_20250910.xlsx,7011,32,60,600,3,3.0
ticks_20250910.xlsx,7011,30,90,600,3,-34.0
ticks_20250910.xlsx,7011,26,120,600,3,-23.0
ticks_20250910.xlsx,7011,28,60,900,3,-39.0
ticks_20250910.xlsx,7011,20,90,900,3,-66.0
ticks_20250910.xlsx,7011,16,120,900,3,-34.0
ticks_20250910.xlsx,7011,16,60,300,5,-15.0
ticks_20250910.xlsx,7011,10,90,300,5,-39.0
ticks_20250910.xlsx,7011,12,120,300,5,-39.0
ticks_20250910.xlsx,7011,12,60,600,5,-13.0
ticks_20250910.xlsx,7011,8,90,600,5,-32.0
ticks_20250910.xlsx,7011,12,120,600,5,-30.0
ticks_20250910.xlsx,7011,12,60,900,5,-17.0
ticks_20250910.xlsx,7011,8,90,900,5,-43.0
ticks_20250910.xlsx,7011,6,120,900,5,-25.0
ticks_20250910.xlsx,7011,6,60,300,7,-11.0
ticks_20250910.xlsx,7011,8,90,300,7,-35.0
ticks_20250910.xlsx,7011,8,120,300,7,-29.0
ticks_20250910.xlsx,7011,6,60,600,7,-15.0
ticks_20250910.xlsx,7011,4,90,600,7,-24.0
ticks_20250910.xlsx,7011,6,120,600,7,-20.0
ticks_20250910.xlsx,7011,6,60,900,7,-9.0
ticks_20250910.xlsx,7011,6,90,900,7,-33.0
ticks_20250910.xlsx,7011,6,120,900,7,-25.0
