file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250905.xlsx,7011,100,60,300,3,-71.0
ticks_20250905.xlsx,7011,68,90,300,3,-71.0
ticks_20250905.xlsx,7011,56,120,300,3,2.0
ticks_20250905.xlsx,7011,66,60,600,3,-51.0
ticks_20250905.xlsx,7011,50,90,600,3,-34.0
ticks_20250905.xlsx,7011,40,120,600,3,-55.0
ticks_20250905.xlsx,7011,48,60,900,3,-27.0
ticks_20250905.xlsx,7011,34,90,900,3,-43.0
ticks_20250905.xlsx,7011,26,120,900,3,-36.0
ticks_20250905.xlsx,7011,44,60,300,5,-30.0
ticks_20250905.xlsx,7011,30,90,300,5,-30.0
ticks_20250905.xlsx,7011,22,120,300,5,-17.0
ticks_20250905.xlsx,7011,24,60,600,5,29.0
ticks_20250905.xlsx,7011,20,90,600,5,6.0
ticks_20250905.xlsx,7011,14,120,600,5,-47.0
ticks_20250905.xlsx,7011,26,60,900,5,10.0
ticks_20250905.xlsx,7011,16,90,900,5,-42.0
ticks_20250905.xlsx,7011,10,120,900,5,-24.0
ticks_20250905.xlsx,7011,16,60,300,7,-32.0
ticks_20250905.xlsx,7011,14,90,300,7,-34.0
ticks_20250905.xlsx,7011,10,120,300,7,-7.0
ticks_20250905.xlsx,7011,14,60,600,7,5.0
ticks_20250905.xlsx,7011,12,90,600,7,-26.0
ticks_20250905.xlsx,7011,8,120,600,7,-23.0
ticks_20250905.xlsx,7011,14,60,900,7,23.0
ticks_20250905.xlsx,7011,8,90,900,7,-32.0
ticks_20250905.xlsx,7011,4,120,900,7,-27.0
