file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250829.xlsx,7011,54,60,300,3,-31.0
ticks_20250829.xlsx,7011,46,90,300,3,-1.0
ticks_20250829.xlsx,7011,36,120,300,3,-29.0
ticks_20250829.xlsx,7011,42,60,600,3,-1.0
ticks_20250829.xlsx,7011,26,90,600,3,18.0
ticks_20250829.xlsx,7011,20,120,600,3,3.0
ticks_20250829.xlsx,7011,32,60,900,3,34.0
ticks_20250829.xlsx,7011,26,90,900,3,37.0
ticks_20250829.xlsx,7011,26,120,900,3,31.0
ticks_20250829.xlsx,7011,20,60,300,5,0.0
ticks_20250829.xlsx,7011,18,90,300,5,4.0
ticks_20250829.xlsx,7011,8,120,300,5,-12.0
ticks_20250829.xlsx,7011,12,60,600,5,44.0
ticks_20250829.xlsx,7011,6,90,600,5,22.0
ticks_20250829.xlsx,7011,6,120,600,5,1.0
ticks_20250829.xlsx,7011,12,60,900,5,36.0
ticks_20250829.xlsx,7011,10,90,900,5,43.0
ticks_20250829.xlsx,7011,8,120,900,5,4.0
ticks_20250829.xlsx,7011,6,60,300,7,7.0
ticks_20250829.xlsx,7011,4,90,300,7,5.0
ticks_20250829.xlsx,7011,2,120,300,7,0.0
ticks_20250829.xlsx,7011,4,60,600,7,3.0
ticks_20250829.xlsx,7011,4,90,600,7,2.0
ticks_20250829.xlsx,7011,2,120,600,7,15.0
ticks_20250829.xlsx,7011,6,60,900,7,-4.0
ticks_20250829.xlsx,7011,4,90,900,7,-5.0
ticks_20250829.xlsx,7011,2,120,900,7,13.0
