file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250930.xlsx,7011,62,60,300,3,-50.0
ticks_20250930.xlsx,7011,60,90,300,3,-22.0
ticks_20250930.xlsx,7011,58,120,300,3,-25.0
ticks_20250930.xlsx,7011,52,60,600,3,-57.0
ticks_20250930.xlsx,7011,44,90,600,3,-42.0
ticks_20250930.xlsx,7011,40,120,600,3,-34.0
ticks_20250930.xlsx,7011,36,60,900,3,-49.0
ticks_20250930.xlsx,7011,40,90,900,3,-37.0
ticks_20250930.xlsx,7011,38,120,900,3,-63.0
ticks_20250930.xlsx,7011,28,60,300,5,-27.0
ticks_20250930.xlsx,7011,24,90,300,5,-20.0
ticks_20250930.xlsx,7011,20,120,300,5,-12.0
ticks_20250930.xlsx,7011,22,60,600,5,-34.0
ticks_20250930.xlsx,7011,18,90,600,5,-44.0
ticks_20250930.xlsx,7011,12,120,600,5,-25.0
ticks_20250930.xlsx,7011,18,60,900,5,-19.0
ticks_20250930.xlsx,7011,16,90,900,5,-23.0
ticks_20250930.xlsx,7011,20,120,900,5,-33.0
ticks_20250930.xlsx,7011,18,60,300,7,-30.0
ticks_20250930.xlsx,7011,18,90,300,7,-11.0
ticks_20250930.xlsx,7011,12,120,300,7,-10.0
ticks_20250930.xlsx,7011,16,60,600,7,-49.0
ticks_20250930.xlsx,7011,10,90,600,7,-33.0
ticks_20250930.xlsx,7011,8,120,600,7,-21.0
ticks_20250930.xlsx,7011,10,60,900,7,-17.0
ticks_20250930.xlsx,7011,14,90,900,7,-24.0
ticks_20250930.xlsx,7011,10,120,900,7,-14.0
