file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250926.xlsx,7011,74,60,300,3,27.0
ticks_20250926.xlsx,7011,62,90,300,3,-22.0
ticks_20250926.xlsx,7011,58,120,300,3,10.0
ticks_20250926.xlsx,7011,50,60,600,3,4.0
ticks_20250926.xlsx,7011,40,90,600,3,-47.0
ticks_20250926.xlsx,7011,38,120,600,3,-60.0
ticks_20250926.xlsx,7011,26,60,900,3,29.0
ticks_20250926.xlsx,7011,26,90,900,3,33.0
ticks_20250926.xlsx,7011,14,120,900,3,22.0
ticks_20250926.xlsx,7011,34,60,300,5,45.0
ticks_20250926.xlsx,7011,22,90,300,5,8.0
ticks_20250926.xlsx,7011,22,120,300,5,14.0
ticks_20250926.xlsx,7011,22,60,600,5,-25.0
ticks_20250926.xlsx,7011,18,90,600,5,-30.0
ticks_20250926.xlsx,7011,22,120,600,5,-46.0
ticks_20250926.xlsx,7011,14,60,900,5,46.0
ticks_20250926.xlsx,7011,6,90,900,5,60.0
ticks_20250926.xlsx,7011,8,120,900,5,27.0
ticks_20250926.xlsx,7011,14,60,300,7,-12.0
ticks_20250926.xlsx,7011,16,90,300,7,16.0
ticks_20250926.xlsx,7011,12,120,300,7,-33.0
ticks_20250926.xlsx,7011,12,60,600,7,-47.0
ticks_20250926.xlsx,7011,16,90,600,7,-25.0
ticks_20250926.xlsx,7011,12,120,600,7,-52.0
ticks_20250926.xlsx,7011,8,60,900,7,7.0
ticks_20250926.xlsx,7011,6,90,900,7,60.0
ticks_20250926.xlsx,7011,6,120,900,7,7.0
