file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251002.xlsx,7011,90,60,300,3,-15.0
ticks_20251002.xlsx,7011,74,90,300,3,13.0
ticks_20251002.xlsx,7011,74,120,300,3,10.0
ticks_20251002.xlsx,7011,60,60,600,3,-7.0
ticks_20251002.xlsx,7011,50,90,600,3,22.0
ticks_20251002.xlsx,7011,56,120,600,3,-27.0
ticks_20251002.xlsx,7011,54,60,900,3,19.0
ticks_20251002.xlsx,7011,34,90,900,3,25.0
ticks_20251002.xlsx,7011,30,120,900,3,18.0
ticks_20251002.xlsx,7011,28,60,300,5,2.0
ticks_20251002.xlsx,7011,30,90,300,5,26.0
ticks_20251002.xlsx,7011,20,120,300,5,10.0
ticks_20251002.xlsx,7011,22,60,600,5,-8.0
ticks_20251002.xlsx,7011,14,90,600,5,2.0
ticks_20251002.xlsx,7011,16,120,600,5,-10.0
ticks_20251002.xlsx,7011,24,60,900,5,30.0
ticks_20251002.xlsx,7011,12,90,900,5,36.0
ticks_20251002.xlsx,7011,16,120,900,5,10.0
ticks_20251002.xlsx,7011,12,60,300,7,-2.0
ticks_20251002.xlsx,7011,12,90,300,7,31.0
ticks_20251002.xlsx,7011,10,120,300,7,7.0
ticks_20251002.xlsx,7011,16,60,600,7,-4.0
ticks_20251002.xlsx,7011,10,90,600,7,8.0
ticks_20251002.xlsx,7011,12,120,600,7,-11.0
ticks_20251002.xlsx,7011,10,60,900,7,34.0
ticks_20251002.xlsx,7011,6,90,900,7,33.0
ticks_20251002.xlsx,7011,4,120,900,7,17.0
