file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250819.xlsx,7011,82,60,300,3,53.0
ticks_20250819.xlsx,7011,68,90,300,3,87.0
ticks_20250819.xlsx,7011,56,120,300,3,130.0
ticks_20250819.xlsx,7011,28,60,600,3,116.0
ticks_20250819.xlsx,7011,26,90,600,3,108.0
ticks_20250819.xlsx,7011,18,120,600,3,103.0
ticks_20250819.xlsx,7011,42,60,900,3,39.0
ticks_20250819.xlsx,7011,32,90,900,3,88.0
ticks_20250819.xlsx,7011,24,120,900,3,41.0
ticks_20250819.xlsx,7011,30,60,300,5,98.0
ticks_20250819.xlsx,7011,14,90,300,5,32.0
ticks_20250819.xlsx,7011,16,120,300,5,94.0
ticks_20250819.xlsx,7011,14,60,600,5,95.0
ticks_20250819.xlsx,7011,10,90,600,5,61.0
ticks_20250819.xlsx,7011,6,120,600,5,54.0
ticks_20250819.xlsx,7011,14,60,900,5,73.0
ticks_20250819.xlsx,7011,8,90,900,5,35.0
ticks_20250819.xlsx,7011,12,120,900,5,65.0
ticks_20250819.xlsx,7011,14,60,300,7,72.0
ticks_20250819.xlsx,7011,6,90,300,7,37.0
ticks_20250819.xlsx,7011,6,120,300,7,29.0
ticks_20250819.xlsx,7011,4,60,600,7,51.0
ticks_20250819.xlsx,7011,4,90,600,7,58.0
ticks_20250819.xlsx,7011,2,120,600,7,42.0
ticks_20250819.xlsx,7011,4,60,900,7,44.0
ticks_20250819.xlsx,7011,4,90,900,7,40.0
ticks_20250819.xlsx,7011,6,120,900,7,35.0
