file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250827.xlsx,7011,50,60,300,3,-5.0
ticks_20250827.xlsx,7011,32,90,300,3,-9.0
ticks_20250827.xlsx,7011,26,120,300,3,-36.0
ticks_20250827.xlsx,7011,40,60,600,3,32.0
ticks_20250827.xlsx,7011,28,90,600,3,-43.0
ticks_20250827.xlsx,7011,32,120,600,3,23.0
ticks_20250827.xlsx,7011,24,60,900,3,32.0
ticks_20250827.xlsx,7011,18,90,900,3,-19.0
ticks_20250827.xlsx,7011,14,120,900,3,-26.0
ticks_20250827.xlsx,7011,22,60,300,5,-3.0
ticks_20250827.xlsx,7011,10,90,300,5,-29.0
ticks_20250827.xlsx,7011,10,120,300,5,-20.0
ticks_20250827.xlsx,7011,14,60,600,5,2.0
ticks_20250827.xlsx,7011,12,90,600,5,-42.0
ticks_20250827.xlsx,7011,14,120,600,5,-21.0
ticks_20250827.xlsx,7011,14,60,900,5,10.0
ticks_20250827.xlsx,7011,8,90,900,5,-34.0
ticks_20250827.xlsx,7011,12,120,900,5,-24.0
ticks_20250827.xlsx,7011,10,60,300,7,16.0
ticks_20250827.xlsx,7011,4,90,300,7,-21.0
ticks_20250827.xlsx,7011,6,120,300,7,-7.0
ticks_20250827.xlsx,7011,10,60,600,7,14.0
ticks_20250827.xlsx,7011,4,90,600,7,-21.0
ticks_20250827.xlsx,7011,6,120,600,7,1.0
ticks_20250827.xlsx,7011,10,60,900,7,16.0
ticks_20250827.xlsx,7011,4,90,900,7,-21.0
ticks_20250827.xlsx,7011,6,120,900,7,-5.0
