file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250912.xlsx,7011,50,60,300,3,7.0
ticks_20250912.xlsx,7011,54,90,300,3,-37.0
ticks_20250912.xlsx,7011,48,120,300,3,-8.0
ticks_20250912.xlsx,7011,46,60,600,3,11.0
ticks_20250912.xlsx,7011,48,90,600,3,-9.0
ticks_20250912.xlsx,7011,32,120,600,3,8.0
ticks_20250912.xlsx,7011,32,60,900,3,-2.0
ticks_20250912.xlsx,7011,22,90,900,3,-12.0
ticks_20250912.xlsx,7011,18,120,900,3,13.0
ticks_20250912.xlsx,7011,12,60,300,5,-11.0
ticks_20250912.xlsx,7011,16,90,300,5,-36.0
ticks_20250912.xlsx,7011,22,120,300,5,-12.0
ticks_20250912.xlsx,7011,20,60,600,5,-11.0
ticks_20250912.xlsx,7011,12,90,600,5,-20.0
ticks_20250912.xlsx,7011,14,120,600,5,-7.0
ticks_20250912.xlsx,7011,12,60,900,5,-36.0
ticks_20250912.xlsx,7011,12,90,900,5,-13.0
ticks_20250912.xlsx,7011,12,120,900,5,12.0
ticks_20250912.xlsx,7011,10,60,300,7,-32.0
ticks_20250912.xlsx,7011,10,90,300,7,-46.0
ticks_20250912.xlsx,7011,10,120,300,7,-13.0
ticks_20250912.xlsx,7011,8,60,600,7,-34.0
ticks_20250912.xlsx,7011,6,90,600,7,-22.0
ticks_20250912.xlsx,7011,8,120,600,7,-1.0
ticks_20250912.xlsx,7011,8,60,900,7,-30.0
ticks_20250912.xlsx,7011,4,90,900,7,-20.0
ticks_20250912.xlsx,7011,8,120,900,7,0.0
