file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251014.xlsx,7011,100,60,300,3,-70.0
ticks_20251014.xlsx,7011,100,90,300,3,-68.0
ticks_20251014.xlsx,7011,100,120,300,3,-8.0
ticks_20251014.xlsx,7011,100,60,600,3,-56.0
ticks_20251014.xlsx,7011,100,90,600,3,-87.0
ticks_20251014.xlsx,7011,94,120,600,3,-59.0
ticks_20251014.xlsx,7011,100,60,900,3,-63.0
ticks_20251014.xlsx,7011,94,90,900,3,-74.0
ticks_20251014.xlsx,7011,68,120,900,3,16.0
ticks_20251014.xlsx,7011,100,60,300,5,-90.0
ticks_20251014.xlsx,7011,84,90,300,5,-100.0
ticks_20251014.xlsx,7011,64,120,300,5,-29.0
ticks_20251014.xlsx,7011,78,60,600,5,-54.0
ticks_20251014.xlsx,7011,66,90,600,5,-109.0
ticks_20251014.xlsx,7011,46,120,600,5,-37.0
ticks_20251014.xlsx,7011,56,60,900,5,-23.0
ticks_20251014.xlsx,7011,40,90,900,5,10.0
ticks_20251014.xlsx,7011,32,120,900,5,47.0
ticks_20251014.xlsx,7011,54,60,300,7,-63.0
ticks_20251014.xlsx,7011,34,90,300,7,-25.0
ticks_20251014.xlsx,7011,28,120,300,7,-6.0
ticks_20251014.xlsx,7011,40,60,600,7,-17.0
ticks_20251014.xlsx,7011,28,90,600,7,-28.0
ticks_20251014.xlsx,7011,18,120,600,7,5.0
ticks_20251014.xlsx,7011,32,60,900,7,-35.0
ticks_20251014.xlsx,7011,20,90,900,7,-16.0
ticks_20251014.xlsx,7011,16,120,900,7,10.0
