file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251114.xlsx,7011,90,60,300,3,-30.0
ticks_20251114.xlsx,7011,78,90,300,3,10.0
ticks_20251114.xlsx,7011,62,120,300,3,-25.0
ticks_20251114.xlsx,7011,66,60,600,3,-106.0
ticks_20251114.xlsx,7011,68,90,600,3,-43.0
ticks_20251114.xlsx,7011,56,120,600,3,11.0
ticks_20251114.xlsx,7011,72,60,900,3,-84.0
ticks_20251114.xlsx,7011,50,90,900,3,-42.0
ticks_20251114.xlsx,7011,42,120,900,3,-35.0
ticks_20251114.xlsx,7011,30,60,300,5,-45.0
ticks_20251114.xlsx,7011,28,90,300,5,-9.0
ticks_20251114.xlsx,7011,18,120,300,5,-6.0
ticks_20251114.xlsx,7011,20,60,600,5,-81.0
ticks_20251114.xlsx,7011,22,90,600,5,-3.0
ticks_20251114.xlsx,7011,10,120,600,5,28.0
ticks_20251114.xlsx,7011,24,60,900,5,-75.0
ticks_20251114.xlsx,7011,14,90,900,5,-9.0
ticks_20251114.xlsx,7011,6,120,900,5,18.0
ticks_20251114.xlsx,7011,12,60,300,7,-78.0
ticks_20251114.xlsx,7011,16,90,300,7,-62.0
ticks_20251114.xlsx,7011,14,120,300,7,7.0
ticks_20251114.xlsx,7011,8,60,600,7,-77.0
ticks_20251114.xlsx,7011,12,90,600,7,-12.0
ticks_20251114.xlsx,7011,6,120,600,7,24.0
ticks_20251114.xlsx,7011,10,60,900,7,-85.0
ticks_20251114.xlsx,7011,10,90,900,7,-19.0
ticks_20251114.xlsx,7011,4,120,900,7,17.0
