file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250901.xlsx,7011,66,60,300,3,113.0
ticks_20250901.xlsx,7011,50,90,300,3,108.0
ticks_20250901.xlsx,7011,58,120,300,3,90.0
ticks_20250901.xlsx,7011,38,60,600,3,140.0
ticks_20250901.xlsx,7011,38,90,600,3,97.0
ticks_20250901.xlsx,7011,28,120,600,3,75.0
ticks_20250901.xlsx,7011,26,60,900,3,198.0
ticks_20250901.xlsx,7011,12,90,900,3,194.0
ticks_20250901.xlsx,7011,16,120,900,3,189.0
ticks_20250901.xlsx,7011,32,60,300,5,79.0
ticks_20250901.xlsx,7011,28,90,300,5,92.0
ticks_20250901.xlsx,7011,28,120,300,5,63.0
ticks_20250901.xlsx,7011,12,60,600,5,118.0
ticks_20250901.xlsx,7011,16,90,600,5,122.0
ticks_20250901.xlsx,7011,16,120,600,5,102.0
ticks_20250901.xlsx,7011,6,60,900,5,117.0
ticks_20250901.xlsx,7011,6,90,900,5,109.0
ticks_20250901.xlsx,7011,8,120,900,5,113.0
ticks_20250901.xlsx,7011,18,60,300,7,67.0
ticks_20250901.xlsx,7011,16,90,300,7,110.0
ticks_20250901.xlsx,7011,16,120,300,7,53.0
ticks_20250901.xlsx,7011,4,60,600,7,121.0
ticks_20250901.xlsx,7011,4,90,600,7,95.0
ticks_20250901.xlsx,7011,8,120,600,7,93.0
ticks_20250901.xlsx,7011,4,60,900,7,109.0
ticks_20250901.xlsx,7011,6,90,900,7,109.0
ticks_20250901.xlsx,7011,6,120,900,7,98.0
