file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251009.xlsx,7011,100,60,300,3,-64.0
ticks_20251009.xlsx,7011,94,90,300,3,35.0
ticks_20251009.xlsx,7011,84,120,300,3,-21.0
ticks_20251009.xlsx,7011,72,60,600,3,16.0
ticks_20251009.xlsx,7011,52,90,600,3,61.0
ticks_20251009.xlsx,7011,42,120,600,3,67.0
ticks_20251009.xlsx,7011,44,60,900,3,18.0
ticks_20251009.xlsx,7011,40,90,900,3,50.0
ticks_20251009.xlsx,7011,30,120,900,3,50.0
ticks_20251009.xlsx,7011,48,60,300,5,-31.0
ticks_20251009.xlsx,7011,40,90,300,5,-8.0
ticks_20251009.xlsx,7011,42,120,300,5,3.0
ticks_20251009.xlsx,7011,46,60,600,5,23.0
ticks_20251009.xlsx,7011,30,90,600,5,96.0
ticks_20251009.xlsx,7011,24,120,600,5,81.0
ticks_20251009.xlsx,7011,32,60,900,5,40.0
ticks_20251009.xlsx,7011,18,90,900,5,78.0
ticks_20251009.xlsx,7011,24,120,900,5,50.0
ticks_20251009.xlsx,7011,28,60,300,7,-6.0
ticks_20251009.xlsx,7011,22,90,300,7,-19.0
ticks_20251009.xlsx,7011,20,120,300,7,-3.0
ticks_20251009.xlsx,7011,30,60,600,7,26.0
ticks_20251009.xlsx,7011,16,90,600,7,87.0
ticks_20251009.xlsx,7011,12,120,600,7,80.0
ticks_20251009.xlsx,7011,26,60,900,7,43.0
ticks_20251009.xlsx,7011,14,90,900,7,61.0
ticks_20251009.xlsx,7011,14,120,900,7,60.0
