file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250924.xlsx,7011,76,60,300,3,29.0
ticks_20250924.xlsx,7011,74,90,300,3,-13.0
ticks_20250924.xlsx,7011,66,120,300,3,-3.0
ticks_20250924.xlsx,7011,74,60,600,3,-11.0
ticks_20250924.xlsx,7011,50,90,600,3,-7.0
ticks_20250924.xlsx,7011,46,120,600,3,4.0
ticks_20250924.xlsx,7011,48,60,900,3,-16.0
ticks_20250924.xlsx,7011,38,90,900,3,-38.0
ticks_20250924.xlsx,7011,42,120,900,3,4.0
ticks_20250924.xlsx,7011,40,60,300,5,-20.0
ticks_20250924.xlsx,7011,42,90,300,5,-39.0
ticks_20250924.xlsx,7011,40,120,300,5,-12.0
ticks_20250924.xlsx,7011,46,60,600,5,-45.0
ticks_20250924.xlsx,7011,30,90,600,5,-15.0
ticks_20250924.xlsx,7011,18,120,600,5,9.0
ticks_20250924.xlsx,7011,30,60,900,5,-15.0
ticks_20250924.xlsx,7011,26,90,900,5,-17.0
ticks_20250924.xlsx,7011,24,120,900,5,-4.0
ticks_20250924.xlsx,7011,18,60,300,7,-34.0
ticks_20250924.xlsx,7011,14,90,300,7,-33.0
ticks_20250924.xlsx,7011,12,120,300,7,-26.0
ticks_20250924.xlsx,7011,18,60,600,7,-11.0
ticks_20250924.xlsx,7011,4,90,600,7,-5.0
ticks_20250924.xlsx,7011,4,120,600,7,4.0
ticks_20250924.xlsx,7011,14,60,900,7,-24.0
ticks_20250924.xlsx,7011,8,90,900,7,-21.0
ticks_20250924.xlsx,7011,8,120,900,7,-23.0
